MAZ,TAZ,PUMA,REGION,DISTRICT,REGION2,DISTRICT2
1,1,1101,Fulton,12,Fulton,10
2,1,1101,Fulton,12,Fulton,10
3,1,1101,Fulton,12,Fulton,10
4,1,1101,Fulton,12,Fulton,10
5,1,1101,Fulton,12,Fulton,10
6,1,1101,Fulton,12,Fulton,10
7,1,1101,Fulton,12,Fulton,10
8,1,1101,Fulton,12,Fulton,10
9,1,1101,Fulton,12,Fulton,10
10,1,1101,Fulton,12,Fulton,10
11,1,1101,Fulton,12,Fulton,10
12,1,1101,Fulton,12,Fulton,10
13,1,1101,Fulton,12,Fulton,10
14,1,1101,Fulton,12,Fulton,10
15,1,1101,Fulton,12,Fulton,10
16,1,1101,Fulton,12,Fulton,10
17,1,1101,Fulton,12,Fulton,10
18,1,1101,Fulton,12,Fulton,10
19,1,1101,Fulton,12,Fulton,10
20,1,1101,Fulton,12,Fulton,10
21,1,1101,Fulton,12,Fulton,10
22,1,1101,Fulton,12,Fulton,10
23,1,1101,Fulton,12,Fulton,10
24,1,1101,Fulton,12,Fulton,10
25,1,1101,Fulton,12,Fulton,10
26,1,1101,Fulton,12,Fulton,10
27,1,1101,Fulton,12,Fulton,10
28,1,1101,Fulton,12,Fulton,10
29,1,1101,Fulton,12,Fulton,10
30,1,1101,Fulton,12,Fulton,10
31,1,1101,Fulton,12,Fulton,10
32,1,1101,Fulton,12,Fulton,10
33,1,1101,Fulton,12,Fulton,10
34,1,1101,Fulton,12,Fulton,10
35,1,1101,Fulton,12,Fulton,10
36,1,1101,Fulton,12,Fulton,10
37,1,1101,Fulton,12,Fulton,10
38,1,1101,Fulton,12,Fulton,10
39,1,1101,Fulton,12,Fulton,10
40,1,1101,Fulton,12,Fulton,10
41,1,1101,Fulton,12,Fulton,10
42,1,1101,Fulton,12,Fulton,10
43,1,1101,Fulton,12,Fulton,10
44,1,1101,Fulton,12,Fulton,10
45,1,1101,Fulton,12,Fulton,10
46,1,1101,Fulton,12,Fulton,10
47,1,1101,Fulton,12,Fulton,10
48,1,1101,Fulton,12,Fulton,10
49,1,1101,Fulton,12,Fulton,10
50,1,1101,Fulton,12,Fulton,10
51,1,1101,Fulton,12,Fulton,10
52,1,1101,Fulton,12,Fulton,10
53,1,1101,Fulton,12,Fulton,10
54,1,1101,Fulton,12,Fulton,10
55,1,1101,Fulton,12,Fulton,10
56,1,1101,Fulton,12,Fulton,10
57,1,1101,Fulton,12,Fulton,10
58,1,1101,Fulton,12,Fulton,10
59,1,1101,Fulton,12,Fulton,10
60,1,1101,Fulton,12,Fulton,10
61,1,1101,Fulton,12,Fulton,10
62,1,1101,Fulton,12,Fulton,10
63,1,1101,Fulton,12,Fulton,10
64,1,1101,Fulton,12,Fulton,10
65,1,1101,Fulton,12,Fulton,10
66,1,1101,Fulton,12,Fulton,10
67,1,1101,Fulton,12,Fulton,10
68,1,1101,Fulton,12,Fulton,10
69,1,1101,Fulton,12,Fulton,10
70,1,1101,Fulton,12,Fulton,10
71,1,1101,Fulton,12,Fulton,10
72,1,1101,Fulton,12,Fulton,10
73,1,1101,Fulton,12,Fulton,10
74,1,1101,Fulton,12,Fulton,10
75,1,1101,Fulton,12,Fulton,10
76,1,1101,Fulton,12,Fulton,10
77,1,1101,Fulton,12,Fulton,10
78,1,1101,Fulton,12,Fulton,10
79,1,1101,Fulton,12,Fulton,10
80,1,1101,Fulton,12,Fulton,10
81,1,1101,Fulton,12,Fulton,10
82,1,1101,Fulton,12,Fulton,10
83,1,1101,Fulton,12,Fulton,10
84,1,1101,Fulton,12,Fulton,10
85,1,1101,Fulton,12,Fulton,10
86,1,1101,Fulton,12,Fulton,10
87,1,1101,Fulton,12,Fulton,10
88,1,1101,Fulton,12,Fulton,10
89,1,1101,Fulton,12,Fulton,10
90,1,1101,Fulton,12,Fulton,10
91,1,1101,Fulton,12,Fulton,10
92,1,1101,Fulton,12,Fulton,10
93,1,1101,Fulton,12,Fulton,10
94,1,1101,Fulton,12,Fulton,10
95,1,1101,Fulton,12,Fulton,10
96,1,1101,Fulton,12,Fulton,10
97,1,1101,Fulton,12,Fulton,10
98,1,1101,Fulton,12,Fulton,10
99,1,1101,Fulton,12,Fulton,10
100,1,1101,Fulton,12,Fulton,10
101,1,1101,Fulton,12,Fulton,10
102,1,1101,Fulton,12,Fulton,10
103,1,1101,Fulton,12,Fulton,10
104,1,1101,Fulton,12,Fulton,10
105,1,1101,Fulton,12,Fulton,10
106,1,1101,Fulton,12,Fulton,10
107,1,1101,Fulton,12,Fulton,10
108,1,1101,Fulton,12,Fulton,10
109,1,1101,Fulton,12,Fulton,10
110,1,1101,Fulton,12,Fulton,10
111,1,1101,Fulton,12,Fulton,10
112,1,1101,Fulton,12,Fulton,10
113,1,1101,Fulton,12,Fulton,10
114,1,1101,Fulton,12,Fulton,10
115,1,1101,Fulton,12,Fulton,10
116,1,1101,Fulton,12,Fulton,10
117,1,1101,Fulton,12,Fulton,10
118,1,1101,Fulton,12,Fulton,10
119,1,1101,Fulton,12,Fulton,10
120,1,1101,Fulton,12,Fulton,10
121,1,1101,Fulton,12,Fulton,10
122,1,1101,Fulton,12,Fulton,10
123,1,1101,Fulton,12,Fulton,10
124,1,1101,Fulton,12,Fulton,10
125,1,1101,Fulton,12,Fulton,10
126,2,1102,Fulton,12,Fulton,10
127,2,1102,Fulton,12,Fulton,10
128,2,1102,Fulton,12,Fulton,10
129,2,1102,Fulton,12,Fulton,10
130,2,1102,Fulton,12,Fulton,10
131,2,1102,Fulton,12,Fulton,10
132,2,1102,Fulton,12,Fulton,10
133,2,1102,Fulton,12,Fulton,10
134,2,1102,Fulton,12,Fulton,10
135,2,1102,Fulton,12,Fulton,10
136,2,1102,Fulton,12,Fulton,10
137,2,1102,Fulton,12,Fulton,10
138,2,1102,Fulton,12,Fulton,10
139,2,1102,Fulton,12,Fulton,10
140,2,1102,Fulton,12,Fulton,10
141,2,1102,Fulton,12,Fulton,10
142,2,1102,Fulton,12,Fulton,10
143,2,1102,Fulton,12,Fulton,10
144,2,1102,Fulton,12,Fulton,10
145,2,1102,Fulton,12,Fulton,10
146,2,1102,Fulton,12,Fulton,10
147,2,1102,Fulton,12,Fulton,10
148,2,1102,Fulton,12,Fulton,10
149,2,1102,Fulton,12,Fulton,10
150,2,1102,Fulton,12,Fulton,10
151,2,1102,Fulton,12,Fulton,10
152,2,1102,Fulton,12,Fulton,10
153,2,1102,Fulton,12,Fulton,10
154,2,1102,Fulton,12,Fulton,10
155,2,1102,Fulton,12,Fulton,10
156,2,1102,Fulton,12,Fulton,10
157,2,1102,Fulton,12,Fulton,10
158,2,1102,Fulton,12,Fulton,10
159,2,1102,Fulton,12,Fulton,10
160,2,1102,Fulton,12,Fulton,10
161,2,1102,Fulton,12,Fulton,10
162,2,1102,Fulton,12,Fulton,10
163,2,1102,Fulton,12,Fulton,10
164,2,1102,Fulton,12,Fulton,10
165,2,1102,Fulton,12,Fulton,10
166,2,1102,Fulton,12,Fulton,10
167,2,1102,Fulton,12,Fulton,10
168,2,1102,Fulton,12,Fulton,10
169,2,1102,Fulton,12,Fulton,10
170,2,1102,Fulton,12,Fulton,10
171,2,1102,Fulton,12,Fulton,10
172,2,1102,Fulton,12,Fulton,10
173,2,1102,Fulton,12,Fulton,10
174,2,1102,Fulton,12,Fulton,10
175,2,1102,Fulton,12,Fulton,10
176,2,1102,Fulton,12,Fulton,10
177,2,1102,Fulton,12,Fulton,10
178,2,1102,Fulton,12,Fulton,10
179,2,1102,Fulton,12,Fulton,10
180,2,1102,Fulton,12,Fulton,10
181,2,1102,Fulton,12,Fulton,10
182,2,1102,Fulton,12,Fulton,10
183,2,1102,Fulton,12,Fulton,10
184,2,1102,Fulton,12,Fulton,10
185,2,1102,Fulton,12,Fulton,10
186,3,1102,Fulton,12,Fulton,10
187,3,1102,Fulton,12,Fulton,10
188,3,1102,Fulton,12,Fulton,10
189,3,1102,Fulton,12,Fulton,10
190,3,1102,Fulton,12,Fulton,10
191,3,1102,Fulton,12,Fulton,10
192,3,1102,Fulton,12,Fulton,10
193,3,1102,Fulton,12,Fulton,10
194,3,1102,Fulton,12,Fulton,10
195,3,1102,Fulton,12,Fulton,10
196,3,1102,Fulton,12,Fulton,10
197,3,1102,Fulton,12,Fulton,10
198,3,1102,Fulton,12,Fulton,10
199,3,1102,Fulton,12,Fulton,10
200,3,1102,Fulton,12,Fulton,10
201,3,1102,Fulton,12,Fulton,10
202,3,1102,Fulton,12,Fulton,10
203,3,1102,Fulton,12,Fulton,10
204,3,1102,Fulton,12,Fulton,10
205,3,1102,Fulton,12,Fulton,10
206,3,1102,Fulton,12,Fulton,10
207,3,1102,Fulton,12,Fulton,10
208,3,1102,Fulton,12,Fulton,10
209,3,1102,Fulton,12,Fulton,10
210,3,1102,Fulton,12,Fulton,10
211,3,1102,Fulton,12,Fulton,10
212,3,1102,Fulton,12,Fulton,10
213,3,1102,Fulton,12,Fulton,10
214,3,1102,Fulton,12,Fulton,10
215,3,1102,Fulton,12,Fulton,10
216,3,1102,Fulton,12,Fulton,10
217,3,1102,Fulton,12,Fulton,10
218,3,1102,Fulton,12,Fulton,10
219,3,1102,Fulton,12,Fulton,10
220,3,1102,Fulton,12,Fulton,10
221,3,1102,Fulton,12,Fulton,10
222,3,1102,Fulton,12,Fulton,10
223,3,1102,Fulton,12,Fulton,10
224,3,1102,Fulton,12,Fulton,10
225,3,1102,Fulton,12,Fulton,10
226,3,1102,Fulton,12,Fulton,10
227,3,1102,Fulton,12,Fulton,10
228,3,1102,Fulton,12,Fulton,10
229,3,1102,Fulton,12,Fulton,10
230,3,1102,Fulton,12,Fulton,10
231,3,1102,Fulton,12,Fulton,10
232,3,1102,Fulton,12,Fulton,10
233,3,1102,Fulton,12,Fulton,10
234,3,1102,Fulton,12,Fulton,10
235,3,1102,Fulton,12,Fulton,10
236,3,1102,Fulton,12,Fulton,10
237,3,1102,Fulton,12,Fulton,10
238,3,1102,Fulton,12,Fulton,10
239,3,1102,Fulton,12,Fulton,10
240,3,1102,Fulton,12,Fulton,10
241,3,1102,Fulton,12,Fulton,10
242,3,1102,Fulton,12,Fulton,10
243,3,1102,Fulton,12,Fulton,10
244,3,1102,Fulton,12,Fulton,10
245,3,1102,Fulton,12,Fulton,10
246,3,1102,Fulton,12,Fulton,10
247,3,1102,Fulton,12,Fulton,10
248,3,1102,Fulton,12,Fulton,10
249,3,1102,Fulton,12,Fulton,10
250,3,1102,Fulton,12,Fulton,10
251,3,1102,Fulton,12,Fulton,10
252,3,1102,Fulton,12,Fulton,10
253,3,1102,Fulton,12,Fulton,10
254,3,1102,Fulton,12,Fulton,10
255,3,1102,Fulton,12,Fulton,10
256,3,1102,Fulton,12,Fulton,10
257,3,1102,Fulton,12,Fulton,10
258,3,1102,Fulton,12,Fulton,10
259,3,1102,Fulton,12,Fulton,10
260,3,1102,Fulton,12,Fulton,10
261,3,1102,Fulton,12,Fulton,10
262,3,1102,Fulton,12,Fulton,10
263,3,1102,Fulton,12,Fulton,10
264,3,1102,Fulton,12,Fulton,10
265,3,1102,Fulton,12,Fulton,10
266,3,1102,Fulton,12,Fulton,10
267,3,1102,Fulton,12,Fulton,10
268,3,1102,Fulton,12,Fulton,10
269,3,1102,Fulton,12,Fulton,10
270,3,1102,Fulton,12,Fulton,10
271,3,1102,Fulton,12,Fulton,10
272,3,1102,Fulton,12,Fulton,10
273,3,1102,Fulton,12,Fulton,10
274,3,1102,Fulton,12,Fulton,10
275,3,1102,Fulton,12,Fulton,10
276,3,1102,Fulton,12,Fulton,10
277,3,1102,Fulton,12,Fulton,10
278,3,1102,Fulton,12,Fulton,10
279,3,1102,Fulton,12,Fulton,10
280,3,1102,Fulton,12,Fulton,10
281,3,1102,Fulton,12,Fulton,10
282,3,1102,Fulton,12,Fulton,10
283,3,1102,Fulton,12,Fulton,10
284,3,1102,Fulton,12,Fulton,10
285,3,1102,Fulton,12,Fulton,10
286,3,1102,Fulton,12,Fulton,10
287,3,1102,Fulton,12,Fulton,10
288,3,1102,Fulton,12,Fulton,10
289,3,1102,Fulton,12,Fulton,10
290,3,1102,Fulton,12,Fulton,10
291,4,1103,Fulton,12,Fulton,10
292,4,1103,Fulton,12,Fulton,10
293,4,1103,Fulton,12,Fulton,10
294,4,1103,Fulton,12,Fulton,10
295,4,1103,Fulton,12,Fulton,10
296,4,1103,Fulton,12,Fulton,10
297,4,1103,Fulton,12,Fulton,10
298,4,1103,Fulton,12,Fulton,10
299,4,1103,Fulton,12,Fulton,10
300,4,1103,Fulton,12,Fulton,10
301,4,1103,Fulton,12,Fulton,10
302,4,1103,Fulton,12,Fulton,10
303,4,1103,Fulton,12,Fulton,10
304,4,1103,Fulton,12,Fulton,10
305,4,1103,Fulton,12,Fulton,10
306,4,1103,Fulton,12,Fulton,10
307,4,1103,Fulton,12,Fulton,10
308,4,1103,Fulton,12,Fulton,10
309,4,1103,Fulton,12,Fulton,10
310,4,1103,Fulton,12,Fulton,10
311,4,1103,Fulton,12,Fulton,10
312,4,1103,Fulton,12,Fulton,10
313,4,1103,Fulton,12,Fulton,10
314,4,1103,Fulton,12,Fulton,10
315,4,1103,Fulton,12,Fulton,10
316,4,1103,Fulton,12,Fulton,10
317,4,1103,Fulton,12,Fulton,10
318,4,1103,Fulton,12,Fulton,10
319,4,1103,Fulton,12,Fulton,10
320,4,1103,Fulton,12,Fulton,10
321,4,1103,Fulton,12,Fulton,10
322,4,1103,Fulton,12,Fulton,10
323,4,1103,Fulton,12,Fulton,10
324,4,1103,Fulton,12,Fulton,10
325,4,1103,Fulton,12,Fulton,10
326,4,1103,Fulton,12,Fulton,10
327,4,1103,Fulton,12,Fulton,10
328,4,1103,Fulton,12,Fulton,10
329,4,1103,Fulton,12,Fulton,10
330,4,1103,Fulton,12,Fulton,10
331,4,1103,Fulton,12,Fulton,10
332,4,1103,Fulton,12,Fulton,10
333,4,1103,Fulton,12,Fulton,10
334,4,1103,Fulton,12,Fulton,10
335,4,1103,Fulton,12,Fulton,10
336,4,1103,Fulton,12,Fulton,10
337,4,1103,Fulton,12,Fulton,10
338,4,1103,Fulton,12,Fulton,10
339,4,1103,Fulton,12,Fulton,10
340,4,1103,Fulton,12,Fulton,10
341,4,1103,Fulton,12,Fulton,10
342,4,1103,Fulton,12,Fulton,10
343,4,1103,Fulton,12,Fulton,10
344,4,1103,Fulton,12,Fulton,10
345,4,1103,Fulton,12,Fulton,10
346,4,1103,Fulton,12,Fulton,10
347,4,1103,Fulton,12,Fulton,10
348,4,1103,Fulton,12,Fulton,10
349,4,1103,Fulton,12,Fulton,10
350,4,1103,Fulton,12,Fulton,10
351,4,1103,Fulton,12,Fulton,10
352,4,1103,Fulton,12,Fulton,10
353,4,1103,Fulton,12,Fulton,10
354,4,1103,Fulton,12,Fulton,10
355,4,1103,Fulton,12,Fulton,10
356,4,1103,Fulton,12,Fulton,10
357,4,1103,Fulton,12,Fulton,10
358,4,1103,Fulton,12,Fulton,10
359,4,1103,Fulton,12,Fulton,10
360,4,1103,Fulton,12,Fulton,10
361,4,1103,Fulton,12,Fulton,10
362,4,1103,Fulton,12,Fulton,10
363,4,1103,Fulton,12,Fulton,10
364,4,1103,Fulton,12,Fulton,10
365,4,1103,Fulton,12,Fulton,10
366,4,1103,Fulton,12,Fulton,10
367,4,1103,Fulton,12,Fulton,10
368,4,1103,Fulton,12,Fulton,10
369,4,1103,Fulton,12,Fulton,10
370,4,1103,Fulton,12,Fulton,10
371,4,1103,Fulton,12,Fulton,10
372,4,1103,Fulton,12,Fulton,10
373,4,1103,Fulton,12,Fulton,10
374,4,1103,Fulton,12,Fulton,10
375,5,1106,Fulton,12,Fulton,10
376,5,1106,Fulton,12,Fulton,10
377,5,1106,Fulton,12,Fulton,10
378,5,1106,Fulton,12,Fulton,10
379,5,1106,Fulton,12,Fulton,10
380,5,1106,Fulton,12,Fulton,10
381,5,1106,Fulton,12,Fulton,10
382,5,1106,Fulton,12,Fulton,10
383,5,1106,Fulton,12,Fulton,10
384,5,1106,Fulton,12,Fulton,10
385,5,1106,Fulton,12,Fulton,10
386,5,1106,Fulton,12,Fulton,10
387,5,1106,Fulton,12,Fulton,10
388,5,1106,Fulton,12,Fulton,10
389,5,1106,Fulton,12,Fulton,10
390,5,1106,Fulton,12,Fulton,10
391,5,1106,Fulton,12,Fulton,10
392,5,1106,Fulton,12,Fulton,10
393,5,1106,Fulton,12,Fulton,10
394,5,1106,Fulton,12,Fulton,10
395,5,1106,Fulton,12,Fulton,10
396,5,1106,Fulton,12,Fulton,10
397,5,1106,Fulton,12,Fulton,10
398,5,1106,Fulton,12,Fulton,10
399,5,1106,Fulton,12,Fulton,10
400,5,1106,Fulton,12,Fulton,10
401,5,1106,Fulton,12,Fulton,10
402,5,1106,Fulton,12,Fulton,10
403,5,1106,Fulton,12,Fulton,10
404,5,1106,Fulton,12,Fulton,10
405,5,1106,Fulton,12,Fulton,10
406,5,1106,Fulton,12,Fulton,10
407,5,1106,Fulton,12,Fulton,10
408,5,1106,Fulton,12,Fulton,10
409,5,1106,Fulton,12,Fulton,10
410,5,1106,Fulton,12,Fulton,10
411,5,1106,Fulton,12,Fulton,10
412,5,1106,Fulton,12,Fulton,10
413,5,1106,Fulton,12,Fulton,10
414,5,1106,Fulton,12,Fulton,10
415,5,1106,Fulton,12,Fulton,10
416,5,1106,Fulton,12,Fulton,10
417,5,1106,Fulton,12,Fulton,10
418,5,1106,Fulton,12,Fulton,10
419,5,1106,Fulton,12,Fulton,10
420,5,1106,Fulton,12,Fulton,10
421,5,1106,Fulton,12,Fulton,10
422,5,1106,Fulton,12,Fulton,10
423,5,1106,Fulton,12,Fulton,10
424,5,1106,Fulton,12,Fulton,10
425,5,1106,Fulton,12,Fulton,10
426,5,1106,Fulton,12,Fulton,10
427,5,1106,Fulton,12,Fulton,10
428,5,1106,Fulton,12,Fulton,10
429,5,1106,Fulton,12,Fulton,10
430,5,1106,Fulton,12,Fulton,10
431,5,1106,Fulton,12,Fulton,10
432,5,1106,Fulton,12,Fulton,10
433,5,1106,Fulton,12,Fulton,10
434,5,1106,Fulton,12,Fulton,10
435,5,1106,Fulton,12,Fulton,10
436,5,1106,Fulton,12,Fulton,10
437,5,1106,Fulton,12,Fulton,10
438,5,1106,Fulton,12,Fulton,10
439,5,1106,Fulton,12,Fulton,10
440,5,1106,Fulton,12,Fulton,10
441,5,1106,Fulton,12,Fulton,10
442,5,1106,Fulton,12,Fulton,10
443,5,1106,Fulton,12,Fulton,10
444,5,1106,Fulton,12,Fulton,10
445,5,1106,Fulton,12,Fulton,10
446,5,1106,Fulton,12,Fulton,10
447,5,1106,Fulton,12,Fulton,10
448,5,1106,Fulton,12,Fulton,10
449,5,1106,Fulton,12,Fulton,10
450,5,1106,Fulton,12,Fulton,10
451,5,1106,Fulton,12,Fulton,10
452,5,1106,Fulton,12,Fulton,10
453,5,1106,Fulton,12,Fulton,10
454,5,1106,Fulton,12,Fulton,10
455,5,1106,Fulton,12,Fulton,10
456,5,1106,Fulton,12,Fulton,10
457,5,1106,Fulton,12,Fulton,10
458,5,1106,Fulton,12,Fulton,10
459,5,1106,Fulton,12,Fulton,10
460,5,1106,Fulton,12,Fulton,10
461,5,1106,Fulton,12,Fulton,10
462,5,1106,Fulton,12,Fulton,10
463,5,1106,Fulton,12,Fulton,10
464,5,1106,Fulton,12,Fulton,10
465,5,1106,Fulton,12,Fulton,10
466,5,1106,Fulton,12,Fulton,10
467,5,1106,Fulton,12,Fulton,10
468,5,1106,Fulton,12,Fulton,10
469,5,1106,Fulton,12,Fulton,10
470,5,1106,Fulton,12,Fulton,10
471,5,1106,Fulton,12,Fulton,10
472,5,1106,Fulton,12,Fulton,10
473,5,1106,Fulton,12,Fulton,10
474,5,1106,Fulton,12,Fulton,10
475,5,1106,Fulton,12,Fulton,10
476,5,1106,Fulton,12,Fulton,10
477,5,1106,Fulton,12,Fulton,10
478,6,1104,Fulton,12,Fulton,10
479,6,1104,Fulton,12,Fulton,10
480,6,1104,Fulton,12,Fulton,10
481,6,1104,Fulton,12,Fulton,10
482,6,1104,Fulton,12,Fulton,10
483,6,1104,Fulton,12,Fulton,10
484,6,1104,Fulton,12,Fulton,10
485,6,1104,Fulton,12,Fulton,10
486,6,1104,Fulton,12,Fulton,10
487,6,1104,Fulton,12,Fulton,10
488,6,1104,Fulton,12,Fulton,10
489,6,1104,Fulton,12,Fulton,10
490,6,1104,Fulton,12,Fulton,10
491,6,1104,Fulton,12,Fulton,10
492,6,1104,Fulton,12,Fulton,10
493,6,1104,Fulton,12,Fulton,10
494,6,1104,Fulton,12,Fulton,10
495,6,1104,Fulton,12,Fulton,10
496,6,1104,Fulton,12,Fulton,10
497,6,1104,Fulton,12,Fulton,10
498,6,1104,Fulton,12,Fulton,10
499,6,1104,Fulton,12,Fulton,10
500,6,1104,Fulton,12,Fulton,10
501,6,1104,Fulton,12,Fulton,10
502,6,1104,Fulton,12,Fulton,10
503,6,1104,Fulton,12,Fulton,10
504,6,1104,Fulton,12,Fulton,10
505,6,1104,Fulton,12,Fulton,10
506,6,1104,Fulton,12,Fulton,10
507,6,1104,Fulton,12,Fulton,10
508,6,1104,Fulton,12,Fulton,10
509,6,1104,Fulton,12,Fulton,10
510,6,1104,Fulton,12,Fulton,10
511,6,1104,Fulton,12,Fulton,10
512,6,1104,Fulton,12,Fulton,10
513,6,1104,Fulton,12,Fulton,10
514,6,1104,Fulton,12,Fulton,10
515,6,1104,Fulton,12,Fulton,10
516,6,1104,Fulton,12,Fulton,10
517,6,1104,Fulton,12,Fulton,10
518,6,1104,Fulton,12,Fulton,10
519,6,1104,Fulton,12,Fulton,10
520,6,1104,Fulton,12,Fulton,10
521,6,1104,Fulton,12,Fulton,10
522,6,1104,Fulton,12,Fulton,10
523,6,1104,Fulton,12,Fulton,10
524,6,1104,Fulton,12,Fulton,10
525,6,1104,Fulton,12,Fulton,10
526,6,1104,Fulton,12,Fulton,10
527,6,1104,Fulton,12,Fulton,10
528,6,1104,Fulton,12,Fulton,10
529,6,1104,Fulton,12,Fulton,10
530,6,1104,Fulton,12,Fulton,10
531,6,1104,Fulton,12,Fulton,10
532,6,1104,Fulton,12,Fulton,10
533,6,1104,Fulton,12,Fulton,10
534,6,1104,Fulton,12,Fulton,10
535,6,1104,Fulton,12,Fulton,10
536,6,1104,Fulton,12,Fulton,10
537,6,1104,Fulton,12,Fulton,10
538,6,1104,Fulton,12,Fulton,10
539,6,1104,Fulton,12,Fulton,10
540,6,1104,Fulton,12,Fulton,10
541,6,1104,Fulton,12,Fulton,10
542,6,1104,Fulton,12,Fulton,10
543,6,1104,Fulton,12,Fulton,10
544,6,1104,Fulton,12,Fulton,10
545,6,1104,Fulton,12,Fulton,10
546,6,1104,Fulton,12,Fulton,10
547,6,1104,Fulton,12,Fulton,10
548,6,1104,Fulton,12,Fulton,10
549,6,1104,Fulton,12,Fulton,10
550,6,1104,Fulton,12,Fulton,10
551,6,1104,Fulton,12,Fulton,10
552,6,1104,Fulton,12,Fulton,10
553,6,1104,Fulton,12,Fulton,10
554,6,1104,Fulton,12,Fulton,10
555,6,1104,Fulton,12,Fulton,10
556,6,1104,Fulton,12,Fulton,10
557,6,1104,Fulton,12,Fulton,10
558,6,1104,Fulton,12,Fulton,10
559,6,1104,Fulton,12,Fulton,10
560,6,1104,Fulton,12,Fulton,10
561,6,1104,Fulton,12,Fulton,10
562,6,1104,Fulton,12,Fulton,10
563,6,1104,Fulton,12,Fulton,10
564,6,1104,Fulton,12,Fulton,10
565,6,1104,Fulton,12,Fulton,10
566,6,1104,Fulton,12,Fulton,10
567,6,1104,Fulton,12,Fulton,10
568,6,1104,Fulton,12,Fulton,10
569,6,1104,Fulton,12,Fulton,10
570,6,1104,Fulton,12,Fulton,10
571,6,1104,Fulton,12,Fulton,10
572,6,1104,Fulton,12,Fulton,10
573,6,1104,Fulton,12,Fulton,10
574,6,1104,Fulton,12,Fulton,10
575,6,1104,Fulton,12,Fulton,10
576,6,1104,Fulton,12,Fulton,10
577,6,1104,Fulton,12,Fulton,10
578,6,1104,Fulton,12,Fulton,10
579,6,1104,Fulton,12,Fulton,10
580,6,1104,Fulton,12,Fulton,10
581,6,1104,Fulton,12,Fulton,10
582,6,1104,Fulton,12,Fulton,10
583,6,1104,Fulton,12,Fulton,10
584,6,1104,Fulton,12,Fulton,10
585,6,1104,Fulton,12,Fulton,10
586,6,1104,Fulton,12,Fulton,10
587,6,1104,Fulton,12,Fulton,10
588,6,1104,Fulton,12,Fulton,10
589,6,1104,Fulton,12,Fulton,10
590,6,1104,Fulton,12,Fulton,10
591,6,1104,Fulton,12,Fulton,10
592,6,1104,Fulton,12,Fulton,10
593,6,1104,Fulton,12,Fulton,10
594,6,1104,Fulton,12,Fulton,10
595,6,1104,Fulton,12,Fulton,10
596,6,1104,Fulton,12,Fulton,10
597,6,1104,Fulton,12,Fulton,10
598,6,1104,Fulton,12,Fulton,10
599,6,1104,Fulton,12,Fulton,10
600,6,1104,Fulton,12,Fulton,10
601,6,1104,Fulton,12,Fulton,10
602,6,1104,Fulton,12,Fulton,10
603,6,1104,Fulton,12,Fulton,10
604,6,1104,Fulton,12,Fulton,10
605,6,1104,Fulton,12,Fulton,10
606,6,1104,Fulton,12,Fulton,10
607,6,1104,Fulton,12,Fulton,10
608,6,1104,Fulton,12,Fulton,10
609,6,1104,Fulton,12,Fulton,10
610,6,1104,Fulton,12,Fulton,10
611,6,1104,Fulton,12,Fulton,10
612,6,1104,Fulton,12,Fulton,10
613,6,1104,Fulton,12,Fulton,10
614,6,1104,Fulton,12,Fulton,10
615,6,1104,Fulton,12,Fulton,10
616,6,1104,Fulton,12,Fulton,10
617,6,1104,Fulton,12,Fulton,10
618,6,1104,Fulton,12,Fulton,10
619,6,1104,Fulton,12,Fulton,10
620,6,1104,Fulton,12,Fulton,10
621,6,1104,Fulton,12,Fulton,10
622,6,1104,Fulton,12,Fulton,10
623,6,1104,Fulton,12,Fulton,10
624,6,1104,Fulton,12,Fulton,10
625,6,1104,Fulton,12,Fulton,10
626,6,1104,Fulton,12,Fulton,10
627,6,1104,Fulton,12,Fulton,10
628,6,1104,Fulton,12,Fulton,10
629,6,1104,Fulton,12,Fulton,10
630,6,1104,Fulton,12,Fulton,10
631,6,1104,Fulton,12,Fulton,10
632,6,1104,Fulton,12,Fulton,10
633,6,1104,Fulton,12,Fulton,10
634,6,1104,Fulton,12,Fulton,10
635,6,1104,Fulton,12,Fulton,10
636,6,1104,Fulton,12,Fulton,10
637,6,1104,Fulton,12,Fulton,10
638,6,1104,Fulton,12,Fulton,10
639,6,1104,Fulton,12,Fulton,10
640,6,1104,Fulton,12,Fulton,10
641,6,1104,Fulton,12,Fulton,10
642,6,1104,Fulton,12,Fulton,10
643,6,1104,Fulton,12,Fulton,10
644,6,1104,Fulton,12,Fulton,10
645,6,1104,Fulton,12,Fulton,10
646,6,1104,Fulton,12,Fulton,10
647,6,1104,Fulton,12,Fulton,10
648,6,1104,Fulton,12,Fulton,10
649,6,1104,Fulton,12,Fulton,10
650,6,1104,Fulton,12,Fulton,10
651,6,1104,Fulton,12,Fulton,10
652,8,1104,Fulton,12,Fulton,10
653,8,1104,Fulton,12,Fulton,10
654,8,1104,Fulton,12,Fulton,10
655,8,1104,Fulton,12,Fulton,10
656,8,1104,Fulton,12,Fulton,10
657,8,1104,Fulton,12,Fulton,10
658,8,1104,Fulton,12,Fulton,10
659,8,1104,Fulton,12,Fulton,10
660,8,1104,Fulton,12,Fulton,10
661,8,1104,Fulton,12,Fulton,10
662,8,1104,Fulton,12,Fulton,10
663,8,1104,Fulton,12,Fulton,10
664,8,1104,Fulton,12,Fulton,10
