zone,construc,manufac,TCU,wholesl,retail,FIRE,service,private,govt,emp,pop,hshld,univ,acres,otherEmp,district,PARKTOT,PARKLNG,PROPFREE,PARKRATE,areatype,county,CBDFlag,N11,N21,N22,N23,N313233,N42,N4445,N4849,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N92
    399.00,    193.00,    319.00,     78.00,    550.00,      6.00,     10.00,    490.00,   1646.00,         0,   1646.00,   1068.00,    505.00,         0,    446.00,   1150.00,      1.00,         0,         0,         0,         0,      5.00,      1.00,         0,         0,         0,         0,    193.00,    319.00,    550.00,      6.00,     55.00,     23.00,         0,     10.00,    174.00,     88.00,    148.00,         0,     13.00,         0,         0,     67.00,         0
    400.00,     78.00,     76.00,   1255.00,    204.00,     11.00,     35.00,    172.00,   1831.00,         0,   1831.00,   1011.00,    431.00,         0,    993.00,   1648.00,      1.00,         0,         0,         0,         0,      5.00,      1.00,         0,         0,         0,         0,     78.00,     76.00,    204.00,         0,   1255.00,         0,         0,     35.00,      4.00,         0,    142.00,      2.00,      1.00,      2.00,     11.00,     21.00,         0
    401.00,      2.00,     84.00,      2.00,     14.00,      6.00,     17.00,     36.00,    161.00,    195.00,    356.00,    785.00,    365.00,         0,    523.00,    314.00,      1.00,         0,         0,         0,         0,      5.00,      1.00,         0,         0,      9.00,         0,      2.00,     84.00,     14.00,      6.00,         0,      2.00,     17.00,         0,      7.00,         0,     11.00,         0,      4.00,         0,         0,      5.00,    195.00
    402.00,    159.00,         0,         0,         0,     16.00,         0,     13.00,    188.00,     36.00,    224.00,    490.00,    153.00,         0,     71.00,    195.00,      1.00,         0,         0,         0,         0,      5.00,      1.00,         0,         0,         0,         0,    159.00,         0,         0,     16.00,         0,         0,         0,         0,         0,         0,     10.00,         0,         0,         0,         0,      3.00,     36.00
    403.00,         0,         0,    233.00,         0,         0,      3.00,     97.00,    333.00,         0,    333.00,         0,         0,         0,     53.00,    236.00,      1.00,         0,         0,         0,         0,      5.00,      1.00,         0,         0,         0,         0,         0,         0,         0,         0,    233.00,         0,      3.00,         0,      2.00,         0,     24.00,         0,     71.00,         0,         0,         0,         0
    404.00,         0,         0,      6.00,     54.00,         0,         0,      8.00,     68.00,         0,     68.00,    611.00,    321.00,         0,    195.00,     60.00,      1.00,         0,         0,         0,         0,      5.00,      1.00,         0,         0,         0,         0,         0,         0,     54.00,         0,      6.00,         0,         0,         0,      4.00,         0,      2.00,         0,      2.00,         0,         0,         0,         0
    405.00,     19.00,         0,     25.00,         0,     12.00,         0,      3.00,     59.00,         0,     59.00,      4.00,      2.00,         0,    185.00,     44.00,      1.00,         0,         0,         0,         0,      5.00,      1.00,         0,         0,         0,         0,     19.00,         0,         0,     12.00,     25.00,         0,         0,         0,         0,         0,      3.00,         0,         0,         0,         0,         0,         0
    406.00,     21.00,         0,    763.00,         0,         0,      9.00,     66.00,    859.00,         0,    859.00,     51.00,     16.00,         0,     66.00,    793.00,      1.00,         0,         0,         0,         0,      5.00,      1.00,         0,         0,         0,         0,     21.00,         0,         0,         0,    763.00,         0,      9.00,         0,         0,         0,     66.00,         0,         0,         0,         0,         0,         0
    407.00,     19.00,         0,         0,         0,         0,         0,      2.00,     21.00,         0,     21.00,   1079.00,    389.00,         0,    151.00,     19.00,      1.00,         0,         0,         0,         0,      5.00,      1.00,         0,         0,         0,         0,     19.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      2.00,         0,         0,         0,         0
    408.00,     19.00,     90.00,         0,         0,         0,         0,     31.00,    140.00,         0,    140.00,     65.00,     24.00,         0,     37.00,    109.00,      1.00,         0,         0,         0,         0,      5.00,      1.00,         0,         0,         0,         0,     19.00,     90.00,         0,         0,         0,         0,         0,         0,         0,         0,      9.00,         0,     22.00,         0,         0,         0,         0
    409.00,     19.00,         0,         0,         0,         0,     12.00,     64.00,     95.00,         0,     95.00,    489.00,    167.00,         0,    110.00,     31.00,      1.00,         0,         0,         0,         0,      5.00,      1.00,         0,         0,         0,         0,     19.00,         0,         0,         0,         0,         0,         0,     12.00,         0,         0,      7.00,     57.00,         0,         0,         0,         0,         0
    410.00,         0,         0,         0,         0,     31.00,     13.00,    161.00,    205.00,      5.00,    210.00,   1412.00,    556.00,         0,    479.00,     18.00,      1.00,         0,         0,         0,         0,      5.00,      1.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     13.00,         0,         0,     11.00,    150.00,         0,         0,     31.00,         0,      5.00
    411.00,         0,      1.00,      1.00,      1.00,     31.00,     40.00,    389.00,    463.00,      6.00,    469.00,   2008.00,    858.00,         0,    513.00,     49.00,      1.00,         0,         0,         0,         0,      5.00,      1.00,         0,         0,         0,         0,         0,      1.00,      1.00,     31.00,      1.00,         0,      7.00,     33.00,     73.00,      1.00,     98.00,     47.00,    160.00,      1.00,         0,      9.00,      6.00
    412.00,     76.00,         0,      1.00,      1.00,      1.00,      7.00,     38.00,    124.00,         0,    124.00,     39.00,     21.00,         0,    377.00,     85.00,      1.00,         0,         0,         0,         0,      5.00,      1.00,         0,         0,         0,         0,     76.00,         0,      1.00,         0,      1.00,         0,      7.00,         0,         0,      1.00,     36.00,         0,         0,      1.00,      1.00,         0,         0
    413.00,         0,         0,      2.00,         0,         0,         0,         0,      2.00,         0,      2.00,    373.00,    123.00,         0,    127.00,      2.00,      1.00,         0,         0,         0,         0,      5.00,      1.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,      2.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    414.00,         0,         0,         0,         0,     16.00,         0,     31.00,     47.00,         0,     47.00,    164.00,     62.00,         0,     33.00,         0,      1.00,         0,         0,         0,         0,      5.00,      1.00,         0,         0,         0,         0,         0,         0,         0,     16.00,         0,         0,         0,         0,         0,         0,      9.00,         0,     16.00,         0,         0,      6.00,         0
    415.00,    146.00,         0,         0,         0,      1.00,         0,     35.00,    182.00,     17.00,    199.00,    793.00,    319.00,         0,    223.00,    163.00,      1.00,         0,         0,         0,         0,      5.00,      1.00,         0,         0,         0,         0,    146.00,         0,         0,      1.00,         0,         0,         0,         0,      6.00,         0,     29.00,         0,         0,         0,         0,         0,     17.00
    416.00,         0,         0,         0,         0,         0,      4.00,    158.00,    162.00,      2.00,    164.00,   1041.00,    458.00,         0,    178.00,      6.00,      1.00,         0,         0,         0,         0,      5.00,      1.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      4.00,         0,         0,     24.00,     94.00,     16.00,         0,         0,     24.00,      2.00
    417.00,         0,         0,         0,         0,      3.00,         0,         0,      3.00,         0,      3.00,    161.00,     62.00,         0,     75.00,         0,      1.00,         0,         0,         0,         0,      4.00,      1.00,         0,         0,         0,         0,         0,         0,         0,      3.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    418.00,         0,         0,         0,         0,     37.00,         0,     17.00,     54.00,         0,     54.00,    397.00,    157.00,         0,     73.00,         0,      1.00,         0,         0,         0,         0,      5.00,      1.00,         0,         0,         0,         0,         0,         0,         0,     16.00,         0,         0,         0,         0,         0,         0,      5.00,         0,     10.00,         0,     21.00,      2.00,         0
    419.00,         0,         0,         0,         0,     75.00,     36.00,    196.00,    307.00,         0,    307.00,   1262.00,    529.00,         0,    227.00,     36.00,      1.00,         0,         0,         0,         0,      5.00,      1.00,         0,         0,         0,         0,         0,         0,         0,      5.00,         0,         0,     36.00,         0,     66.00,         0,     27.00,     72.00,     28.00,         0,     70.00,      3.00,         0
    420.00,         0,         0,         0,     30.00,     34.00,         0,     97.00,    161.00,         0,    161.00,   1396.00,    591.00,         0,    315.00,     30.00,      1.00,         0,         0,         0,         0,      5.00,      1.00,         0,         0,         0,         0,         0,         0,     30.00,     34.00,         0,         0,         0,         0,         0,         0,      9.00,         0,     88.00,         0,         0,         0,         0
    421.00,     18.00,         0,      1.00,         0,     44.00,      5.00,    236.00,    304.00,    106.00,    410.00,   1343.00,    497.00,         0,    478.00,    130.00,      1.00,         0,         0,         0,         0,      5.00,      1.00,         0,         0,         0,         0,     18.00,         0,         0,     24.00,      1.00,         0,      5.00,         0,         0,         0,     21.00,     38.00,    175.00,         0,     20.00,      2.00,    106.00
    422.00,         0,         0,         0,         0,      1.00,      3.00,         0,      4.00,         0,      4.00,    473.00,    181.00,         0,    153.00,      3.00,      1.00,         0,         0,         0,         0,      5.00,      1.00,         0,         0,         0,         0,         0,         0,         0,      1.00,         0,         0,         0,      3.00,         0,         0,         0,         0,         0,         0,         0,         0,         0
    423.00,         0,         0,         0,         0,         0,      6.00,     31.00,     37.00,         0,     37.00,   1185.00,    424.00,         0,    168.00,      6.00,      1.00,         0,         0,         0,         0,      5.00,      1.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      6.00,         0,         0,      2.00,         0,         0,         0,         0,     29.00,         0
    424.00,         0,         0,         0,      1.00,     17.00,     28.00,     14.00,     60.00,         0,     60.00,   1088.00,    341.00,         0,    164.00,     29.00,      1.00,         0,         0,         0,         0,      5.00,      1.00,         0,         0,         0,         0,         0,         0,      1.00,         0,         0,         0,      1.00,     27.00,     10.00,         0,      4.00,         0,         0,         0,     17.00,         0,         0
    425.00,    284.00,         0,         0,         0,    265.00,      1.00,    127.00,    677.00,     12.00,    689.00,    260.00,     77.00,         0,    429.00,    297.00,      1.00,         0,         0,         0,         0,      5.00,      1.00,         0,         0,         0,         0,    284.00,         0,         0,    102.00,         0,         0,         0,      1.00,         0,         0,     56.00,     44.00,      6.00,         0,    163.00,     21.00,     12.00
    426.00,     22.00,         0,         0,         0,     14.00,      1.00,      2.00,     39.00,      2.00,     41.00,    310.00,     90.00,         0,    106.00,     25.00,      1.00,         0,         0,         0,         0,      5.00,      1.00,         0,         0,         0,         0,     22.00,         0,         0,      3.00,         0,         0,      1.00,         0,         0,         0,      2.00,         0,         0,         0,     11.00,         0,      2.00
    427.00,         0,         0,         0,         0,         0,      1.00,         0,      1.00,         0,      1.00,         0,         0,         0,     33.00,      1.00,      1.00,         0,         0,         0,         0,      5.00,      1.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      1.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    428.00,    229.00,    620.00,    271.00,    218.00,     28.00,      1.00,    394.00,   1761.00,     33.00,   1794.00,     40.00,     11.00,         0,    407.00,   1372.00,      1.00,         0,         0,         0,         0,      5.00,      1.00,         0,         0,         0,         0,    229.00,    620.00,    218.00,     28.00,    271.00,         0,      1.00,         0,    129.00,         0,    204.00,         0,     42.00,         0,         0,     19.00,     33.00
    429.00,         0,     33.00,     14.00,         0,      3.00,         0,      4.00,     54.00,      7.00,     61.00,    306.00,     66.00,         0,    364.00,     54.00,      1.00,         0,         0,         0,         0,      5.00,      1.00,         0,         0,         0,         0,         0,     33.00,         0,         0,     14.00,         0,         0,         0,         0,      1.00,      2.00,         0,         0,      1.00,      3.00,         0,      7.00
    430.00,         0,     33.00,     90.00,     99.00,      8.00,      6.00,     51.00,    287.00,    727.00,   1014.00,         0,         0,         0,    644.00,    955.00,      1.00,         0,         0,         0,         0,      5.00,      1.00,         0,         0,         0,         0,         0,     33.00,     99.00,      5.00,     90.00,         0,      6.00,         0,         0,      1.00,     46.00,      3.00,         0,      1.00,      3.00,         0,    727.00
    431.00,         0,         0,      4.00,         0,         0,         0,      4.00,      8.00,         0,      8.00,    442.00,    200.00,         0,     80.00,      4.00,      1.00,         0,         0,         0,         0,      5.00,      1.00,         0,         0,         0,         0,         0,         0,         0,         0,      4.00,         0,         0,         0,         0,         0,      2.00,         0,      2.00,         0,         0,         0,         0
    432.00,         0,         0,         0,         0,         0,         0,      7.00,      7.00,      2.00,      9.00,    519.00,    206.00,         0,    141.00,      2.00,      1.00,         0,         0,         0,         0,      5.00,      1.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      2.00,         0,      5.00,         0,         0,         0,      2.00
    433.00,         0,         0,         0,         0,     16.00,     27.00,     66.00,    109.00,         0,    109.00,    842.00,    353.00,         0,    185.00,     27.00,      1.00,         0,         0,         0,         0,      5.00,      1.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     27.00,         0,         0,         0,      9.00,     57.00,         0,         0,     16.00,         0,         0
    434.00,    810.00,         0,     57.00,     57.00,         0,         0,     88.00,   1012.00,         0,   1012.00,      1.00,      1.00,         0,    158.00,    924.00,      1.00,         0,         0,         0,         0,      5.00,      1.00,         0,         0,         0,         0,    810.00,         0,     57.00,         0,     57.00,         0,         0,         0,         0,         0,     80.00,         0,      1.00,         0,         0,      7.00,         0
    435.00,         0,         0,     12.00,         0,      1.00,         0,    189.00,    202.00,         0,    202.00,    360.00,    172.00,         0,    165.00,     12.00,      1.00,         0,         0,         0,         0,      5.00,      1.00,         0,         0,         0,         0,         0,         0,         0,      1.00,     12.00,         0,         0,         0,         0,         0,     32.00,     91.00,     66.00,         0,         0,         0,         0
    436.00,         0,         0,      3.00,         0,     16.00,         0,     81.00,    100.00,         0,    100.00,   1475.00,    623.00,         0,    361.00,      3.00,      1.00,         0,         0,         0,         0,      5.00,      1.00,         0,         0,         0,         0,         0,         0,         0,     16.00,      3.00,         0,         0,         0,         0,         0,      8.00,     73.00,         0,         0,         0,         0,         0
    437.00,         0,         0,      3.00,         0,     77.00,         0,      5.00,     85.00,         0,     85.00,   2348.00,   1076.00,         0,    400.00,      3.00,      1.00,         0,         0,         0,         0,      5.00,      1.00,         0,         0,         0,         0,         0,         0,         0,     24.00,      3.00,         0,         0,         0,         0,         0,      5.00,         0,         0,         0,     53.00,         0,         0
    438.00,         0,         0,      3.00,         0,         0,         0,     32.00,     35.00,         0,     35.00,    432.00,    174.00,         0,    106.00,      3.00,      1.00,         0,         0,         0,         0,      5.00,      1.00,         0,         0,         0,         0,         0,         0,         0,         0,      3.00,         0,         0,         0,         0,         0,         0,         0,     29.00,         0,         0,      3.00,         0
    439.00,         0,         0,      3.00,         0,         0,         0,         0,      3.00,         0,      3.00,    668.00,    287.00,         0,    138.00,      3.00,      1.00,         0,         0,         0,         0,      5.00,      1.00,         0,         0,         0,         0,         0,         0,         0,         0,      3.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    440.00,         0,         0,      3.00,         0,         0,         0,         0,      3.00,         0,      3.00,    524.00,    232.00,         0,    178.00,      3.00,      1.00,         0,         0,         0,         0,      4.00,      1.00,         0,         0,         0,         0,         0,         0,         0,         0,      3.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    441.00,         0,         0,      3.00,         0,         0,         0,     30.00,     33.00,         0,     33.00,    442.00,    218.00,         0,    140.00,      3.00,      1.00,         0,         0,         0,         0,      4.00,      1.00,         0,         0,         0,         0,         0,         0,         0,         0,      3.00,         0,         0,         0,         0,         0,      1.00,         0,     29.00,         0,         0,         0,         0
    442.00,         0,         0,         0,         0,      9.00,         0,         0,      9.00,         0,      9.00,         0,         0,         0,      5.00,         0,      1.00,         0,         0,         0,         0,      5.00,      1.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      9.00,         0,         0
    443.00,         0,         0,         0,         0,      9.00,         0,    190.00,    199.00,         0,    199.00,    510.00,    234.00,         0,    154.00,         0,      1.00,         0,         0,         0,         0,      5.00,      1.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     15.00,    175.00,         0,         0,      9.00,         0,         0
    444.00,         0,         0,         0,         0,      9.00,         0,         0,      9.00,         0,      9.00,    410.00,    176.00,         0,     94.00,         0,      1.00,         0,         0,         0,         0,      5.00,      1.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      9.00,         0,         0
    445.00,         0,         0,         0,         0,     21.00,         0,    100.00,    121.00,         0,    121.00,   2026.00,    836.00,         0,    397.00,         0,      1.00,         0,         0,         0,         0,      5.00,      1.00,         0,         0,         0,         0,         0,         0,         0,     12.00,         0,         0,         0,         0,         0,         0,     11.00,     58.00,      1.00,         0,      9.00,     30.00,         0
    446.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,    291.00,    137.00,         0,     36.00,         0,      1.00,         0,         0,         0,         0,      4.00,      1.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    447.00,         0,         0,         0,         0,         0,         0,    645.00,    645.00,         0,    645.00,    615.00,    270.00,         0,    134.00,         0,      1.00,         0,         0,         0,         0,      5.00,      1.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     39.00,         0,    606.00,         0,         0,         0,         0
    448.00,         0,         0,      4.00,         0,         0,         0,     91.00,     95.00,      5.00,    100.00,   1346.00,    611.00,         0,    297.00,      9.00,      1.00,         0,         0,         0,         0,      5.00,      1.00,         0,         0,         0,         0,         0,         0,         0,         0,      4.00,         0,         0,         0,         0,         0,     17.00,     74.00,         0,         0,         0,         0,      5.00
    449.00,      1.00,         0,      2.00,         0,      1.00,      6.00,    526.00,    536.00,         0,    536.00,   1087.00,    481.00,         0,    134.00,      9.00,      1.00,         0,         0,         0,         0,      5.00,      1.00,         0,         0,      8.00,         0,      1.00,         0,         0,         0,      1.00,      1.00,      5.00,      1.00,      2.00,      1.00,    137.00,         0,    377.00,         0,      1.00,      1.00,         0
    450.00,      1.00,         0,      2.00,         0,      1.00,      6.00,     46.00,     56.00,         0,     56.00,    782.00,    417.00,         0,     96.00,      9.00,      1.00,         0,         0,         0,         0,      4.00,      1.00,         0,         0,      6.00,         0,      1.00,         0,         0,         0,      1.00,      1.00,      5.00,      1.00,      2.00,      1.00,     36.00,         0,         0,         0,      1.00,      1.00,         0
    451.00,      1.00,         0,      2.00,         0,     46.00,      6.00,     13.00,     68.00,         0,     68.00,    822.00,    364.00,         0,     86.00,      9.00,      1.00,         0,         0,         0,         0,      4.00,      1.00,         0,         0,      9.00,         0,      1.00,         0,         0,     45.00,      1.00,      1.00,      5.00,      1.00,      2.00,      1.00,         0,         0,         0,         0,      1.00,      1.00,         0
    452.00,      1.00,         0,      2.00,         0,      1.00,      6.00,     10.00,     20.00,         0,     20.00,    622.00,    225.00,         0,     76.00,      9.00,      1.00,         0,         0,         0,         0,      4.00,      1.00,         0,         0,      6.00,         0,      1.00,         0,         0,         0,      1.00,      1.00,      5.00,      1.00,      2.00,      1.00,         0,         0,         0,         0,      1.00,      1.00,         0
    453.00,      1.00,         0,      2.00,         0,      1.00,      6.00,      9.00,     19.00,         0,     19.00,    511.00,    196.00,         0,     48.00,      9.00,      1.00,         0,         0,         0,         0,      4.00,      1.00,         0,         0,      5.00,         0,      1.00,         0,         0,         0,      1.00,      1.00,      5.00,      1.00,      2.00,      1.00,         0,         0,         0,         0,      1.00,      1.00,         0
    454.00,      2.00,         0,      1.00,     66.00,     69.00,         0,     43.00,    181.00,         0,    181.00,    704.00,    336.00,         0,    154.00,     69.00,      1.00,         0,         0,         0,         0,      4.00,      1.00,         0,         0,         0,         0,      2.00,         0,     66.00,     12.00,      1.00,         0,         0,         0,     12.00,         0,     17.00,      8.00,      6.00,         0,     57.00,         0,         0
    455.00,      2.00,         0,      5.00,         0,     69.00,     22.00,     62.00,    160.00,     30.00,    190.00,   1318.00,    605.00,         0,    180.00,     59.00,      1.00,         0,         0,         0,         0,      4.00,      1.00,         0,         0,         0,         0,      2.00,         0,         0,     12.00,      1.00,      4.00,     19.00,      3.00,     12.00,         0,     12.00,     15.00,     16.00,         0,     57.00,      7.00,     30.00
    456.00,     70.00,    135.00,         0,         0,         0,         0,    113.00,    318.00,    303.00,    621.00,   1307.00,    605.00,         0,    173.00,    508.00,      1.00,         0,         0,         0,         0,      3.00,      1.00,         0,         0,         0,         0,     70.00,    135.00,         0,         0,         0,         0,         0,         0,      3.00,         0,     54.00,     53.00,         0,         0,         0,      3.00,    303.00
    457.00,         0,         0,         0,         0,     16.00,     16.00,      8.00,     40.00,         0,     40.00,    893.00,    411.00,         0,     82.00,     16.00,      1.00,         0,         0,         0,         0,      3.00,      1.00,         0,         0,         0,         0,         0,         0,         0,     15.00,         0,         0,     10.00,      6.00,         0,         0,      3.00,         0,      4.00,         0,      1.00,      1.00,         0
    458.00,         0,         0,         0,         0,         0,         0,      5.00,      5.00,         0,      5.00,    186.00,     84.00,         0,     23.00,         0,      1.00,         0,         0,         0,         0,      3.00,      1.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      5.00,         0
    459.00,         0,         0,         0,         0,         0,         0,    101.00,    101.00,         0,    101.00,    359.00,    187.00,         0,     48.00,         0,      1.00,         0,         0,         0,         0,      2.00,      1.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     11.00,     77.00,     11.00,      2.00,         0,         0,         0
    460.00,      1.00,      4.00,      4.00,      4.00,    224.00,     18.00,     66.00,    321.00,     12.00,    333.00,   1491.00,    822.00,         0,    136.00,     43.00,      1.00,         0,         0,         0,         0,      3.00,      1.00,         0,         0,         0,         0,      1.00,      4.00,      4.00,    106.00,      4.00,         0,      7.00,     11.00,         0,         0,     14.00,     28.00,     24.00,         0,    118.00,         0,     12.00
    461.00,         0,         0,     43.00,         0,         0,         0,     54.00,     97.00,         0,     97.00,    109.00,     67.00,         0,     32.00,     43.00,      1.00,         0,         0,         0,         0,      3.00,      1.00,         0,         0,         0,         0,         0,         0,         0,         0,     43.00,         0,         0,         0,         0,         0,      9.00,     45.00,         0,         0,         0,         0,         0
    462.00,         0,         0,    113.00,         0,    225.00,      8.00,    112.00,    458.00,         0,    458.00,    737.00,    410.00,         0,     44.00,    121.00,      1.00,     32.00,     32.00,         0,      1.00,      1.00,      1.00,         0,         0,         0,    107.00,         0,         0,         0,         0,      6.00,         0,      8.00,         0,      2.00,         0,     73.00,     34.00,         0,      1.00,    225.00,      2.00,         0
    463.00,         0,         0,         0,         0,         0,         0,     13.00,     13.00,         0,     13.00,     10.00,      5.00,         0,     10.00,         0,      1.00,    150.00,    150.00,         0,      1.19,      1.00,      1.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      1.00,         0,         0,         0,         0,     12.00,         0
    464.00,         0,         0,         0,         0,     66.00,      6.00,      1.00,     73.00,         0,     73.00,     10.00,      5.00,         0,     23.00,      6.00,      1.00,    888.00,    888.00,      0.01,      1.19,      1.00,      1.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      6.00,         0,         0,      1.00,         0,         0,         0,     66.00,         0,         0
    465.00,         0,         0,         0,         0,         0,      5.00,         0,      5.00,         0,      5.00,     10.00,      5.00,         0,     90.00,      5.00,      1.00,   2513.00,   2513.00,      0.00,      1.19,      1.00,      1.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      5.00,         0,         0,         0,         0,         0,         0,         0,         0,         0
    466.00,         0,         0,    107.00,         0,    106.00,     79.00,     78.00,    370.00,         0,    370.00,    379.00,    150.00,         0,     69.00,    186.00,      1.00,    722.00,    722.00,         0,      1.00,      1.00,      1.00,         0,         0,         0,    106.00,         0,         0,         0,      9.00,         0,      1.00,         0,     79.00,      2.00,         0,     39.00,     34.00,         0,      1.00,     97.00,      2.00,         0
    467.00,         0,     36.00,    105.00,         0,         0,      7.00,    582.00,    730.00,     26.00,    756.00,         0,         0,    760.00,    102.00,    174.00,      1.00,   2482.00,   2482.00,      0.05,      1.00,      1.00,      1.00,         0,         0,         0,         0,         0,     36.00,         0,         0,     26.00,     79.00,      7.00,         0,    446.00,         0,     39.00,     32.00,     65.00,         0,         0,         0,     26.00
    468.00,         0,         0,         0,         0,         0,      7.00,     13.00,     20.00,         0,     20.00,         0,         0,         0,     13.00,      7.00,      1.00,         0,         0,         0,         0,      2.00,      1.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      7.00,         0,         0,         0,      4.00,      9.00,         0,         0,         0,         0,         0
    469.00,         0,         0,         0,         0,      5.00,      7.00,      8.00,     20.00,         0,     20.00,         0,         0,         0,     13.00,      7.00,      1.00,         0,         0,         0,         0,      2.00,      1.00,         0,         0,         0,         0,         0,         0,         0,      5.00,         0,         0,      7.00,         0,         0,         0,         0,         0,         0,         0,         0,      8.00,         0
    470.00,     16.00,         0,     12.00,    147.00,         0,     84.00,     14.00,    273.00,         0,    273.00,    180.00,     55.00,         0,     37.00,    259.00,      1.00,         0,         0,         0,         0,      2.00,      1.00,         0,         0,         0,         0,     16.00,         0,    147.00,         0,         0,     12.00,      7.00,     77.00,         0,         0,     14.00,         0,         0,         0,         0,         0,         0
    471.00,      1.00,         0,     13.00,      9.00,      1.00,      7.00,     39.00,     70.00,         0,     70.00,   1099.00,    403.00,         0,     91.00,     30.00,      1.00,         0,         0,         0,         0,      2.00,      1.00,         0,         0,         0,         0,      1.00,         0,      9.00,      1.00,         0,     13.00,      7.00,         0,         0,         0,      2.00,         0,         0,         0,         0,     37.00,         0
    472.00,         0,         0,         0,         0,         0,      7.00,     21.00,     28.00,         0,     28.00,    170.00,     63.00,         0,     23.00,      7.00,      1.00,         0,         0,         0,         0,      3.00,      1.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      7.00,         0,         0,         0,         0,         0,         0,         0,         0,     21.00,         0
    473.00,      1.00,     12.00,         0,         0,    173.00,      7.00,      4.00,    197.00,         0,    197.00,    480.00,    181.00,         0,     46.00,     20.00,      1.00,         0,         0,         0,         0,      3.00,      1.00,         0,         0,         0,         0,      1.00,     12.00,         0,     18.00,         0,         0,      7.00,         0,         0,         0,      4.00,         0,         0,         0,    155.00,         0,         0
    474.00,      1.00,     15.00,    106.00,         0,    132.00,      7.00,    301.00,    562.00,         0,    562.00,   1165.00,    900.00,         0,    138.00,    129.00,      1.00,         0,         0,         0,         0,      3.00,      1.00,         0,         0,         0,    106.00,      1.00,     15.00,         0,      5.00,         0,         0,      7.00,         0,     20.00,         0,    272.00,      1.00,         0,         0,    127.00,      8.00,         0
    475.00,         0,         0,         0,         0,      6.00,         0,         0,      6.00,         0,      6.00,    114.00,     50.00,         0,     21.00,         0,      1.00,         0,         0,         0,         0,      4.00,      1.00,         0,         0,         0,         0,         0,         0,         0,      6.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    476.00,     92.00,    357.00,     90.00,     15.00,      1.00,      1.00,    451.00,   1007.00,    789.00,   1796.00,    643.00,    343.00,         0,    374.00,   1344.00,      1.00,         0,         0,         0,         0,      3.00,      1.00,         0,         0,         0,         0,     92.00,    357.00,     15.00,      1.00,     90.00,         0,      1.00,         0,     29.00,         0,    287.00,         0,    113.00,      2.00,         0,     20.00,    789.00
    477.00,         0,     12.00,     39.00,     58.00,     70.00,      7.00,    294.00,    480.00,         0,    480.00,      2.00,      2.00,    201.00,     36.00,    116.00,      1.00,         0,         0,         0,         0,      3.00,      1.00,         0,         0,         0,         0,         0,     12.00,     58.00,     10.00,         0,     39.00,      5.00,      2.00,     38.00,         0,    237.00,      3.00,     16.00,         0,     60.00,         0,         0
    478.00,      1.00,      2.00,      4.00,         0,    105.00,      7.00,     40.00,    159.00,         0,    159.00,    430.00,    295.00,         0,     23.00,     14.00,      1.00,         0,         0,         0,         0,      2.00,      1.00,         0,         0,         0,         0,      1.00,      2.00,         0,     59.00,         0,      4.00,         0,      7.00,     23.00,         0,      9.00,         0,         0,      2.00,     46.00,      6.00,         0
