zone,construc,manufac,TCU,wholesl,retail,FIRE,service,private,govt,emp,pop,hshld,univ,acres,otherEmp,district,PARKTOT,PARKLNG,PROPFREE,PARKRATE,areatype,county,CBDFlag,N11,N21,N22,N23,N313233,N42,N4445,N4849,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N92
   5267.00,     14.00,         0,         0,         0,         0,         0,     30.00,     44.00,         0,     44.00,    655.00,    238.00,         0,   1484.00,     14.00,      1.00,         0,         0,         0,         0,      7.00,     17.00,         0,         0,         0,         0,     14.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     30.00,         0,         0,         0,         0,         0
   5268.00,         0,         0,         0,         0,         0,         0,     35.00,     35.00,         0,     35.00,    751.00,    260.00,         0,   1248.00,         0,      1.00,         0,         0,         0,         0,      6.00,     17.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      4.00,         0,         0,     30.00,      1.00,         0,         0,         0,         0
   5269.00,         0,         0,      1.00,         0,         0,         0,     30.00,     31.00,         0,     31.00,    263.00,     90.00,         0,    541.00,      1.00,      1.00,         0,         0,         0,         0,      6.00,     17.00,         0,         0,         0,         0,         0,         0,         0,         0,      1.00,         0,         0,         0,         0,         0,         0,     30.00,         0,         0,         0,         0,         0
   5270.00,      4.00,         0,         0,         0,         0,      3.00,     36.00,     43.00,         0,     43.00,    364.00,    121.00,         0,    622.00,      7.00,      1.00,         0,         0,         0,         0,      6.00,     17.00,         0,         0,         0,         0,      4.00,         0,         0,         0,         0,         0,         0,      3.00,      6.00,         0,         0,     30.00,         0,         0,         0,         0,         0
   5271.00,      2.00,         0,         0,         0,         0,         0,     30.00,     32.00,         0,     32.00,    708.00,    285.00,         0,    910.00,      2.00,      1.00,         0,         0,         0,         0,      6.00,     17.00,         0,         0,         0,         0,      2.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     30.00,         0,         0,         0,         0,         0
   5272.00,         0,     52.00,         0,         0,         0,         0,     37.00,     89.00,         0,     89.00,    353.00,    136.00,         0,    333.00,     52.00,      1.00,         0,         0,         0,         0,      6.00,     17.00,         0,         0,         0,         0,         0,     52.00,         0,         0,         0,         0,         0,         0,         0,         0,      7.00,     30.00,         0,         0,         0,         0,         0
   5273.00,     65.00,         0,         0,         0,      1.00,         0,     37.00,    103.00,         0,    103.00,    318.00,    114.00,         0,    972.00,     65.00,      1.00,         0,         0,         0,         0,      7.00,     17.00,         0,         0,         0,         0,     65.00,         0,         0,      1.00,         0,         0,         0,         0,         0,         0,      7.00,     30.00,         0,         0,         0,         0,         0
   5274.00,         0,         0,         0,         0,         0,         0,     55.00,     55.00,         0,     55.00,    826.00,    302.00,         0,   2929.00,         0,      1.00,         0,         0,         0,         0,      7.00,     17.00,         0,         0,     25.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     30.00,         0,         0,         0,         0,         0
   5275.00,         0,         0,         0,         0,         0,      1.00,     17.00,     18.00,         0,     18.00,    471.00,    169.00,         0,    962.00,      1.00,      1.00,         0,         0,         0,         0,      6.00,     17.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      1.00,         0,     15.00,         0,         0,         0,         0,         0,         0,      2.00,         0
   5276.00,     12.00,         0,      1.00,         0,         0,      1.00,      2.00,     16.00,         0,     16.00,    294.00,    118.00,         0,    604.00,     14.00,      1.00,         0,         0,         0,         0,      7.00,     17.00,         0,         0,         0,      1.00,     12.00,         0,         0,         0,         0,         0,      1.00,         0,         0,         0,         0,         0,         0,         0,         0,      2.00,         0
   5277.00,     24.00,         0,         0,         0,     41.00,      1.00,      2.00,     68.00,         0,     68.00,    892.00,    337.00,         0,   1263.00,     25.00,      1.00,         0,         0,         0,         0,      6.00,     17.00,         0,         0,         0,         0,     24.00,         0,         0,      1.00,         0,         0,      1.00,         0,         0,         0,         0,         0,         0,         0,     40.00,      2.00,         0
   5278.00,     12.00,         0,         0,         0,         0,      1.00,     17.00,     30.00,         0,     30.00,    558.00,    222.00,         0,   2010.00,     13.00,      1.00,         0,         0,         0,         0,      7.00,     17.00,         0,         0,         0,         0,     12.00,         0,         0,         0,         0,         0,      1.00,         0,     15.00,         0,         0,         0,         0,         0,         0,      2.00,         0
   5279.00,      8.00,         0,         0,         0,         0,      1.00,      2.00,     11.00,         0,     11.00,    382.00,    144.00,         0,   1007.00,      9.00,      1.00,         0,         0,         0,         0,      7.00,     17.00,         0,         0,         0,         0,      8.00,         0,         0,         0,         0,         0,      1.00,         0,         0,         0,         0,         0,         0,         0,         0,      2.00,         0
   5280.00,      8.00,         0,      9.00,      1.00,         0,         0,         0,     18.00,         0,     18.00,    250.00,     86.00,         0,   1240.00,     18.00,      1.00,         0,         0,         0,         0,      7.00,     17.00,         0,         0,         0,         0,      8.00,         0,      1.00,         0,      9.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   5281.00,      2.00,         0,         0,      2.00,      1.00,         0,     50.00,     55.00,         0,     55.00,    812.00,    295.00,         0,   2337.00,      4.00,      1.00,         0,         0,         0,         0,      7.00,     17.00,         0,         0,         0,         0,      2.00,         0,      2.00,      1.00,         0,         0,         0,         0,      2.00,         0,      2.00,         0,     46.00,         0,         0,         0,         0
   5282.00,    103.00,         0,         0,         0,      1.00,     12.00,     11.00,    127.00,         0,    127.00,    987.00,    354.00,         0,   1040.00,    115.00,      1.00,         0,         0,         0,         0,      6.00,     17.00,         0,         0,         0,         0,    103.00,         0,         0,         0,         0,         0,      9.00,      3.00,      6.00,         0,      1.00,         0,      1.00,         0,      1.00,      3.00,         0
   5283.00,         0,    377.00,         0,         0,      1.00,     12.00,    208.00,    598.00,         0,    598.00,    872.00,    306.00,         0,   1390.00,    389.00,      1.00,         0,         0,         0,         0,      6.00,     17.00,         0,         0,         0,         0,         0,    377.00,         0,         0,         0,         0,      9.00,      3.00,      6.00,         0,      5.00,    180.00,         0,         0,      1.00,     17.00,         0
   5284.00,         0,         0,         0,         0,         0,         0,     17.00,     17.00,     30.00,     47.00,    416.00,    169.00,         0,   1152.00,     30.00,      1.00,         0,         0,         0,         0,      7.00,     17.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      5.00,         0,         0,         0,     12.00,         0,         0,         0,     30.00
   5285.00,      1.00,         0,         0,         0,         0,         0,         0,      1.00,         0,      1.00,     74.00,     29.00,         0,    787.00,      1.00,      1.00,         0,         0,         0,         0,      7.00,     17.00,         0,         0,         0,         0,      1.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   5286.00,     10.00,         0,         0,         0,         0,         0,      2.00,     12.00,         0,     12.00,     83.00,     35.00,         0,    684.00,     10.00,      1.00,         0,         0,         0,         0,      7.00,     17.00,         0,         0,         0,         0,     10.00,         0,         0,         0,         0,         0,         0,         0,      2.00,         0,         0,         0,         0,         0,         0,         0,         0
   5287.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,    142.00,     51.00,         0,    748.00,         0,      1.00,         0,         0,         0,         0,      7.00,     17.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   5288.00,         0,         0,      6.00,         0,         0,         0,         0,      6.00,         0,      6.00,    393.00,    129.00,         0,    539.00,      6.00,      1.00,         0,         0,         0,         0,      7.00,     17.00,         0,         0,         0,         0,         0,         0,         0,         0,      6.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   5289.00,     12.00,         0,         0,         0,         0,         0,     18.00,     30.00,         0,     30.00,    113.00,     35.00,         0,    787.00,     12.00,      1.00,         0,         0,         0,         0,      7.00,     17.00,         0,         0,         0,         0,     12.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,      1.00,         0,         0,         0,         0,     17.00,         0
   5290.00,         0,    281.00,         0,     26.00,         0,         0,      8.00,    315.00,         0,    315.00,    216.00,     86.00,         0,    945.00,    307.00,      1.00,         0,         0,         0,         0,      7.00,     17.00,         0,         0,         0,         0,         0,    281.00,     26.00,         0,         0,         0,         0,         0,         0,         0,      7.00,         0,         0,         0,         0,      1.00,         0
   5291.00,     41.00,    667.00,         0,         0,     89.00,         0,     31.00,    828.00,         0,    828.00,         0,         0,    479.00,    371.00,    708.00,      1.00,         0,         0,         0,         0,      5.00,     17.00,         0,         0,         0,         0,     41.00,    667.00,         0,     89.00,         0,         0,         0,         0,         0,         0,     22.00,         0,         0,      9.00,         0,         0,         0
   5292.00,         0,    417.00,         0,    176.00,    290.00,      9.00,     20.00,    912.00,         0,    912.00,         0,         0,         0,    388.00,    602.00,      1.00,         0,         0,         0,         0,      5.00,     17.00,         0,         0,         0,         0,         0,    417.00,    176.00,    249.00,         0,         0,         0,      9.00,         0,         0,     11.00,         0,         0,      9.00,     41.00,         0,         0
   5293.00,         0,    380.00,      6.00,         0,         0,         0,     18.00,    404.00,         0,    404.00,         0,         0,         0,    428.00,    386.00,      1.00,         0,         0,         0,         0,      7.00,     17.00,         0,         0,         0,         0,         0,    380.00,         0,         0,      6.00,         0,         0,         0,         0,         0,      9.00,         0,         0,      9.00,         0,         0,         0
   5294.00,    196.00,    166.00,     38.00,     46.00,    478.00,     10.00,     61.00,    995.00,         0,    995.00,    734.00,    291.00,         0,    935.00,    456.00,      1.00,         0,         0,         0,         0,      5.00,     17.00,         0,         0,         0,         0,    196.00,    166.00,     46.00,    351.00,     38.00,         0,     10.00,         0,      7.00,      8.00,     20.00,         0,      5.00,      9.00,    127.00,     12.00,         0
   5295.00,     67.00,   1194.00,     73.00,     54.00,   1417.00,    144.00,    613.00,   3562.00,     42.00,   3604.00,   1171.00,    421.00,         0,    543.00,   1574.00,      1.00,         0,         0,         0,         0,      3.00,     17.00,         0,         0,         0,         0,     67.00,   1194.00,     54.00,   1078.00,      7.00,     66.00,    118.00,     26.00,     77.00,      4.00,     75.00,         0,    397.00,      9.00,    339.00,     51.00,     42.00
   5296.00,         0,   1273.00,         0,      8.00,         0,         0,     41.00,   1322.00,     12.00,   1334.00,    686.00,    224.00,         0,    239.00,   1293.00,      1.00,         0,         0,         0,         0,      3.00,     17.00,         0,         0,         0,         0,         0,   1273.00,      8.00,         0,         0,         0,         0,         0,         0,         0,     32.00,         0,         0,      9.00,         0,         0,     12.00
   5297.00,      4.00,     28.00,      2.00,      8.00,    911.00,     57.00,   2792.00,   3802.00,     17.00,   3819.00,    663.00,    313.00,         0,    273.00,    116.00,      1.00,         0,         0,         0,         0,      2.00,     17.00,         0,         0,         0,         0,      4.00,     28.00,      8.00,    678.00,         0,      2.00,     42.00,     15.00,     34.00,      3.00,     89.00,    568.00,   1845.00,    114.00,    233.00,    139.00,     17.00
   5298.00,         0,         0,     59.00,     58.00,    292.00,     44.00,     31.00,    484.00,     10.00,    494.00,         0,         0,         0,     28.00,    171.00,      1.00,         0,         0,         0,         0,      2.00,     17.00,         0,         0,         0,     22.00,         0,         0,     58.00,     74.00,         0,     37.00,     34.00,     10.00,      7.00,      3.00,     11.00,      1.00,      6.00,         0,    218.00,      3.00,     10.00
   5299.00,         0,         0,         0,         0,     29.00,      8.00,     91.00,    128.00,         0,    128.00,    341.00,    158.00,         0,     80.00,      8.00,      1.00,         0,         0,         0,         0,      2.00,     17.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      1.00,      7.00,     50.00,         0,      3.00,      1.00,         0,         0,     29.00,     37.00,         0
   5300.00,     27.00,         0,     67.00,      1.00,     48.00,      4.00,     17.00,    164.00,         0,    164.00,   1353.00,    553.00,         0,    571.00,     99.00,      1.00,         0,         0,         0,         0,      5.00,     17.00,         0,         0,         0,         0,     27.00,         0,      1.00,     22.00,         0,     67.00,         0,      4.00,     12.00,         0,      3.00,         0,      1.00,         0,     26.00,      1.00,         0
   5301.00,      4.00,         0,     51.00,         0,     55.00,      9.00,     78.00,    197.00,      5.00,    202.00,   1155.00,    476.00,         0,    660.00,     69.00,      1.00,         0,         0,         0,         0,      5.00,     17.00,         0,         0,         0,         0,      4.00,         0,         0,      3.00,         0,     51.00,      8.00,      1.00,      7.00,     21.00,      5.00,         0,     41.00,      1.00,     52.00,      3.00,      5.00
   5302.00,      1.00,         0,         0,         0,     38.00,      8.00,    313.00,    360.00,         0,    360.00,   1643.00,    647.00,         0,   1931.00,      9.00,      1.00,         0,         0,         0,         0,      6.00,     17.00,         0,         0,         0,         0,      1.00,         0,         0,      9.00,         0,         0,      8.00,         0,     12.00,         0,     11.00,    257.00,         0,     30.00,     29.00,      3.00,         0
   5303.00,     21.00,     55.00,      6.00,     15.00,         0,      9.00,    149.00,    255.00,         0,    255.00,    892.00,    293.00,         0,    838.00,    106.00,      1.00,         0,         0,         0,         0,      6.00,     17.00,         0,         0,         0,         0,     21.00,     55.00,     15.00,         0,      3.00,      3.00,      8.00,      1.00,     12.00,         0,     18.00,         0,     13.00,         0,         0,    106.00,         0
   5304.00,      6.00,         0,      3.00,         0,     46.00,      9.00,     19.00,     83.00,         0,     83.00,    540.00,    197.00,         0,   1333.00,     18.00,      1.00,         0,         0,         0,         0,      6.00,     17.00,         0,         0,         0,         0,      6.00,         0,         0,         0,         0,      3.00,      8.00,      1.00,     12.00,         0,      7.00,         0,         0,         0,     46.00,         0,         0
   5305.00,         0,         0,      7.00,         0,         0,         0,    269.00,    276.00,         0,    276.00,   1138.00,    401.00,         0,   2290.00,      7.00,      1.00,         0,         0,         0,         0,      6.00,     17.00,         0,         0,         0,         0,         0,         0,         0,         0,      7.00,         0,         0,         0,         0,         0,     27.00,    215.00,         0,         0,         0,     27.00,         0
   5306.00,         0,      2.00,         0,      2.00,     30.00,     28.00,     34.00,     96.00,    158.00,    254.00,   2733.00,   1021.00,         0,    697.00,    190.00,      1.00,         0,         0,         0,         0,      5.00,     17.00,         0,         0,         0,         0,         0,      2.00,      2.00,     10.00,         0,         0,     28.00,         0,         0,      1.00,     11.00,      2.00,      4.00,      2.00,     20.00,     14.00,    158.00
   5307.00,         0,      2.00,         0,      2.00,     81.00,    113.00,     44.00,    242.00,     94.00,    336.00,    275.00,    198.00,    757.00,     50.00,    211.00,      1.00,         0,         0,         0,         0,      3.00,     17.00,         0,         0,         0,         0,         0,      2.00,      2.00,     80.00,         0,         0,     28.00,     85.00,     13.00,      1.00,     10.00,      2.00,      2.00,      4.00,      1.00,     12.00,     94.00
   5308.00,     30.00,      2.00,         0,      2.00,      5.00,         0,      6.00,     45.00,         0,     45.00,    598.00,    205.00,         0,    201.00,     34.00,      1.00,         0,         0,         0,         0,      5.00,     17.00,         0,         0,         0,         0,     30.00,      2.00,      2.00,      5.00,         0,         0,         0,         0,         0,      1.00,      2.00,      2.00,      1.00,         0,         0,         0,         0
   5309.00,         0,      2.00,         0,      2.00,         0,     22.00,      3.00,     29.00,         0,     29.00,   1333.00,    398.00,         0,    555.00,     26.00,      1.00,         0,         0,         0,         0,      5.00,     17.00,         0,         0,         0,         0,         0,      2.00,      2.00,         0,         0,         0,         0,     22.00,         0,      1.00,         0,      2.00,         0,         0,         0,         0,         0
   5310.00,     24.00,         0,      3.00,     32.00,     20.00,      1.00,      9.00,     89.00,     24.00,    113.00,    771.00,    317.00,         0,   1191.00,     84.00,      1.00,         0,         0,         0,         0,      6.00,     17.00,         0,         0,         0,         0,     24.00,         0,     32.00,      1.00,      3.00,         0,         0,      1.00,         0,         0,      3.00,         0,         0,         0,     19.00,      6.00,     24.00
   5311.00,         0,         0,         0,         0,         0,      1.00,    166.00,    167.00,         0,    167.00,    505.00,    190.00,         0,   2267.00,      1.00,      1.00,         0,         0,         0,         0,      7.00,     17.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      1.00,         0,      1.00,         0,     26.00,    132.00,         0,         0,         0,      7.00,         0
   5312.00,      8.00,         0,      3.00,         0,         0,      1.00,      9.00,     21.00,         0,     21.00,   1598.00,    515.00,         0,   1244.00,     12.00,      1.00,         0,         0,         0,         0,      6.00,     17.00,         0,         0,         0,         0,      8.00,         0,         0,         0,      3.00,         0,      1.00,         0,      1.00,         0,         0,         0,      1.00,         0,         0,      7.00,         0
   5313.00,         0,         0,         0,         0,     37.00,      1.00,      8.00,     46.00,         0,     46.00,    871.00,    309.00,         0,   1083.00,      1.00,      1.00,         0,         0,         0,         0,      6.00,     17.00,         0,         0,         0,         0,         0,         0,         0,     37.00,         0,         0,      1.00,         0,      1.00,         0,         0,         0,         0,         0,         0,      7.00,         0
   5314.00,         0,    134.00,         0,         0,     11.00,      1.00,    678.00,    824.00,         0,    824.00,   1036.00,    419.00,         0,    699.00,    135.00,      1.00,         0,         0,         0,         0,      5.00,     17.00,         0,         0,         0,         0,         0,    134.00,         0,         0,         0,         0,      1.00,         0,         0,         0,     12.00,    650.00,      2.00,      9.00,     11.00,      5.00,         0
   5315.00,         0,         0,      6.00,     29.00,     36.00,      1.00,     24.00,     96.00,         0,     96.00,    917.00,    318.00,         0,    494.00,     36.00,      1.00,         0,         0,         0,         0,      5.00,     17.00,         0,         0,         0,         0,         0,         0,     29.00,     15.00,      6.00,         0,      1.00,         0,         0,         0,     11.00,         0,     10.00,         0,     21.00,      3.00,         0
   5316.00,         0,         0,         0,         0,         0,      7.00,         0,      7.00,         0,      7.00,    769.00,    239.00,         0,    368.00,      7.00,      1.00,         0,         0,         0,         0,      5.00,     17.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      7.00,         0,         0,         0,         0,         0,         0,         0,         0,         0
   5317.00,         0,      7.00,         0,         0,      3.00,         0,         0,     10.00,         0,     10.00,      4.00,      2.00,         0,     22.00,      7.00,      1.00,         0,         0,         0,         0,      5.00,     17.00,         0,         0,         0,         0,         0,      7.00,         0,      3.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   5318.00,      4.00,         0,         0,         0,      3.00,      9.00,    105.00,    121.00,         0,    121.00,    309.00,    120.00,         0,     79.00,     13.00,      1.00,         0,         0,         0,         0,      4.00,     17.00,         0,         0,         0,         0,      4.00,         0,         0,      3.00,         0,         0,      9.00,         0,      1.00,         0,      3.00,         0,     93.00,         0,         0,      8.00,         0
   5319.00,         0,         0,         0,         0,         0,     10.00,      3.00,     13.00,         0,     13.00,     75.00,     27.00,         0,     14.00,     10.00,      1.00,         0,         0,         0,         0,      3.00,     17.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     10.00,         0,         0,         0,         0,         0,         0,         0,      3.00,         0
   5320.00,         0,      1.00,     67.00,      1.00,     53.00,     53.00,    183.00,    358.00,    699.00,   1057.00,     17.00,     11.00,         0,     62.00,    821.00,      1.00,         0,         0,         0,         0,      3.00,     17.00,         0,         0,         0,         0,         0,      1.00,      1.00,     53.00,     12.00,     55.00,     53.00,         0,     26.00,     99.00,     34.00,         0,     10.00,         0,         0,     14.00,    699.00
   5321.00,         0,         0,         0,      8.00,      1.00,      1.00,         0,     10.00,         0,     10.00,    234.00,     90.00,         0,     57.00,      9.00,      1.00,         0,         0,         0,         0,      4.00,     17.00,         0,         0,         0,         0,         0,         0,      8.00,      1.00,         0,         0,      1.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   5322.00,         0,         0,         0,     41.00,      6.00,         0,     28.00,     75.00,         0,     75.00,    138.00,     56.00,         0,    157.00,     41.00,      1.00,         0,         0,         0,         0,      3.00,     17.00,         0,         0,         0,         0,         0,         0,     41.00,      6.00,         0,         0,         0,         0,         0,         0,      2.00,     25.00,         0,         0,         0,      1.00,         0
   5323.00,         0,         0,         0,         0,    146.00,         0,      2.00,    148.00,         0,    148.00,         0,         0,         0,     27.00,         0,      1.00,         0,         0,         0,         0,      4.00,     17.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      2.00,         0,         0,         0,    146.00,         0,         0
   5324.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,    145.00,     64.00,         0,     44.00,         0,      1.00,         0,         0,         0,         0,      4.00,     17.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   5325.00,         0,         0,     37.00,         0,         0,         0,    218.00,    255.00,         0,    255.00,     35.00,     20.00,         0,     33.00,     37.00,      1.00,         0,         0,         0,         0,      3.00,     17.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,     37.00,         0,         0,         0,     41.00,      4.00,         0,    173.00,         0,         0,         0,         0
   5326.00,         0,         0,         0,      4.00,    401.00,     80.00,     12.00,    497.00,         0,    497.00,         0,         0,         0,     51.00,     84.00,      1.00,         0,         0,         0,         0,      3.00,     17.00,         0,         0,         0,         0,         0,         0,      4.00,    307.00,         0,         0,     80.00,         0,         0,         0,     11.00,         0,         0,         0,     94.00,      1.00,         0
   5327.00,      1.00,         0,         0,         0,     27.00,         0,         0,     28.00,         0,     28.00,    307.00,    110.00,         0,    165.00,      1.00,      1.00,         0,         0,         0,         0,      3.00,     17.00,         0,         0,         0,         0,      1.00,         0,         0,      3.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     24.00,         0,         0
   5328.00,         0,    440.00,         0,         0,         0,         0,     11.00,    451.00,         0,    451.00,         0,         0,         0,    175.00,    440.00,      1.00,         0,         0,         0,         0,      5.00,     17.00,         0,         0,         0,         0,         0,    440.00,         0,         0,         0,         0,         0,         0,         0,         0,     11.00,         0,         0,         0,         0,         0,         0
   5329.00,     87.00,    556.00,     17.00,     14.00,      9.00,      6.00,    349.00,   1038.00,         0,   1038.00,    334.00,    139.00,         0,    677.00,    680.00,      1.00,         0,         0,         0,         0,      6.00,     17.00,         0,     15.00,         0,         0,     87.00,    556.00,     14.00,         0,         0,     17.00,      6.00,         0,     50.00,         0,     30.00,    254.00,         0,         0,      9.00,         0,         0
   5330.00,    102.00,     40.00,     29.00,     37.00,     24.00,      6.00,    175.00,    413.00,     22.00,    435.00,    706.00,    256.00,    857.00,    430.00,    236.00,      1.00,         0,         0,         0,         0,      5.00,     17.00,         0,         0,         0,         0,    102.00,     40.00,     37.00,      3.00,     29.00,         0,      6.00,         0,      3.00,         0,     14.00,    158.00,         0,         0,     21.00,         0,     22.00
   5331.00,     78.00,     50.00,     52.00,     54.00,         0,      6.00,    175.00,    415.00,      7.00,    422.00,   1261.00,    497.00,         0,    700.00,    247.00,      1.00,         0,         0,         0,         0,      5.00,     17.00,         0,         0,         0,         0,     78.00,     50.00,     54.00,         0,     52.00,         0,      6.00,         0,         0,         0,     25.00,     97.00,     30.00,         0,         0,     23.00,      7.00
   5332.00,     40.00,         0,     17.00,      1.00,    517.00,     32.00,    146.00,    753.00,         0,    753.00,   1274.00,    586.00,         0,   1292.00,     90.00,      1.00,         0,         0,         0,         0,      5.00,     17.00,         0,         0,         0,         0,     40.00,         0,      1.00,    348.00,     17.00,         0,     21.00,     11.00,     24.00,      4.00,     37.00,         0,     23.00,         0,    169.00,     58.00,         0
   5333.00,         0,         0,     16.00,         0,    300.00,         0,    102.00,    418.00,         0,    418.00,     95.00,     37.00,         0,    662.00,     16.00,      1.00,         0,         0,         0,         0,      5.00,     17.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,     16.00,         0,         0,         0,      4.00,     17.00,         0,         0,     81.00,    300.00,         0,         0
   5334.00,         0,         0,         0,         0,      5.00,         0,      4.00,      9.00,         0,      9.00,    122.00,     48.00,         0,    379.00,         0,      1.00,         0,         0,         0,         0,      7.00,     17.00,         0,         0,         0,         0,         0,         0,         0,      5.00,         0,         0,         0,         0,         0,      4.00,         0,         0,         0,         0,         0,         0,         0
   5335.00,     22.00,     19.00,         0,      1.00,      6.00,         0,    169.00,    217.00,         0,    217.00,   1957.00,    784.00,         0,   1088.00,     42.00,      1.00,         0,         0,         0,         0,      5.00,     17.00,         0,         0,         0,         0,     22.00,     19.00,      1.00,      6.00,         0,         0,         0,         0,         0,      4.00,     25.00,      1.00,    133.00,         0,         0,      6.00,         0
   5336.00,      8.00,     25.00,         0,         0,     22.00,         0,     67.00,    122.00,     66.00,    188.00,   3596.00,   1230.00,         0,   1795.00,     99.00,      1.00,         0,         0,         0,         0,      5.00,     17.00,         0,         0,         0,         0,      8.00,     25.00,         0,     22.00,         0,         0,         0,         0,     15.00,         0,      5.00,         0,     22.00,         0,         0,     25.00,     66.00
   5337.00,         0,         0,         0,         0,    108.00,         0,      1.00,    109.00,         0,    109.00,    596.00,    263.00,         0,    353.00,         0,      1.00,         0,         0,         0,         0,      5.00,     17.00,         0,         0,         0,         0,         0,         0,         0,     27.00,         0,         0,         0,         0,         0,         0,      1.00,         0,         0,         0,     81.00,         0,         0
   5338.00,         0,     21.00,     62.00,     59.00,     35.00,         0,    351.00,    528.00,         0,    528.00,   4048.00,   1411.00,         0,   2041.00,    142.00,      1.00,         0,         0,         0,         0,      5.00,     17.00,         0,         0,         0,         0,         0,     21.00,     59.00,     19.00,      1.00,     61.00,         0,         0,     52.00,      1.00,     16.00,    282.00,         0,         0,     16.00,         0,         0
   5339.00,      8.00,      1.00,         0,         0,    147.00,     66.00,    236.00,    458.00,     51.00,    509.00,   1540.00,    594.00,         0,   1148.00,    126.00,      1.00,         0,         0,         0,         0,      5.00,     17.00,         0,         0,         0,         0,      8.00,      1.00,         0,    123.00,         0,         0,     47.00,     19.00,      2.00,      1.00,     17.00,    199.00,         0,         0,     24.00,     17.00,     51.00
   5340.00,     35.00,         0,         0,         0,     38.00,         0,      2.00,     75.00,         0,     75.00,    906.00,    394.00,         0,    567.00,     35.00,      1.00,         0,         0,         0,         0,      5.00,     17.00,         0,         0,         0,         0,     35.00,         0,         0,     38.00,         0,         0,         0,         0,         0,         0,      2.00,         0,         0,         0,         0,         0,         0
   5341.00,         0,         0,      7.00,      1.00,    355.00,     22.00,     16.00,    401.00,         0,    401.00,   3562.00,   1284.00,         0,   1408.00,     30.00,      1.00,         0,         0,         0,         0,      5.00,     17.00,         0,         0,         0,         0,         0,         0,      1.00,    209.00,      7.00,         0,     17.00,      5.00,      2.00,      1.00,     11.00,         0,      2.00,         0,    146.00,         0,         0
   5342.00,      1.00,         0,         0,         0,         0,         0,    337.00,    338.00,         0,    338.00,   2544.00,    922.00,         0,    932.00,      1.00,      1.00,         0,         0,         0,         0,      5.00,     17.00,         0,         0,         0,         0,      1.00,         0,         0,         0,         0,         0,         0,         0,      5.00,      1.00,     39.00,    270.00,     22.00,         0,         0,         0,         0
   5343.00,     35.00,     83.00,    122.00,     14.00,      1.00,         0,    261.00,    516.00,      2.00,    518.00,   1521.00,    593.00,         0,    997.00,    256.00,      1.00,         0,         0,         0,         0,      5.00,     17.00,         0,         0,         0,         0,     35.00,     83.00,     14.00,      1.00,    122.00,         0,         0,         0,    215.00,      1.00,     14.00,         0,     28.00,         0,         0,      3.00,      2.00
   5344.00,      5.00,         0,         0,      8.00,     16.00,     32.00,     22.00,     83.00,         0,     83.00,   4635.00,   1894.00,         0,    823.00,     45.00,      1.00,         0,         0,         0,         0,      5.00,     17.00,         0,         0,         0,         0,      5.00,         0,      8.00,         0,         0,         0,         0,     32.00,      5.00,      1.00,      1.00,         0,      1.00,     14.00,     16.00,         0,         0
   5345.00,      6.00,         0,      1.00,         0,     10.00,     29.00,     34.00,     80.00,         0,     80.00,   1283.00,    509.00,         0,    620.00,     36.00,      1.00,         0,         0,         0,         0,      5.00,     17.00,         0,         0,         0,         0,      6.00,         0,         0,      6.00,         0,      1.00,     29.00,         0,      7.00,         0,      3.00,         0,     22.00,         0,      4.00,      2.00,         0
