tour_mode,OrigDistName,OrigDist,DestDistName,DestDist,totTrip,HomeDist,HomeDistName,income2,ProdDistName,AttrDistName
12,NE DeKalb,10,SE Suburbs,20,8,NA,NA,NA,NA,NA
12,NE DeKalb,10,SW & Cent Cobb,13,1,NA,NA,NA,NA,NA
12,NE DeKalb,10,SW Gwinnett,15,4,NA,NA,NA,NA,NA
12,NE DeKalb,10,W Atlanta,4,36,NA,NA,NA,NA,NA
12,NW Cen DeKalb,8,Atl DeKalb,7,60,NA,NA,NA,NA,NA
12,NW Cen DeKalb,8,Atlanta,1,43,NA,NA,NA,NA,NA
12,NW Cen DeKalb,8,Atlanta CBD,0,261,NA,NA,NA,NA,NA
12,NW Cen DeKalb,8,Buckhead & SS,2,60,NA,NA,NA,NA,NA
12,NW Cen DeKalb,8,Cent Gwinnett,16,11,NA,NA,NA,NA,NA
12,NW Cen DeKalb,8,Chamblee,11,42,NA,NA,NA,NA,NA
12,NW Cen DeKalb,8,Clayton,18,110,NA,NA,NA,NA,NA
12,NW Cen DeKalb,8,N Fulton,6,14,NA,NA,NA,NA,NA
12,NW Cen DeKalb,8,N Gwinnett,17,31,NA,NA,NA,NA,NA
12,NW Cen DeKalb,8,N Suburbs,21,5,NA,NA,NA,NA,NA
12,NW Cen DeKalb,8,NE DeKalb,10,35,NA,NA,NA,NA,NA
12,NW Cen DeKalb,8,NW Cen DeKalb,8,100,NA,NA,NA,NA,NA
12,NW Cen DeKalb,8,NW Cobb,14,5,NA,NA,NA,NA,NA
12,NW Cen DeKalb,8,S Cobb,12,35,NA,NA,NA,NA,NA
12,NW Cen DeKalb,8,S DeKalb,9,109,NA,NA,NA,NA,NA
12,NW Cen DeKalb,8,S Fulton,5,28,NA,NA,NA,NA,NA
12,NW Cen DeKalb,8,SE Atlanta,3,28,NA,NA,NA,NA,NA
12,NW Cen DeKalb,8,SE Suburbs,20,45,NA,NA,NA,NA,NA
12,NW Cen DeKalb,8,SW & Cent Cobb,13,9,NA,NA,NA,NA,NA
12,NW Cen DeKalb,8,SW Gwinnett,15,35,NA,NA,NA,NA,NA
12,NW Cen DeKalb,8,SW Suburbs,19,21,NA,NA,NA,NA,NA
12,NW Cen DeKalb,8,W Atlanta,4,51,NA,NA,NA,NA,NA
12,NW Cobb,14,Atl DeKalb,7,3,NA,NA,NA,NA,NA
12,NW Cobb,14,Atlanta,1,67,NA,NA,NA,NA,NA
12,NW Cobb,14,Atlanta CBD,0,232,NA,NA,NA,NA,NA
12,NW Cobb,14,Buckhead & SS,2,99,NA,NA,NA,NA,NA
12,NW Cobb,14,Chamblee,11,18,NA,NA,NA,NA,NA
12,NW Cobb,14,Clayton,18,34,NA,NA,NA,NA,NA
12,NW Cobb,14,N Fulton,6,3,NA,NA,NA,NA,NA
12,NW Cobb,14,N Suburbs,21,3,NA,NA,NA,NA,NA
12,NW Cobb,14,NW Cen DeKalb,8,5,NA,NA,NA,NA,NA
12,NW Cobb,14,S Cobb,12,1,NA,NA,NA,NA,NA
12,NW Cobb,14,SE Atlanta,3,6,NA,NA,NA,NA,NA
12,NW Cobb,14,W Atlanta,4,13,NA,NA,NA,NA,NA
12,S Cobb,12,Atl DeKalb,7,8,NA,NA,NA,NA,NA
12,S Cobb,12,Atlanta,1,100,NA,NA,NA,NA,NA
12,S Cobb,12,Atlanta CBD,0,660,NA,NA,NA,NA,NA
12,S Cobb,12,Buckhead & SS,2,92,NA,NA,NA,NA,NA
12,S Cobb,12,Cent Gwinnett,16,1,NA,NA,NA,NA,NA
12,S Cobb,12,Chamblee,11,19,NA,NA,NA,NA,NA
12,S Cobb,12,Clayton,18,123,NA,NA,NA,NA,NA
12,S Cobb,12,N Fulton,6,3,NA,NA,NA,NA,NA
12,S Cobb,12,NE DeKalb,10,1,NA,NA,NA,NA,NA
12,S Cobb,12,NW Cen DeKalb,8,35,NA,NA,NA,NA,NA
12,S Cobb,12,NW Cobb,14,1,NA,NA,NA,NA,NA
12,S Cobb,12,SE Atlanta,3,20,NA,NA,NA,NA,NA
12,S Cobb,12,SW & Cent Cobb,13,1,NA,NA,NA,NA,NA
12,S Cobb,12,SW Suburbs,19,2,NA,NA,NA,NA,NA
12,S Cobb,12,W Atlanta,4,45,NA,NA,NA,NA,NA
12,S DeKalb,9,Atl DeKalb,7,36,NA,NA,NA,NA,NA
12,S DeKalb,9,Atlanta,1,272,NA,NA,NA,NA,NA
12,S DeKalb,9,Atlanta CBD,0,1076,NA,NA,NA,NA,NA
12,S DeKalb,9,Buckhead & SS,2,167,NA,NA,NA,NA,NA
12,S DeKalb,9,Cent Gwinnett,16,1,NA,NA,NA,NA,NA
12,S DeKalb,9,Chamblee,11,40,NA,NA,NA,NA,NA
12,S DeKalb,9,Clayton,18,116,NA,NA,NA,NA,NA
12,S DeKalb,9,N Fulton,6,1,NA,NA,NA,NA,NA
12,S DeKalb,9,NE DeKalb,10,21,NA,NA,NA,NA,NA
12,S DeKalb,9,NW Cen DeKalb,8,109,NA,NA,NA,NA,NA
12,S DeKalb,9,S DeKalb,9,8,NA,NA,NA,NA,NA
12,S DeKalb,9,SE Atlanta,3,35,NA,NA,NA,NA,NA
12,S DeKalb,9,SE Suburbs,20,2,NA,NA,NA,NA,NA
12,S DeKalb,9,SW Gwinnett,15,2,NA,NA,NA,NA,NA
12,S DeKalb,9,W Atlanta,4,69,NA,NA,NA,NA,NA
12,S Fulton,5,Atl DeKalb,7,7,NA,NA,NA,NA,NA
12,S Fulton,5,Atlanta,1,228,NA,NA,NA,NA,NA
12,S Fulton,5,Atlanta CBD,0,819,NA,NA,NA,NA,NA
12,S Fulton,5,Buckhead & SS,2,138,NA,NA,NA,NA,NA
12,S Fulton,5,Chamblee,11,25,NA,NA,NA,NA,NA
12,S Fulton,5,Clayton,18,109,NA,NA,NA,NA,NA
12,S Fulton,5,N Fulton,6,3,NA,NA,NA,NA,NA
12,S Fulton,5,NE DeKalb,10,1,NA,NA,NA,NA,NA
12,S Fulton,5,NW Cen DeKalb,8,28,NA,NA,NA,NA,NA
12,S Fulton,5,SE Atlanta,3,45,NA,NA,NA,NA,NA
12,S Fulton,5,W Atlanta,4,62,NA,NA,NA,NA,NA
12,SE Atlanta,3,Atl DeKalb,7,22,NA,NA,NA,NA,NA
12,SE Atlanta,3,Atlanta,1,144,NA,NA,NA,NA,NA
12,SE Atlanta,3,Atlanta CBD,0,430,NA,NA,NA,NA,NA
12,SE Atlanta,3,Buckhead & SS,2,202,NA,NA,NA,NA,NA
12,SE Atlanta,3,Cent Gwinnett,16,6,NA,NA,NA,NA,NA
12,SE Atlanta,3,Chamblee,11,73,NA,NA,NA,NA,NA
12,SE Atlanta,3,Clayton,18,136,NA,NA,NA,NA,NA
12,SE Atlanta,3,N Fulton,6,13,NA,NA,NA,NA,NA
12,SE Atlanta,3,N Gwinnett,17,2,NA,NA,NA,NA,NA
12,SE Atlanta,3,N Suburbs,21,5,NA,NA,NA,NA,NA
12,SE Atlanta,3,NE DeKalb,10,13,NA,NA,NA,NA,NA
12,SE Atlanta,3,NW Cen DeKalb,8,28,NA,NA,NA,NA,NA
12,SE Atlanta,3,NW Cobb,14,6,NA,NA,NA,NA,NA
12,SE Atlanta,3,S Cobb,12,20,NA,NA,NA,NA,NA
12,SE Atlanta,3,S DeKalb,9,35,NA,NA,NA,NA,NA
12,SE Atlanta,3,S Fulton,5,45,NA,NA,NA,NA,NA
12,SE Atlanta,3,SE Atlanta,3,146,NA,NA,NA,NA,NA
12,SE Atlanta,3,SE Suburbs,20,13,NA,NA,NA,NA,NA
12,SE Atlanta,3,SW & Cent Cobb,13,8,NA,NA,NA,NA,NA
12,SE Atlanta,3,SW Gwinnett,15,12,NA,NA,NA,NA,NA
12,SE Atlanta,3,SW Suburbs,19,34,NA,NA,NA,NA,NA
12,SE Atlanta,3,W Atlanta,4,55,NA,NA,NA,NA,NA
12,SE Suburbs,20,Atl DeKalb,7,4,NA,NA,NA,NA,NA
12,SE Suburbs,20,Atlanta,1,137,NA,NA,NA,NA,NA
12,SE Suburbs,20,Atlanta CBD,0,582,NA,NA,NA,NA,NA
12,SE Suburbs,20,Buckhead & SS,2,59,NA,NA,NA,NA,NA
12,SE Suburbs,20,Cent Gwinnett,16,1,NA,NA,NA,NA,NA
12,SE Suburbs,20,Chamblee,11,13,NA,NA,NA,NA,NA
12,SE Suburbs,20,Clayton,18,45,NA,NA,NA,NA,NA
12,SE Suburbs,20,NE DeKalb,10,8,NA,NA,NA,NA,NA
12,SE Suburbs,20,NW Cen DeKalb,8,45,NA,NA,NA,NA,NA
12,SE Suburbs,20,S DeKalb,9,2,NA,NA,NA,NA,NA
12,SE Suburbs,20,SE Atlanta,3,13,NA,NA,NA,NA,NA
12,SE Suburbs,20,SE Suburbs,20,2,NA,NA,NA,NA,NA
12,SE Suburbs,20,W Atlanta,4,41,NA,NA,NA,NA,NA
12,SW & Cent Cobb,13,Atl DeKalb,7,3,NA,NA,NA,NA,NA
12,SW & Cent Cobb,13,Atlanta,1,27,NA,NA,NA,NA,NA
12,SW & Cent Cobb,13,Atlanta CBD,0,184,NA,NA,NA,NA,NA
12,SW & Cent Cobb,13,Buckhead & SS,2,24,NA,NA,NA,NA,NA
12,SW & Cent Cobb,13,Chamblee,11,5,NA,NA,NA,NA,NA
12,SW & Cent Cobb,13,Clayton,18,15,NA,NA,NA,NA,NA
12,SW & Cent Cobb,13,N Fulton,6,1,NA,NA,NA,NA,NA
12,SW & Cent Cobb,13,N Suburbs,21,1,NA,NA,NA,NA,NA
12,SW & Cent Cobb,13,NE DeKalb,10,1,NA,NA,NA,NA,NA
12,SW & Cent Cobb,13,NW Cen DeKalb,8,9,NA,NA,NA,NA,NA
12,SW & Cent Cobb,13,S Cobb,12,1,NA,NA,NA,NA,NA
12,SW & Cent Cobb,13,SE Atlanta,3,8,NA,NA,NA,NA,NA
12,SW & Cent Cobb,13,SW & Cent Cobb,13,2,NA,NA,NA,NA,NA
12,SW & Cent Cobb,13,SW Suburbs,19,3,NA,NA,NA,NA,NA
12,SW & Cent Cobb,13,W Atlanta,4,28,NA,NA,NA,NA,NA
12,SW Gwinnett,15,Atl DeKalb,7,2,NA,NA,NA,NA,NA
12,SW Gwinnett,15,Atlanta,1,175,NA,NA,NA,NA,NA
12,SW Gwinnett,15,Atlanta CBD,0,622,NA,NA,NA,NA,NA
12,SW Gwinnett,15,Buckhead & SS,2,128,NA,NA,NA,NA,NA
12,SW Gwinnett,15,Cent Gwinnett,16,3,NA,NA,NA,NA,NA
12,SW Gwinnett,15,Chamblee,11,41,NA,NA,NA,NA,NA
12,SW Gwinnett,15,Clayton,18,68,NA,NA,NA,NA,NA
12,SW Gwinnett,15,N Fulton,6,15,NA,NA,NA,NA,NA
12,SW Gwinnett,15,N Gwinnett,17,1,NA,NA,NA,NA,NA
12,SW Gwinnett,15,N Suburbs,21,1,NA,NA,NA,NA,NA
12,SW Gwinnett,15,NE DeKalb,10,4,NA,NA,NA,NA,NA
12,SW Gwinnett,15,NW Cen DeKalb,8,35,NA,NA,NA,NA,NA
12,SW Gwinnett,15,S DeKalb,9,2,NA,NA,NA,NA,NA
12,SW Gwinnett,15,SE Atlanta,3,12,NA,NA,NA,NA,NA
12,SW Gwinnett,15,SW Gwinnett,15,40,NA,NA,NA,NA,NA
12,SW Gwinnett,15,W Atlanta,4,47,NA,NA,NA,NA,NA
12,SW Suburbs,19,Atl DeKalb,7,10,NA,NA,NA,NA,NA
12,SW Suburbs,19,Atlanta,1,166,NA,NA,NA,NA,NA
12,SW Suburbs,19,Atlanta CBD,0,796,NA,NA,NA,NA,NA
12,SW Suburbs,19,Buckhead & SS,2,97,NA,NA,NA,NA,NA
12,SW Suburbs,19,Cent Gwinnett,16,1,NA,NA,NA,NA,NA
12,SW Suburbs,19,Chamblee,11,32,NA,NA,NA,NA,NA
12,SW Suburbs,19,Clayton,18,146,NA,NA,NA,NA,NA
12,SW Suburbs,19,N Fulton,6,2,NA,NA,NA,NA,NA
12,SW Suburbs,19,NW Cen DeKalb,8,21,NA,NA,NA,NA,NA
12,SW Suburbs,19,S Cobb,12,2,NA,NA,NA,NA,NA
12,SW Suburbs,19,SE Atlanta,3,34,NA,NA,NA,NA,NA
12,SW Suburbs,19,SW & Cent Cobb,13,3,NA,NA,NA,NA,NA
12,SW Suburbs,19,SW Suburbs,19,60,NA,NA,NA,NA,NA
12,SW Suburbs,19,W Atlanta,4,55,NA,NA,NA,NA,NA
12,W Atlanta,4,Atl DeKalb,7,47,NA,NA,NA,NA,NA
12,W Atlanta,4,Atlanta,1,111,NA,NA,NA,NA,NA
12,W Atlanta,4,Atlanta CBD,0,497,NA,NA,NA,NA,NA
12,W Atlanta,4,Buckhead & SS,2,189,NA,NA,NA,NA,NA
12,W Atlanta,4,Cent Gwinnett,16,24,NA,NA,NA,NA,NA
12,W Atlanta,4,Chamblee,11,81,NA,NA,NA,NA,NA
12,W Atlanta,4,Clayton,18,201,NA,NA,NA,NA,NA
12,W Atlanta,4,N Fulton,6,34,NA,NA,NA,NA,NA
12,W Atlanta,4,N Gwinnett,17,20,NA,NA,NA,NA,NA
12,W Atlanta,4,N Suburbs,21,12,NA,NA,NA,NA,NA
12,W Atlanta,4,NE DeKalb,10,36,NA,NA,NA,NA,NA
12,W Atlanta,4,NW Cen DeKalb,8,51,NA,NA,NA,NA,NA
12,W Atlanta,4,NW Cobb,14,13,NA,NA,NA,NA,NA
12,W Atlanta,4,S Cobb,12,45,NA,NA,NA,NA,NA
12,W Atlanta,4,S DeKalb,9,69,NA,NA,NA,NA,NA
12,W Atlanta,4,S Fulton,5,62,NA,NA,NA,NA,NA
12,W Atlanta,4,SE Atlanta,3,55,NA,NA,NA,NA,NA
12,W Atlanta,4,SE Suburbs,20,41,NA,NA,NA,NA,NA
12,W Atlanta,4,SW & Cent Cobb,13,28,NA,NA,NA,NA,NA
12,W Atlanta,4,SW Gwinnett,15,47,NA,NA,NA,NA,NA
12,W Atlanta,4,SW Suburbs,19,55,NA,NA,NA,NA,NA
12,W Atlanta,4,W Atlanta,4,188,NA,NA,NA,NA,NA
13,Atl DeKalb,7,Atl DeKalb,7,160,NA,NA,NA,NA,NA
13,Atl DeKalb,7,Atlanta,1,77,NA,NA,NA,NA,NA
13,Atl DeKalb,7,Atlanta CBD,0,99,NA,NA,NA,NA,NA
13,Atl DeKalb,7,Buckhead & SS,2,26,NA,NA,NA,NA,NA
13,Atl DeKalb,7,Cent Gwinnett,16,3,NA,NA,NA,NA,NA
13,Atl DeKalb,7,Chamblee,11,13,NA,NA,NA,NA,NA
13,Atl DeKalb,7,Clayton,18,12,NA,NA,NA,NA,NA
13,Atl DeKalb,7,N Fulton,6,9,NA,NA,NA,NA,NA
13,Atl DeKalb,7,N Gwinnett,17,3,NA,NA,NA,NA,NA
13,Atl DeKalb,7,N Suburbs,21,3,NA,NA,NA,NA,NA
13,Atl DeKalb,7,NE DeKalb,10,32,NA,NA,NA,NA,NA
13,Atl DeKalb,7,NW Cen DeKalb,8,497,NA,NA,NA,NA,NA
13,Atl DeKalb,7,NW Cobb,14,2,NA,NA,NA,NA,NA
13,Atl DeKalb,7,S Cobb,12,12,NA,NA,NA,NA,NA
13,Atl DeKalb,7,S DeKalb,9,61,NA,NA,NA,NA,NA
13,Atl DeKalb,7,S Fulton,5,8,NA,NA,NA,NA,NA
13,Atl DeKalb,7,SE Atlanta,3,35,NA,NA,NA,NA,NA
13,Atl DeKalb,7,SE Suburbs,20,16,NA,NA,NA,NA,NA
13,Atl DeKalb,7,SW & Cent Cobb,13,2,NA,NA,NA,NA,NA
13,Atl DeKalb,7,SW Gwinnett,15,13,NA,NA,NA,NA,NA
13,Atl DeKalb,7,SW Suburbs,19,9,NA,NA,NA,NA,NA
13,Atl DeKalb,7,W Atlanta,4,29,NA,NA,NA,NA,NA
13,Atlanta,1,Atl DeKalb,7,77,NA,NA,NA,NA,NA
13,Atlanta,1,Atlanta,1,410,NA,NA,NA,NA,NA
13,Atlanta,1,Atlanta CBD,0,164,NA,NA,NA,NA,NA
13,Atlanta,1,Buckhead & SS,2,111,NA,NA,NA,NA,NA
13,Atlanta,1,Cent Gwinnett,16,6,NA,NA,NA,NA,NA
13,Atlanta,1,Chamblee,11,36,NA,NA,NA,NA,NA
13,Atlanta,1,Clayton,18,22,NA,NA,NA,NA,NA
13,Atlanta,1,N Fulton,6,21,NA,NA,NA,NA,NA
13,Atlanta,1,N Gwinnett,17,13,NA,NA,NA,NA,NA
13,Atlanta,1,N Suburbs,21,5,NA,NA,NA,NA,NA
13,Atlanta,1,NE DeKalb,10,14,NA,NA,NA,NA,NA
13,Atlanta,1,NW Cen DeKalb,8,213,NA,NA,NA,NA,NA
13,Atlanta,1,NW Cobb,14,4,NA,NA,NA,NA,NA
13,Atlanta,1,S Cobb,12,42,NA,NA,NA,NA,NA
13,Atlanta,1,S DeKalb,9,17,NA,NA,NA,NA,NA
13,Atlanta,1,S Fulton,5,18,NA,NA,NA,NA,NA
13,Atlanta,1,SE Atlanta,3,199,NA,NA,NA,NA,NA
13,Atlanta,1,SE Suburbs,20,15,NA,NA,NA,NA,NA
13,Atlanta,1,SW & Cent Cobb,13,3,NA,NA,NA,NA,NA
13,Atlanta,1,SW Gwinnett,15,21,NA,NA,NA,NA,NA
13,Atlanta,1,SW Suburbs,19,12,NA,NA,NA,NA,NA
13,Atlanta,1,W Atlanta,4,741,NA,NA,NA,NA,NA
13,Atlanta CBD,0,Atl DeKalb,7,99,NA,NA,NA,NA,NA
13,Atlanta CBD,0,Atlanta,1,164,NA,NA,NA,NA,NA
13,Atlanta CBD,0,Atlanta CBD,0,84,NA,NA,NA,NA,NA
13,Atlanta CBD,0,Buckhead & SS,2,17,NA,NA,NA,NA,NA
13,Atlanta CBD,0,Chamblee,11,5,NA,NA,NA,NA,NA
13,Atlanta CBD,0,Clayton,18,24,NA,NA,NA,NA,NA
13,Atlanta CBD,0,N Fulton,6,2,NA,NA,NA,NA,NA
13,Atlanta CBD,0,NE DeKalb,10,1,NA,NA,NA,NA,NA
13,Atlanta CBD,0,NW Cen DeKalb,8,13,NA,NA,NA,NA,NA
13,Atlanta CBD,0,S Cobb,12,7,NA,NA,NA,NA,NA
13,Atlanta CBD,0,S DeKalb,9,44,NA,NA,NA,NA,NA
13,Atlanta CBD,0,S Fulton,5,5,NA,NA,NA,NA,NA
13,Atlanta CBD,0,SE Atlanta,3,722,NA,NA,NA,NA,NA
13,Atlanta CBD,0,SE Suburbs,20,12,NA,NA,NA,NA,NA
13,Atlanta CBD,0,SW Gwinnett,15,6,NA,NA,NA,NA,NA
13,Atlanta CBD,0,SW Suburbs,19,1,NA,NA,NA,NA,NA
13,Atlanta CBD,0,W Atlanta,4,292,NA,NA,NA,NA,NA
13,Buckhead & SS,2,Atl DeKalb,7,26,NA,NA,NA,NA,NA
13,Buckhead & SS,2,Atlanta,1,111,NA,NA,NA,NA,NA
13,Buckhead & SS,2,Atlanta CBD,0,17,NA,NA,NA,NA,NA
13,Buckhead & SS,2,Buckhead & SS,2,222,NA,NA,NA,NA,NA
13,Buckhead & SS,2,Cent Gwinnett,16,9,NA,NA,NA,NA,NA
13,Buckhead & SS,2,Chamblee,11,81,NA,NA,NA,NA,NA
13,Buckhead & SS,2,Clayton,18,41,NA,NA,NA,NA,NA
13,Buckhead & SS,2,N Fulton,6,47,NA,NA,NA,NA,NA
13,Buckhead & SS,2,N Gwinnett,17,12,NA,NA,NA,NA,NA
13,Buckhead & SS,2,N Suburbs,21,18,NA,NA,NA,NA,NA
13,Buckhead & SS,2,NE DeKalb,10,20,NA,NA,NA,NA,NA
13,Buckhead & SS,2,NW Cen DeKalb,8,113,NA,NA,NA,NA,NA
13,Buckhead & SS,2,NW Cobb,14,32,NA,NA,NA,NA,NA
13,Buckhead & SS,2,S Cobb,12,56,NA,NA,NA,NA,NA
13,Buckhead & SS,2,S DeKalb,9,17,NA,NA,NA,NA,NA
13,Buckhead & SS,2,S Fulton,5,26,NA,NA,NA,NA,NA
13,Buckhead & SS,2,SE Atlanta,3,81,NA,NA,NA,NA,NA
13,Buckhead & SS,2,SE Suburbs,20,39,NA,NA,NA,NA,NA
13,Buckhead & SS,2,SW & Cent Cobb,13,9,NA,NA,NA,NA,NA
13,Buckhead & SS,2,SW Gwinnett,15,33,NA,NA,NA,NA,NA
13,Buckhead & SS,2,SW Suburbs,19,35,NA,NA,NA,NA,NA
13,Buckhead & SS,2,W Atlanta,4,82,NA,NA,NA,NA,NA
13,Cent Gwinnett,16,Atl DeKalb,7,3,NA,NA,NA,NA,NA
13,Cent Gwinnett,16,Atlanta,1,6,NA,NA,NA,NA,NA
13,Cent Gwinnett,16,Buckhead & SS,2,9,NA,NA,NA,NA,NA
13,Cent Gwinnett,16,Cent Gwinnett,16,224,NA,NA,NA,NA,NA
13,Cent Gwinnett,16,Chamblee,11,12,NA,NA,NA,NA,NA
13,Cent Gwinnett,16,Clayton,18,4,NA,NA,NA,NA,NA
13,Cent Gwinnett,16,N Fulton,6,13,NA,NA,NA,NA,NA
13,Cent Gwinnett,16,N Gwinnett,17,55,NA,NA,NA,NA,NA
13,Cent Gwinnett,16,N Suburbs,21,1,NA,NA,NA,NA,NA
13,Cent Gwinnett,16,NE DeKalb,10,14,NA,NA,NA,NA,NA
13,Cent Gwinnett,16,NW Cen DeKalb,8,11,NA,NA,NA,NA,NA
13,Cent Gwinnett,16,S Cobb,12,2,NA,NA,NA,NA,NA
13,Cent Gwinnett,16,S Fulton,5,1,NA,NA,NA,NA,NA
13,Cent Gwinnett,16,SE Atlanta,3,15,NA,NA,NA,NA,NA
13,Cent Gwinnett,16,SE Suburbs,20,4,NA,NA,NA,NA,NA
13,Cent Gwinnett,16,SW & Cent Cobb,13,1,NA,NA,NA,NA,NA
13,Cent Gwinnett,16,SW Gwinnett,15,63,NA,NA,NA,NA,NA
13,Cent Gwinnett,16,SW Suburbs,19,2,NA,NA,NA,NA,NA
13,Cent Gwinnett,16,W Atlanta,4,7,NA,NA,NA,NA,NA
13,Chamblee,11,Atl DeKalb,7,13,NA,NA,NA,NA,NA
13,Chamblee,11,Atlanta,1,36,NA,NA,NA,NA,NA
13,Chamblee,11,Atlanta CBD,0,5,NA,NA,NA,NA,NA
13,Chamblee,11,Buckhead & SS,2,81,NA,NA,NA,NA,NA
13,Chamblee,11,Cent Gwinnett,16,12,NA,NA,NA,NA,NA
13,Chamblee,11,Chamblee,11,170,NA,NA,NA,NA,NA
13,Chamblee,11,Clayton,18,26,NA,NA,NA,NA,NA
13,Chamblee,11,N Fulton,6,21,NA,NA,NA,NA,NA
13,Chamblee,11,N Gwinnett,17,6,NA,NA,NA,NA,NA
13,Chamblee,11,N Suburbs,21,10,NA,NA,NA,NA,NA
13,Chamblee,11,NE DeKalb,10,36,NA,NA,NA,NA,NA
13,Chamblee,11,NW Cen DeKalb,8,124,NA,NA,NA,NA,NA
13,Chamblee,11,NW Cobb,14,6,NA,NA,NA,NA,NA
13,Chamblee,11,S Cobb,12,32,NA,NA,NA,NA,NA
13,Chamblee,11,S DeKalb,9,10,NA,NA,NA,NA,NA
13,Chamblee,11,S Fulton,5,12,NA,NA,NA,NA,NA
13,Chamblee,11,SE Atlanta,3,60,NA,NA,NA,NA,NA
13,Chamblee,11,SE Suburbs,20,19,NA,NA,NA,NA,NA
13,Chamblee,11,SW & Cent Cobb,13,1,NA,NA,NA,NA,NA
13,Chamblee,11,SW Gwinnett,15,56,NA,NA,NA,NA,NA
13,Chamblee,11,SW Suburbs,19,11,NA,NA,NA,NA,NA
13,Chamblee,11,W Atlanta,4,37,NA,NA,NA,NA,NA
13,Clayton,18,Atl DeKalb,7,12,NA,NA,NA,NA,NA
13,Clayton,18,Atlanta,1,22,NA,NA,NA,NA,NA
13,Clayton,18,Atlanta CBD,0,24,NA,NA,NA,NA,NA
13,Clayton,18,Buckhead & SS,2,41,NA,NA,NA,NA,NA
13,Clayton,18,Cent Gwinnett,16,4,NA,NA,NA,NA,NA
13,Clayton,18,Chamblee,11,26,NA,NA,NA,NA,NA
13,Clayton,18,Clayton,18,466,NA,NA,NA,NA,NA
13,Clayton,18,N Fulton,6,10,NA,NA,NA,NA,NA
13,Clayton,18,N Gwinnett,17,3,NA,NA,NA,NA,NA
13,Clayton,18,N Suburbs,21,1,NA,NA,NA,NA,NA
13,Clayton,18,NE DeKalb,10,13,NA,NA,NA,NA,NA
13,Clayton,18,NW Cen DeKalb,8,25,NA,NA,NA,NA,NA
13,Clayton,18,NW Cobb,14,3,NA,NA,NA,NA,NA
13,Clayton,18,S Cobb,12,20,NA,NA,NA,NA,NA
13,Clayton,18,S DeKalb,9,11,NA,NA,NA,NA,NA
13,Clayton,18,S Fulton,5,29,NA,NA,NA,NA,NA
13,Clayton,18,SE Atlanta,3,69,NA,NA,NA,NA,NA
13,Clayton,18,SE Suburbs,20,44,NA,NA,NA,NA,NA
13,Clayton,18,SW & Cent Cobb,13,4,NA,NA,NA,NA,NA
13,Clayton,18,SW Gwinnett,15,11,NA,NA,NA,NA,NA
13,Clayton,18,SW Suburbs,19,25,NA,NA,NA,NA,NA
13,Clayton,18,W Atlanta,4,24,NA,NA,NA,NA,NA
13,N Fulton,6,Atl DeKalb,7,9,NA,NA,NA,NA,NA
13,N Fulton,6,Atlanta,1,21,NA,NA,NA,NA,NA
13,N Fulton,6,Atlanta CBD,0,2,NA,NA,NA,NA,NA
13,N Fulton,6,Buckhead & SS,2,47,NA,NA,NA,NA,NA
13,N Fulton,6,Cent Gwinnett,16,13,NA,NA,NA,NA,NA
13,N Fulton,6,Chamblee,11,21,NA,NA,NA,NA,NA
13,N Fulton,6,Clayton,18,10,NA,NA,NA,NA,NA
13,N Fulton,6,N Fulton,6,200,NA,NA,NA,NA,NA
13,N Fulton,6,N Gwinnett,17,4,NA,NA,NA,NA,NA
13,N Fulton,6,N Suburbs,21,25,NA,NA,NA,NA,NA
13,N Fulton,6,NE DeKalb,10,8,NA,NA,NA,NA,NA
13,N Fulton,6,NW Cen DeKalb,8,9,NA,NA,NA,NA,NA
13,N Fulton,6,NW Cobb,14,16,NA,NA,NA,NA,NA
13,N Fulton,6,S Cobb,12,19,NA,NA,NA,NA,NA
13,N Fulton,6,S DeKalb,9,8,NA,NA,NA,NA,NA
13,N Fulton,6,S Fulton,5,10,NA,NA,NA,NA,NA
13,N Fulton,6,SE Atlanta,3,23,NA,NA,NA,NA,NA
13,N Fulton,6,SE Suburbs,20,9,NA,NA,NA,NA,NA
13,N Fulton,6,SW & Cent Cobb,13,4,NA,NA,NA,NA,NA
13,N Fulton,6,SW Gwinnett,15,24,NA,NA,NA,NA,NA
13,N Fulton,6,SW Suburbs,19,5,NA,NA,NA,NA,NA
13,N Fulton,6,W Atlanta,4,16,NA,NA,NA,NA,NA
13,N Gwinnett,17,Atl DeKalb,7,3,NA,NA,NA,NA,NA
13,N Gwinnett,17,Atlanta,1,13,NA,NA,NA,NA,NA
13,N Gwinnett,17,Buckhead & SS,2,12,NA,NA,NA,NA,NA
13,N Gwinnett,17,Cent Gwinnett,16,55,NA,NA,NA,NA,NA
13,N Gwinnett,17,Chamblee,11,6,NA,NA,NA,NA,NA
13,N Gwinnett,17,Clayton,18,3,NA,NA,NA,NA,NA
13,N Gwinnett,17,N Fulton,6,4,NA,NA,NA,NA,NA
13,N Gwinnett,17,N Gwinnett,17,18,NA,NA,NA,NA,NA
13,N Gwinnett,17,N Suburbs,21,6,NA,NA,NA,NA,NA
13,N Gwinnett,17,NE DeKalb,10,34,NA,NA,NA,NA,NA
13,N Gwinnett,17,NW Cen DeKalb,8,16,NA,NA,NA,NA,NA
13,N Gwinnett,17,S Cobb,12,11,NA,NA,NA,NA,NA
