"TourType","SummaryType","Category","Statistic","Period","numTour"
"Mandatory","Purpose","School","Depart",1,1010
"Mandatory","Purpose","School","Depart",2,631
"Mandatory","Purpose","School","Depart",3,402
"Mandatory","Purpose","School","Depart",4,239
"Mandatory","Purpose","School","Depart",5,167
"Mandatory","Purpose","School","Depart",6,104
"Mandatory","Purpose","School","Depart",7,28726
"Mandatory","Purpose","School","Depart",8,126211
"Mandatory","Purpose","School","Depart",9,313236
"Mandatory","Purpose","School","Depart",10,337670
"Mandatory","Purpose","School","Depart",11,168343
"Mandatory","Purpose","School","Depart",12,41827
"Mandatory","Purpose","School","Depart",13,19612
"Mandatory","Purpose","School","Depart",14,10618
"Mandatory","Purpose","School","Depart",15,6708
"Mandatory","Purpose","School","Depart",16,4718
"Mandatory","Purpose","School","Depart",17,3444
"Mandatory","Purpose","School","Depart",18,2424
"Mandatory","Purpose","School","Depart",19,1889
"Mandatory","Purpose","School","Depart",20,1329
"Mandatory","Purpose","School","Depart",21,992
"Mandatory","Purpose","School","Depart",22,743
"Mandatory","Purpose","School","Depart",23,595
"Mandatory","Purpose","School","Depart",24,924
"Mandatory","Purpose","School","Depart",25,1004
"Mandatory","Purpose","School","Depart",26,1080
"Mandatory","Purpose","School","Depart",27,1192
"Mandatory","Purpose","School","Depart",28,1012
"Mandatory","Purpose","School","Depart",29,867
"Mandatory","Purpose","School","Depart",30,741
"Mandatory","Purpose","School","Depart",31,712
"Mandatory","Purpose","School","Depart",32,575
"Mandatory","Purpose","School","Depart",33,374
"Mandatory","Purpose","School","Depart",34,235
"Mandatory","Purpose","School","Depart",35,130
"Mandatory","Purpose","School","Depart",36,91
"Mandatory","Purpose","School","Depart",37,71
"Mandatory","Purpose","School","Depart",38,41
"Mandatory","Purpose","School","Depart",39,34
"Mandatory","Purpose","School","Depart",40,20
"Mandatory","Purpose","School","Depart",41,12
"Mandatory","Purpose","School","Depart",42,6
"Mandatory","Purpose","School","Depart",43,6
"Mandatory","Purpose","School","Depart",44,5
"Mandatory","Purpose","School","Depart",45,3
"Mandatory","Purpose","University","Depart",1,260
"Mandatory","Purpose","University","Depart",2,242
"Mandatory","Purpose","University","Depart",3,199
"Mandatory","Purpose","University","Depart",4,394
"Mandatory","Purpose","University","Depart",5,662
"Mandatory","Purpose","University","Depart",6,1228
"Mandatory","Purpose","University","Depart",7,2661
"Mandatory","Purpose","University","Depart",8,5247
"Mandatory","Purpose","University","Depart",9,11481
"Mandatory","Purpose","University","Depart",10,6648
"Mandatory","Purpose","University","Depart",11,11466
"Mandatory","Purpose","University","Depart",12,6942
"Mandatory","Purpose","University","Depart",13,7486
"Mandatory","Purpose","University","Depart",14,4755
"Mandatory","Purpose","University","Depart",15,4000
"Mandatory","Purpose","University","Depart",16,3772
"Mandatory","Purpose","University","Depart",17,3450
"Mandatory","Purpose","University","Depart",18,3049
"Mandatory","Purpose","University","Depart",19,2750
"Mandatory","Purpose","University","Depart",20,2600
"Mandatory","Purpose","University","Depart",21,2364
"Mandatory","Purpose","University","Depart",22,2339
"Mandatory","Purpose","University","Depart",23,1969
"Mandatory","Purpose","University","Depart",24,1767
"Mandatory","Purpose","University","Depart",25,1513
"Mandatory","Purpose","University","Depart",26,1483
"Mandatory","Purpose","University","Depart",27,1251
"Mandatory","Purpose","University","Depart",28,1125
"Mandatory","Purpose","University","Depart",29,1017
"Mandatory","Purpose","University","Depart",30,968
"Mandatory","Purpose","University","Depart",31,844
"Mandatory","Purpose","University","Depart",32,701
"Mandatory","Purpose","University","Depart",33,556
"Mandatory","Purpose","University","Depart",34,535
"Mandatory","Purpose","University","Depart",35,416
"Mandatory","Purpose","University","Depart",36,300
"Mandatory","Purpose","University","Depart",37,274
"Mandatory","Purpose","University","Depart",38,243
"Mandatory","Purpose","University","Depart",39,137
"Mandatory","Purpose","University","Depart",40,67
"Mandatory","Purpose","University","Depart",41,86
"Mandatory","Purpose","University","Depart",42,58
"Mandatory","Purpose","University","Depart",43,10
"Mandatory","Purpose","University","Depart",44,6
"Mandatory","Purpose","Work","Depart",1,4726
"Mandatory","Purpose","Work","Depart",2,7427
"Mandatory","Purpose","Work","Depart",3,12913
"Mandatory","Purpose","Work","Depart",4,23318
"Mandatory","Purpose","Work","Depart",5,44673
"Mandatory","Purpose","Work","Depart",6,90383
"Mandatory","Purpose","Work","Depart",7,148359
"Mandatory","Purpose","Work","Depart",8,224453
"Mandatory","Purpose","Work","Depart",9,291131
"Mandatory","Purpose","Work","Depart",10,264074
"Mandatory","Purpose","Work","Depart",11,192243
"Mandatory","Purpose","Work","Depart",12,133296
"Mandatory","Purpose","Work","Depart",13,88482
"Mandatory","Purpose","Work","Depart",14,52870
"Mandatory","Purpose","Work","Depart",15,41281
"Mandatory","Purpose","Work","Depart",16,33641
"Mandatory","Purpose","Work","Depart",17,29223
"Mandatory","Purpose","Work","Depart",18,25654
"Mandatory","Purpose","Work","Depart",19,23237
"Mandatory","Purpose","Work","Depart",20,21753
"Mandatory","Purpose","Work","Depart",21,20609
"Mandatory","Purpose","Work","Depart",22,19780
"Mandatory","Purpose","Work","Depart",23,17122
"Mandatory","Purpose","Work","Depart",24,15229
"Mandatory","Purpose","Work","Depart",25,13159
"Mandatory","Purpose","Work","Depart",26,11647
"Mandatory","Purpose","Work","Depart",27,10455
"Mandatory","Purpose","Work","Depart",28,9377
"Mandatory","Purpose","Work","Depart",29,8238
"Mandatory","Purpose","Work","Depart",30,7044
"Mandatory","Purpose","Work","Depart",31,5860
"Mandatory","Purpose","Work","Depart",32,4609
"Mandatory","Purpose","Work","Depart",33,3951
"Mandatory","Purpose","Work","Depart",34,2926
"Mandatory","Purpose","Work","Depart",35,2346
"Mandatory","Purpose","Work","Depart",36,1817
"Mandatory","Purpose","Work","Depart",37,1408
"Mandatory","Purpose","Work","Depart",38,1089
"Mandatory","Purpose","Work","Depart",39,792
"Mandatory","Purpose","Work","Depart",40,547
"Mandatory","Purpose","Work","Depart",41,385
"Mandatory","Purpose","Work","Depart",42,255
"Mandatory","Purpose","Work","Depart",43,158
"Mandatory","Purpose","Work","Depart",44,103
"Mandatory","Purpose","Work","Depart",45,70
"Mandatory","Purpose","Work","Depart",46,48
"Mandatory","Purpose","Work","Depart",47,25
"Mandatory","PersonType","Pre-school","Depart",1,120
"Mandatory","PersonType","Pre-school","Depart",2,62
"Mandatory","PersonType","Pre-school","Depart",3,53
"Mandatory","PersonType","Pre-school","Depart",4,39
"Mandatory","PersonType","Pre-school","Depart",5,27
"Mandatory","PersonType","Pre-school","Depart",6,17
"Mandatory","PersonType","Pre-school","Depart",7,4543
"Mandatory","PersonType","Pre-school","Depart",8,21203
"Mandatory","PersonType","Pre-school","Depart",9,56278
"Mandatory","PersonType","Pre-school","Depart",10,65967
"Mandatory","PersonType","Pre-school","Depart",11,30226
"Mandatory","PersonType","Pre-school","Depart",12,6859
"Mandatory","PersonType","Pre-school","Depart",13,2969
"Mandatory","PersonType","Pre-school","Depart",14,1433
"Mandatory","PersonType","Pre-school","Depart",15,855
"Mandatory","PersonType","Pre-school","Depart",16,539
"Mandatory","PersonType","Pre-school","Depart",17,371
"Mandatory","PersonType","Pre-school","Depart",18,251
"Mandatory","PersonType","Pre-school","Depart",19,192
"Mandatory","PersonType","Pre-school","Depart",20,131
"Mandatory","PersonType","Pre-school","Depart",21,86
"Mandatory","PersonType","Pre-school","Depart",22,73
"Mandatory","PersonType","Pre-school","Depart",23,58
"Mandatory","PersonType","Pre-school","Depart",24,51
"Mandatory","PersonType","Pre-school","Depart",25,23
"Mandatory","PersonType","Pre-school","Depart",26,23
"Mandatory","PersonType","Pre-school","Depart",27,19
"Mandatory","PersonType","Pre-school","Depart",28,3
"Mandatory","PersonType","Pre-school","Depart",29,1
"Mandatory","PersonType","Pre-school","Depart",30,2
"Mandatory","PersonType","Pre-school","Depart",32,3
"Mandatory","PersonType","Pre-school","Depart",35,1
"Mandatory","PersonType","Pre-school","Depart",39,1
"Mandatory","PersonType","Full-time worker","Depart",1,4485
"Mandatory","PersonType","Full-time worker","Depart",2,6992
"Mandatory","PersonType","Full-time worker","Depart",3,12128
"Mandatory","PersonType","Full-time worker","Depart",4,21830
"Mandatory","PersonType","Full-time worker","Depart",5,41557
"Mandatory","PersonType","Full-time worker","Depart",6,83243
"Mandatory","PersonType","Full-time worker","Depart",7,134684
"Mandatory","PersonType","Full-time worker","Depart",8,200748
"Mandatory","PersonType","Full-time worker","Depart",9,255180
"Mandatory","PersonType","Full-time worker","Depart",10,228471
"Mandatory","PersonType","Full-time worker","Depart",11,164025
"Mandatory","PersonType","Full-time worker","Depart",12,111780
"Mandatory","PersonType","Full-time worker","Depart",13,72797
"Mandatory","PersonType","Full-time worker","Depart",14,42588
"Mandatory","PersonType","Full-time worker","Depart",15,32390
"Mandatory","PersonType","Full-time worker","Depart",16,25741
"Mandatory","PersonType","Full-time worker","Depart",17,21841
"Mandatory","PersonType","Full-time worker","Depart",18,18719
"Mandatory","PersonType","Full-time worker","Depart",19,16802
"Mandatory","PersonType","Full-time worker","Depart",20,15283
"Mandatory","PersonType","Full-time worker","Depart",21,14127
"Mandatory","PersonType","Full-time worker","Depart",22,13520
"Mandatory","PersonType","Full-time worker","Depart",23,11501
"Mandatory","PersonType","Full-time worker","Depart",24,10161
"Mandatory","PersonType","Full-time worker","Depart",25,8711
"Mandatory","PersonType","Full-time worker","Depart",26,7887
"Mandatory","PersonType","Full-time worker","Depart",27,7156
"Mandatory","PersonType","Full-time worker","Depart",28,6499
"Mandatory","PersonType","Full-time worker","Depart",29,5818
"Mandatory","PersonType","Full-time worker","Depart",30,4926
"Mandatory","PersonType","Full-time worker","Depart",31,4331
"Mandatory","PersonType","Full-time worker","Depart",32,3344
"Mandatory","PersonType","Full-time worker","Depart",33,2907
"Mandatory","PersonType","Full-time worker","Depart",34,2154
"Mandatory","PersonType","Full-time worker","Depart",35,1694
"Mandatory","PersonType","Full-time worker","Depart",36,1281
"Mandatory","PersonType","Full-time worker","Depart",37,1012
"Mandatory","PersonType","Full-time worker","Depart",38,757
"Mandatory","PersonType","Full-time worker","Depart",39,533
"Mandatory","PersonType","Full-time worker","Depart",40,361
"Mandatory","PersonType","Full-time worker","Depart",41,260
"Mandatory","PersonType","Full-time worker","Depart",42,162
"Mandatory","PersonType","Full-time worker","Depart",43,102
"Mandatory","PersonType","Full-time worker","Depart",44,55
"Mandatory","PersonType","Full-time worker","Depart",45,43
"Mandatory","PersonType","Full-time worker","Depart",46,32
"Mandatory","PersonType","Full-time worker","Depart",47,15
"Mandatory","PersonType","Part-time worker","Depart",1,168
"Mandatory","PersonType","Part-time worker","Depart",2,318
"Mandatory","PersonType","Part-time worker","Depart",3,594
"Mandatory","PersonType","Part-time worker","Depart",4,1127
"Mandatory","PersonType","Part-time worker","Depart",5,2443
"Mandatory","PersonType","Part-time worker","Depart",6,5615
"Mandatory","PersonType","Part-time worker","Depart",7,11095
"Mandatory","PersonType","Part-time worker","Depart",8,19453
"Mandatory","PersonType","Part-time worker","Depart",9,30157
"Mandatory","PersonType","Part-time worker","Depart",10,29929
"Mandatory","PersonType","Part-time worker","Depart",11,23786
"Mandatory","PersonType","Part-time worker","Depart",12,18137
"Mandatory","PersonType","Part-time worker","Depart",13,13189
"Mandatory","PersonType","Part-time worker","Depart",14,8762
"Mandatory","PersonType","Part-time worker","Depart",15,7548
"Mandatory","PersonType","Part-time worker","Depart",16,6740
"Mandatory","PersonType","Part-time worker","Depart",17,6324
"Mandatory","PersonType","Part-time worker","Depart",18,5977
"Mandatory","PersonType","Part-time worker","Depart",19,5588
"Mandatory","PersonType","Part-time worker","Depart",20,5651
"Mandatory","PersonType","Part-time worker","Depart",21,5654
"Mandatory","PersonType","Part-time worker","Depart",22,5539
"Mandatory","PersonType","Part-time worker","Depart",23,4946
"Mandatory","PersonType","Part-time worker","Depart",24,4438
"Mandatory","PersonType","Part-time worker","Depart",25,3936
"Mandatory","PersonType","Part-time worker","Depart",26,3304
"Mandatory","PersonType","Part-time worker","Depart",27,2924
"Mandatory","PersonType","Part-time worker","Depart",28,2525
"Mandatory","PersonType","Part-time worker","Depart",29,2110
"Mandatory","PersonType","Part-time worker","Depart",30,1851
"Mandatory","PersonType","Part-time worker","Depart",31,1299
"Mandatory","PersonType","Part-time worker","Depart",32,1053
"Mandatory","PersonType","Part-time worker","Depart",33,885
"Mandatory","PersonType","Part-time worker","Depart",34,624
"Mandatory","PersonType","Part-time worker","Depart",35,526
"Mandatory","PersonType","Part-time worker","Depart",36,415
"Mandatory","PersonType","Part-time worker","Depart",37,310
"Mandatory","PersonType","Part-time worker","Depart",38,252
"Mandatory","PersonType","Part-time worker","Depart",39,176
"Mandatory","PersonType","Part-time worker","Depart",40,127
"Mandatory","PersonType","Part-time worker","Depart",41,92
"Mandatory","PersonType","Part-time worker","Depart",42,60
"Mandatory","PersonType","Part-time worker","Depart",43,40
"Mandatory","PersonType","Part-time worker","Depart",44,30
"Mandatory","PersonType","Part-time worker","Depart",45,14
"Mandatory","PersonType","Part-time worker","Depart",46,11
"Mandatory","PersonType","Part-time worker","Depart",47,6
"Mandatory","PersonType","Driving-age student","Depart",1,335
"Mandatory","PersonType","Driving-age student","Depart",2,231
"Mandatory","PersonType","Driving-age student","Depart",3,98
"Mandatory","PersonType","Driving-age student","Depart",4,66
"Mandatory","PersonType","Driving-age student","Depart",5,54
"Mandatory","PersonType","Driving-age student","Depart",6,67
"Mandatory","PersonType","Driving-age student","Depart",7,6471
"Mandatory","PersonType","Driving-age student","Depart",8,24953
"Mandatory","PersonType","Driving-age student","Depart",9,56248
"Mandatory","PersonType","Driving-age student","Depart",10,55481
"Mandatory","PersonType","Driving-age student","Depart",11,27352
"Mandatory","PersonType","Driving-age student","Depart",12,7132
"Mandatory","PersonType","Driving-age student","Depart",13,3377
"Mandatory","PersonType","Driving-age student","Depart",14,1939
"Mandatory","PersonType","Driving-age student","Depart",15,1236
"Mandatory","PersonType","Driving-age student","Depart",16,983
"Mandatory","PersonType","Driving-age student","Depart",17,697
"Mandatory","PersonType","Driving-age student","Depart",18,524
"Mandatory","PersonType","Driving-age student","Depart",19,420
"Mandatory","PersonType","Driving-age student","Depart",20,340
"Mandatory","PersonType","Driving-age student","Depart",21,275
"Mandatory","PersonType","Driving-age student","Depart",22,223
"Mandatory","PersonType","Driving-age student","Depart",23,193
"Mandatory","PersonType","Driving-age student","Depart",24,304
"Mandatory","PersonType","Driving-age student","Depart",25,365
"Mandatory","PersonType","Driving-age student","Depart",26,357
"Mandatory","PersonType","Driving-age student","Depart",27,462
"Mandatory","PersonType","Driving-age student","Depart",28,387
"Mandatory","PersonType","Driving-age student","Depart",29,334
"Mandatory","PersonType","Driving-age student","Depart",30,288
"Mandatory","PersonType","Driving-age student","Depart",31,264
"Mandatory","PersonType","Driving-age student","Depart",32,222
"Mandatory","PersonType","Driving-age student","Depart",33,155
"Mandatory","PersonType","Driving-age student","Depart",34,81
"Mandatory","PersonType","Driving-age student","Depart",35,58
"Mandatory","PersonType","Driving-age student","Depart",36,39
"Mandatory","PersonType","Driving-age student","Depart",37,22
"Mandatory","PersonType","Driving-age student","Depart",38,12
"Mandatory","PersonType","Driving-age student","Depart",39,16
"Mandatory","PersonType","Driving-age student","Depart",40,5
"Mandatory","PersonType","Driving-age student","Depart",41,1
"Mandatory","PersonType","Driving-age student","Depart",42,2
"Mandatory","PersonType","Driving-age student","Depart",43,2
"Mandatory","PersonType","Driving-age student","Depart",44,1
"Mandatory","PersonType","Driving-age student","Depart",45,3
"Mandatory","PersonType","Non-driving student","Depart",1,555
"Mandatory","PersonType","Non-driving student","Depart",2,339
"Mandatory","PersonType","Non-driving student","Depart",3,255
"Mandatory","PersonType","Non-driving student","Depart",4,139
"Mandatory","PersonType","Non-driving student","Depart",5,101
"Mandatory","PersonType","Non-driving student","Depart",6,69
"Mandatory","PersonType","Non-driving student","Depart",7,17855
"Mandatory","PersonType","Non-driving student","Depart",8,80401
"Mandatory","PersonType","Non-driving student","Depart",9,201388
"Mandatory","PersonType","Non-driving student","Depart",10,216873
"Mandatory","PersonType","Non-driving student","Depart",11,111247
"Mandatory","PersonType","Non-driving student","Depart",12,28247
"Mandatory","PersonType","Non-driving student","Depart",13,13543
"Mandatory","PersonType","Non-driving student","Depart",14,7445
"Mandatory","PersonType","Non-driving student","Depart",15,4803
"Mandatory","PersonType","Non-driving student","Depart",16,3351
"Mandatory","PersonType","Non-driving student","Depart",17,2490
"Mandatory","PersonType","Non-driving student","Depart",18,1760
"Mandatory","PersonType","Non-driving student","Depart",19,1360
"Mandatory","PersonType","Non-driving student","Depart",20,932
"Mandatory","PersonType","Non-driving student","Depart",21,715
"Mandatory","PersonType","Non-driving student","Depart",22,519
"Mandatory","PersonType","Non-driving student","Depart",23,406
"Mandatory","PersonType","Non-driving student","Depart",24,613
"Mandatory","PersonType","Non-driving student","Depart",25,671
"Mandatory","PersonType","Non-driving student","Depart",26,733
"Mandatory","PersonType","Non-driving student","Depart",27,738
"Mandatory","PersonType","Non-driving student","Depart",28,638
"Mandatory","PersonType","Non-driving student","Depart",29,542
"Mandatory","PersonType","Non-driving student","Depart",30,459
"Mandatory","PersonType","Non-driving student","Depart",31,456
"Mandatory","PersonType","Non-driving student","Depart",32,356
"Mandatory","PersonType","Non-driving student","Depart",33,230
"Mandatory","PersonType","Non-driving student","Depart",34,159
"Mandatory","PersonType","Non-driving student","Depart",35,74
"Mandatory","PersonType","Non-driving student","Depart",36,57
"Mandatory","PersonType","Non-driving student","Depart",37,50
"Mandatory","PersonType","Non-driving student","Depart",38,30
"Mandatory","PersonType","Non-driving student","Depart",39,20
"Mandatory","PersonType","Non-driving student","Depart",40,18
"Mandatory","PersonType","Non-driving student","Depart",41,11
"Mandatory","PersonType","Non-driving student","Depart",42,4
"Mandatory","PersonType","Non-driving student","Depart",43,5
"Mandatory","PersonType","Non-driving student","Depart",44,4
"Mandatory","PersonType","Non-driving student","Depart",45,1
"Mandatory","PersonType","College student","Depart",1,333
"Mandatory","PersonType","College student","Depart",2,358
"Mandatory","PersonType","College student","Depart",3,386
"Mandatory","PersonType","College student","Depart",4,750
"Mandatory","PersonType","College student","Depart",5,1320
"Mandatory","PersonType","College student","Depart",6,2704
"Mandatory","PersonType","College student","Depart",7,5098
"Mandatory","PersonType","College student","Depart",8,9153
"Mandatory","PersonType","College student","Depart",9,16597
"Mandatory","PersonType","College student","Depart",10,11671
"Mandatory","PersonType","College student","Depart",11,15416
"Mandatory","PersonType","College student","Depart",12,9910
"Mandatory","PersonType","College student","Depart",13,9705
"Mandatory","PersonType","College student","Depart",14,6076
"Mandatory","PersonType","College student","Depart",15,5157
"Mandatory","PersonType","College student","Depart",16,4777
"Mandatory","PersonType","College student","Depart",17,4394
"Mandatory","PersonType","College student","Depart",18,3896
"Mandatory","PersonType","College student","Depart",19,3514
"Mandatory","PersonType","College student","Depart",20,3345
"Mandatory","PersonType","College student","Depart",21,3108
"Mandatory","PersonType","College student","Depart",22,2988
"Mandatory","PersonType","College student","Depart",23,2582
"Mandatory","PersonType","College student","Depart",24,2353
"Mandatory","PersonType","College student","Depart",25,1970
"Mandatory","PersonType","College student","Depart",26,1906
"Mandatory","PersonType","College student","Depart",27,1599
"Mandatory","PersonType","College student","Depart",28,1462
"Mandatory","PersonType","College student","Depart",29,1317
"Mandatory","PersonType","College student","Depart",30,1227
"Mandatory","PersonType","College student","Depart",31,1066
"Mandatory","PersonType","College student","Depart",32,907
"Mandatory","PersonType","College student","Depart",33,704
"Mandatory","PersonType","College student","Depart",34,678
"Mandatory","PersonType","College student","Depart",35,539
"Mandatory","PersonType","College student","Depart",36,416
"Mandatory","PersonType","College student","Depart",37,359
"Mandatory","PersonType","College student","Depart",38,322
"Mandatory","PersonType","College student","Depart",39,217
"Mandatory","PersonType","College student","Depart",40,123
"Mandatory","PersonType","College student","Depart",41,119
"Mandatory","PersonType","College student","Depart",42,91
"Mandatory","PersonType","College student","Depart",43,25
"Mandatory","PersonType","College student","Depart",44,24
"Mandatory","PersonType","College student","Depart",45,12
"Mandatory","PersonType","College student","Depart",46,5
"Mandatory","PersonType","College student","Depart",47,4
"Individual Non-Mandatory","Purpose","Discretionary","Depart",1,119
"Individual Non-Mandatory","Purpose","Discretionary","Depart",2,116
"Individual Non-Mandatory","Purpose","Discretionary","Depart",3,211
"Individual Non-Mandatory","Purpose","Discretionary","Depart",4,508
"Individual Non-Mandatory","Purpose","Discretionary","Depart",5,2405
"Individual Non-Mandatory","Purpose","Discretionary","Depart",6,2730
"Individual Non-Mandatory","Purpose","Discretionary","Depart",7,3511
"Individual Non-Mandatory","Purpose","Discretionary","Depart",8,5959
"Individual Non-Mandatory","Purpose","Discretionary","Depart",9,13076
"Individual Non-Mandatory","Purpose","Discretionary","Depart",10,19932
"Individual Non-Mandatory","Purpose","Discretionary","Depart",11,26011
"Individual Non-Mandatory","Purpose","Discretionary","Depart",12,25328
"Individual Non-Mandatory","Purpose","Discretionary","Depart",13,29205
"Individual Non-Mandatory","Purpose","Discretionary","Depart",14,23490
"Individual Non-Mandatory","Purpose","Discretionary","Depart",15,16442
"Individual Non-Mandatory","Purpose","Discretionary","Depart",16,9232
"Individual Non-Mandatory","Purpose","Discretionary","Depart",17,7976
"Individual Non-Mandatory","Purpose","Discretionary","Depart",18,6948
"Individual Non-Mandatory","Purpose","Discretionary","Depart",19,5733
"Individual Non-Mandatory","Purpose","Discretionary","Depart",20,5064
"Individual Non-Mandatory","Purpose","Discretionary","Depart",21,5688
"Individual Non-Mandatory","Purpose","Discretionary","Depart",22,6080
"Individual Non-Mandatory","Purpose","Discretionary","Depart",23,6818
"Individual Non-Mandatory","Purpose","Discretionary","Depart",24,9132
"Individual Non-Mandatory","Purpose","Discretionary","Depart",25,10912
"Individual Non-Mandatory","Purpose","Discretionary","Depart",26,13140
"Individual Non-Mandatory","Purpose","Discretionary","Depart",27,15103
"Individual Non-Mandatory","Purpose","Discretionary","Depart",28,16332
"Individual Non-Mandatory","Purpose","Discretionary","Depart",29,40923
"Individual Non-Mandatory","Purpose","Discretionary","Depart",30,39417
"Individual Non-Mandatory","Purpose","Discretionary","Depart",31,38949
"Individual Non-Mandatory","Purpose","Discretionary","Depart",32,32883
"Individual Non-Mandatory","Purpose","Discretionary","Depart",33,13802
"Individual Non-Mandatory","Purpose","Discretionary","Depart",34,5702
"Individual Non-Mandatory","Purpose","Discretionary","Depart",35,2570
"Individual Non-Mandatory","Purpose","Discretionary","Depart",36,1620
"Individual Non-Mandatory","Purpose","Discretionary","Depart",37,664
"Individual Non-Mandatory","Purpose","Discretionary","Depart",38,1786
"Individual Non-Mandatory","Purpose","Discretionary","Depart",39,686
"Individual Non-Mandatory","Purpose","Discretionary","Depart",40,350
"Individual Non-Mandatory","Purpose","Discretionary","Depart",41,183
"Individual Non-Mandatory","Purpose","Discretionary","Depart",42,104
"Individual Non-Mandatory","Purpose","Discretionary","Depart",43,40
"Individual Non-Mandatory","Purpose","Discretionary","Depart",44,17
"Individual Non-Mandatory","Purpose","Discretionary","Depart",45,8
"Individual Non-Mandatory","Purpose","Discretionary","Depart",46,2
"Individual Non-Mandatory","Purpose","EatOut","Depart",4,79
"Individual Non-Mandatory","Purpose","EatOut","Depart",5,83
"Individual Non-Mandatory","Purpose","EatOut","Depart",6,86
"Individual Non-Mandatory","Purpose","EatOut","Depart",7,111
"Individual Non-Mandatory","Purpose","EatOut","Depart",8,124
"Individual Non-Mandatory","Purpose","EatOut","Depart",9,127
"Individual Non-Mandatory","Purpose","EatOut","Depart",10,488
"Individual Non-Mandatory","Purpose","EatOut","Depart",11,546
"Individual Non-Mandatory","Purpose","EatOut","Depart",12,622
"Individual Non-Mandatory","Purpose","EatOut","Depart",13,196
"Individual Non-Mandatory","Purpose","EatOut","Depart",14,284
"Individual Non-Mandatory","Purpose","EatOut","Depart",15,308
"Individual Non-Mandatory","Purpose","EatOut","Depart",16,626
"Individual Non-Mandatory","Purpose","EatOut","Depart",17,4751
"Individual Non-Mandatory","Purpose","EatOut","Depart",18,9427
"Individual Non-Mandatory","Purpose","EatOut","Depart",19,5420
"Individual Non-Mandatory","Purpose","EatOut","Depart",20,6034
"Individual Non-Mandatory","Purpose","EatOut","Depart",21,4562
"Individual Non-Mandatory","Purpose","EatOut","Depart",22,1003
"Individual Non-Mandatory","Purpose","EatOut","Depart",23,1156
"Individual Non-Mandatory","Purpose","EatOut","Depart",24,1478
"Individual Non-Mandatory","Purpose","EatOut","Depart",25,1878
"Individual Non-Mandatory","Purpose","EatOut","Depart",26,2407
"Individual Non-Mandatory","Purpose","EatOut","Depart",27,2997
"Individual Non-Mandatory","Purpose","EatOut","Depart",28,3778
"Individual Non-Mandatory","Purpose","EatOut","Depart",29,4582
"Individual Non-Mandatory","Purpose","EatOut","Depart",30,5523
"Individual Non-Mandatory","Purpose","EatOut","Depart",31,8688
"Individual Non-Mandatory","Purpose","EatOut","Depart",32,9594
"Individual Non-Mandatory","Purpose","EatOut","Depart",33,6995
"Individual Non-Mandatory","Purpose","EatOut","Depart",34,6108
"Individual Non-Mandatory","Purpose","EatOut","Depart",35,3372
"Individual Non-Mandatory","Purpose","EatOut","Depart",36,1959
"Individual Non-Mandatory","Purpose","EatOut","Depart",37,1181
"Individual Non-Mandatory","Purpose","EatOut","Depart",38,727
"Individual Non-Mandatory","Purpose","EatOut","Depart",39,402
"Individual Non-Mandatory","Purpose","EatOut","Depart",40,228
"Individual Non-Mandatory","Purpose","EatOut","Depart",41,191
"Individual Non-Mandatory","Purpose","EatOut","Depart",42,154
"Individual Non-Mandatory","Purpose","EatOut","Depart",43,100
"Individual Non-Mandatory","Purpose","EatOut","Depart",44,62
"Individual Non-Mandatory","Purpose","EatOut","Depart",45,58
"Individual Non-Mandatory","Purpose","EatOut","Depart",46,26
"Individual Non-Mandatory","Purpose","EatOut","Depart",47,9
"Individual Non-Mandatory","Purpose","EatOut","Depart",48,2
"Individual Non-Mandatory","Purpose","Escorting","Depart",1,855
"Individual Non-Mandatory","Purpose","Escorting","Depart",2,812
"Individual Non-Mandatory","Purpose","Escorting","Depart",3,773
"Individual Non-Mandatory","Purpose","Escorting","Depart",4,541
"Individual Non-Mandatory","Purpose","Escorting","Depart",5,1596
"Individual Non-Mandatory","Purpose","Escorting","Depart",6,4217
"Individual Non-Mandatory","Purpose","Escorting","Depart",7,10559
"Individual Non-Mandatory","Purpose","Escorting","Depart",8,29884
"Individual Non-Mandatory","Purpose","Escorting","Depart",9,82941
"Individual Non-Mandatory","Purpose","Escorting","Depart",10,103547
"Individual Non-Mandatory","Purpose","Escorting","Depart",11,41719
"Individual Non-Mandatory","Purpose","Escorting","Depart",12,28559
"Individual Non-Mandatory","Purpose","Escorting","Depart",13,7097
"Individual Non-Mandatory","Purpose","Escorting","Depart",14,7535
"Individual Non-Mandatory","Purpose","Escorting","Depart",15,8040
"Individual Non-Mandatory","Purpose","Escorting","Depart",16,8829
"Individual Non-Mandatory","Purpose","Escorting","Depart",17,9547
"Individual Non-Mandatory","Purpose","Escorting","Depart",18,10457
"Individual Non-Mandatory","Purpose","Escorting","Depart",19,11347
"Individual Non-Mandatory","Purpose","Escorting","Depart",20,12711
"Individual Non-Mandatory","Purpose","Escorting","Depart",21,14822
"Individual Non-Mandatory","Purpose","Escorting","Depart",22,21276
"Individual Non-Mandatory","Purpose","Escorting","Depart",23,44008
"Individual Non-Mandatory","Purpose","Escorting","Depart",24,47857
"Individual Non-Mandatory","Purpose","Escorting","Depart",25,31719
"Individual Non-Mandatory","Purpose","Escorting","Depart",26,36506
"Individual Non-Mandatory","Purpose","Escorting","Depart",27,32472
"Individual Non-Mandatory","Purpose","Escorting","Depart",28,27331
