"TourType","SummaryType","Category","Statistic","Period","numTour"
"At-Work","Purpose","Maintenance","Duration",7,1702
"At-Work","Purpose","Maintenance","Duration",8,860
"At-Work","Purpose","Maintenance","Duration",9,482
"At-Work","Purpose","Maintenance","Duration",10,278
"At-Work","Purpose","Maintenance","Duration",11,137
"At-Work","Purpose","Maintenance","Duration",12,69
"At-Work","Purpose","Maintenance","Duration",13,45
"At-Work","Purpose","Maintenance","Duration",14,29
"At-Work","Purpose","Maintenance","Duration",15,14
"At-Work","Purpose","Maintenance","Duration",16,14
"At-Work","Purpose","Maintenance","Duration",17,8
"At-Work","Purpose","Maintenance","Duration",18,2
"At-Work","Purpose","Maintenance","Duration",19,5
"At-Work","Purpose","Maintenance","Duration",20,3
"At-Work","Purpose","Maintenance","Duration",21,2
"At-Work","Purpose","Maintenance","Duration",22,1
"At-Work","Purpose","Maintenance","Duration",23,1
"At-Work","Purpose","Maintenance","Duration",24,1
"At-Work","Purpose","Maintenance","Duration",25,1
"At-Work","Purpose","Maintenance","Duration",29,1
"At-Work","Purpose","WorkRelated","Duration",1,14460
"At-Work","Purpose","WorkRelated","Duration",2,34073
"At-Work","Purpose","WorkRelated","Duration",3,39294
"At-Work","Purpose","WorkRelated","Duration",4,26217
"At-Work","Purpose","WorkRelated","Duration",5,17915
"At-Work","Purpose","WorkRelated","Duration",6,14999
"At-Work","Purpose","WorkRelated","Duration",7,8595
"At-Work","Purpose","WorkRelated","Duration",8,6540
"At-Work","Purpose","WorkRelated","Duration",9,5178
"At-Work","Purpose","WorkRelated","Duration",10,4066
"At-Work","Purpose","WorkRelated","Duration",11,3368
"At-Work","Purpose","WorkRelated","Duration",12,2580
"At-Work","Purpose","WorkRelated","Duration",13,2077
"At-Work","Purpose","WorkRelated","Duration",14,1700
"At-Work","Purpose","WorkRelated","Duration",15,1388
"At-Work","Purpose","WorkRelated","Duration",16,1040
"At-Work","Purpose","WorkRelated","Duration",17,841
"At-Work","Purpose","WorkRelated","Duration",18,711
"At-Work","Purpose","WorkRelated","Duration",19,558
"At-Work","Purpose","WorkRelated","Duration",20,433
"At-Work","Purpose","WorkRelated","Duration",21,339
"At-Work","Purpose","WorkRelated","Duration",22,284
"At-Work","Purpose","WorkRelated","Duration",23,213
"At-Work","Purpose","WorkRelated","Duration",24,180
"At-Work","Purpose","WorkRelated","Duration",25,106
"At-Work","Purpose","WorkRelated","Duration",26,94
"At-Work","Purpose","WorkRelated","Duration",27,80
"At-Work","Purpose","WorkRelated","Duration",28,66
"At-Work","Purpose","WorkRelated","Duration",29,37
"At-Work","Purpose","WorkRelated","Duration",30,30
"At-Work","Purpose","WorkRelated","Duration",31,26
"At-Work","Purpose","WorkRelated","Duration",32,18
"At-Work","Purpose","WorkRelated","Duration",33,7
"At-Work","Purpose","WorkRelated","Duration",34,5
"At-Work","Purpose","WorkRelated","Duration",35,6
"At-Work","Purpose","WorkRelated","Duration",36,13
"At-Work","Purpose","WorkRelated","Duration",37,7
"At-Work","Purpose","WorkRelated","Duration",38,8
"At-Work","Purpose","WorkRelated","Duration",39,8
"At-Work","Purpose","WorkRelated","Duration",40,5
"At-Work","Purpose","WorkRelated","Duration",41,2
"At-Work","Purpose","WorkRelated","Duration",42,5
"At-Work","Purpose","WorkRelated","Duration",43,1
"At-Work","Purpose","WorkRelated","Duration",44,1
"At-Work","Purpose","WorkRelated","Duration",46,2
"At-Work","Purpose","WorkRelated","Duration",47,1
