taz,geoID,aoDistrict
284,13121010115,0
285,13121010115,0
286,13121010115,0
287,13121010115,0
288,13121010115,0
289,13121010115,0
290,13121010115,0
291,13121010002,0
292,13121010002,0
293,13121010002,0
294,13121010002,0
295,13121010002,0
296,13121010002,0
297,13121010002,0
298,13121010002,0
299,13121010002,0
300,13121010001,0
301,13121010001,0
302,13121010001,0
303,13121010001,0
304,13121009601,0
305,13121009900,0
306,13121009900,0
307,13121009900,0
308,13121009900,0
309,13121009900,0
310,13121009802,0
311,13121009802,0
312,13121009802,0
313,13121009802,0
314,13121009802,0
315,13121009700,0
316,13121009700,0
317,13121009700,0
318,13121009700,0
319,13121009700,0
320,13121009700,0
321,13121009700,0
322,13121009700,0
323,13121009700,0
324,13121009700,0
325,13121009801,0
326,13121009801,0
327,13121009801,0
328,13121009801,0
329,13121009801,0
330,13121009801,0
331,13121009801,0
332,13121009801,0
333,13121009501,0
334,13121009501,0
335,13121009501,0
336,13121009501,0
337,13121009502,0
338,13121009502,0
339,13121009502,0
340,13121009502,0
341,13121009603,0
342,13121009603,0
343,13121009603,0
344,13121009603,0
345,13121009602,0
346,13121009602,0
347,13121009602,0
348,13121009602,0
349,13121009404,0
350,13121009404,0
351,13121009403,0
352,13121009403,0
353,13121009403,0
354,13121009402,0
355,13121009402,0
356,13121009402,0
357,13121009402,0
358,13121009402,0
359,13121009300,0
360,13121009300,0
361,13121009300,0
362,13121009300,0
363,13121009102,0
364,13121009102,0
365,13121009102,0
366,13121009101,0
367,13121009101,0
368,13121009101,0
369,13121009000,0
370,13121009000,0
371,13121009000,0
372,13121009000,0
373,13121009000,0
374,13121009000,0
375,13121008902,0
376,13121008902,0
377,13121008902,0
378,13121008902,0
379,13121008902,0
380,13121008902,0
381,13121008902,0
382,13121008902,0
383,13121008902,0
384,13121008902,0
385,13121008902,0
386,13121008902,0
387,13121008902,0
388,13121008902,0
389,13121008904,0
390,13121008904,0
391,13121008904,0
392,13121008904,0
393,13121008904,0
394,13121008904,0
395,13121008904,0
396,13121008903,1
397,13121008903,1
398,13121008800,1
399,13121008800,1
400,13121008800,1
401,13121008800,1
402,13121008800,1
403,13121008800,1
404,13121008800,1
405,13121008700,1
406,13121008700,1
407,13121008700,1
408,13121008700,1
409,13121008700,1
410,13121008700,1
411,13121008700,1
412,13121008700,1
413,13121008500,1
414,13121008500,1
415,13121008500,1
416,13121008500,1
417,13121008500,1
418,13121008500,1
419,13121008500,1
420,13121008601,1
421,13121008601,1
422,13121008601,1
423,13121008601,1
424,13121008602,1
425,13121008602,1
426,13121008602,1
427,13121008602,1
428,13121008602,1
429,13121008202,1
430,13121008202,1
431,13121008202,1
432,13121008202,1
433,13121008202,1
434,13121008202,1
435,13121008202,1
436,13121008201,1
437,13121008201,1
438,13121008201,1
439,13121008201,1
440,13121008201,1
441,13121008201,1
442,13121008301,1
443,13121008301,1
444,13121008301,1
445,13121008301,1
446,13121008302,1
447,13121008302,1
448,13121008302,1
449,13121008400,1
450,13121008400,1
451,13121008400,1
452,13121008400,1
453,13121008400,1
454,13121002400,0
455,13121002400,0
456,13121002300,0
457,13121002300,0
458,13121002300,0
459,13121002500,0
460,13121002500,0
461,13121002500,0
462,13121002600,0
463,13121002600,0
464,13121002600,0
465,13121002600,0
466,13121002600,0
467,13121011800,0
468,13121011800,0
469,13121011800,0
470,13121011800,0
471,13121011800,0
472,13121011800,0
473,13121011800,0
474,13121011800,0
475,13121000700,0
476,13121000700,0
477,13121000700,0
478,13121001002,0
479,13121001002,0
480,13121001002,0
481,13121001002,0
482,13121001002,0
483,13121001002,0
484,13121001002,0
485,13121001002,0
486,13121001002,0
487,13121001002,0
488,13121001001,0
489,13121001001,0
490,13121001001,0
491,13121001001,0
492,13121001001,0
493,13121001001,0
494,13121001001,0
495,13121001001,0
496,13121001001,0
497,13121000600,0
498,13121000600,0
499,13121000600,0
500,13121000600,0
501,13121000600,0
502,13121000600,0
503,13121000600,0
504,13121000600,0
505,13121000600,0
506,13121000600,0
507,13121000600,0
508,13121000600,0
509,13121000500,0
510,13121000500,0
511,13121000500,0
512,13121000500,0
513,13121000500,0
514,13121000500,0
515,13121000500,0
516,13121000500,0
517,13121000500,0
518,13121000500,0
519,13121000500,0
520,13121009200,0
521,13121009200,0
522,13121009200,0
523,13121009200,0
524,13121009200,0
525,13121009200,0
526,13121009200,0
527,13121009200,0
528,13121009200,0
529,13121009200,0
530,13121009200,0
531,13121009200,0
532,13121000100,0
533,13121000100,0
534,13121000100,0
535,13121000100,0
536,13121000100,0
537,13121000100,0
538,13121000200,0
539,13121000200,0
540,13121000200,0
541,13121000200,0
542,13121000200,0
543,13121000400,0
544,13121000400,0
545,13121000400,0
546,13121000400,0
547,13121000400,0
548,13121001100,0
549,13121001100,0
550,13121001100,0
551,13121001100,0
552,13121001202,0
553,13121001202,0
554,13121001202,0
555,13121001202,0
556,13121001202,0
557,13121001202,0
558,13121001201,0
559,13121001201,0
560,13121001201,0
561,13121001201,0
562,13121001201,0
563,13121001201,0
564,13121001300,0
565,13121001300,0
566,13121001300,0
567,13121001300,0
568,13121001300,0
569,13121001300,0
570,13121001300,0
571,13121001300,0
572,13121001300,0
573,13121001300,0
574,13121001400,0
575,13121001400,0
576,13121001500,0
577,13121001500,0
578,13121001500,0
579,13121001500,0
580,13121001600,0
581,13121001600,0
582,13121001600,0
583,13121001600,0
584,13121001600,0
585,13121001600,0
586,13121001600,0
587,13121001600,0
588,13121001700,0
589,13121001700,0
590,13121001700,0
591,13121001700,0
592,13121001700,0
593,13121001700,0
594,13121001700,0
595,13121001700,0
596,13121001700,0
597,13121001700,0
598,13121001800,0
599,13121001800,0
600,13121001800,0
601,13121001800,0
602,13121001800,0
603,13121001800,0
604,13121001800,0
605,13121001800,0
606,13121001800,0
607,13121002800,0
608,13121002800,0
609,13121002800,0
610,13121002800,0
611,13121002800,0
612,13121002800,0
613,13121002800,0
614,13121002800,0
615,13121002800,0
616,13121002800,0
617,13121002800,0
618,13121002800,0
619,13121002800,0
620,13121002800,0
621,13121002800,0
622,13121002800,0
623,13121002800,0
624,13121002800,0
625,13121002800,0
626,13121002900,0
627,13121002900,0
628,13121002900,0
629,13121002900,0
630,13121002900,0
631,13121002900,0
632,13121002900,0
633,13121002900,0
634,13121002900,0
635,13121002900,0
636,13121002900,0
637,13121003000,0
638,13121003000,0
639,13121003000,0
640,13121003000,0
641,13121003000,0
642,13121003000,0
643,13121003100,0
644,13121003100,0
645,13121003100,0
646,13121003100,0
647,13121003200,0
648,13121003200,0
649,13121003200,0
650,13121003200,0
651,13121003200,0
652,13121011900,0
653,13121011900,0
654,13121011900,0
655,13121011900,0
656,13121011900,0
657,13121011900,0
658,13121011900,0
659,13121011900,0
660,13121011900,0
661,13121011900,0
662,13121011900,0
663,13121011900,0
664,13121011900,0
665,13121011900,0
666,13121011900,0
667,13121011900,0
668,13121011900,0
669,13121011900,0
670,13121011900,0
671,13121011900,0
672,13121011900,0
673,13121011900,0
674,13121011900,0
675,13121011900,0
676,13121011900,0
677,13121011900,0
678,13121011900,0
679,13121011900,0
680,13121011900,0
681,13121011900,0
682,13121011900,0
683,13121011900,0
684,13121011900,0
685,13121011900,0
686,13121011900,0
687,13121011900,0
688,13121011900,0
689,13121011900,0
690,13121011900,0
691,13121011900,0
692,13121011900,0
693,13121011900,0
694,13121011900,0
695,13121011900,0
696,13121011900,0
697,13121011900,0
698,13121011900,0
699,13121011900,0
700,13121011900,0
701,13121001900,0
702,13121001900,0
703,13121001900,0
704,13121001900,0
705,13121001900,0
706,13121001900,0
707,13121001900,0
708,13121001900,0
709,13121001900,0
710,13121001900,0
711,13121001900,0
712,13121001900,0
713,13121001900,0
714,13121001900,0
715,13121001900,0
716,13121001900,0
717,13121001900,0
718,13121001900,0
719,13121001900,0
720,13121001900,0
721,13121001900,0
722,13121001900,0
723,13121001900,0
724,13121001900,0
725,13121001900,0
726,13121001900,0
727,13121001900,0
728,13121001900,0
729,13121001900,0
730,13121001900,0
731,13121001900,0
732,13121001900,0
733,13121002100,0
734,13121002100,0
735,13121002100,0
736,13121002100,0
737,13121002100,0
738,13121002100,0
739,13121002100,0
740,13121002100,0
741,13121002100,0
742,13121002100,0
743,13121002100,0
744,13121003500,0
745,13121003500,0
746,13121003500,0
747,13121003500,0
748,13121003500,0
749,13121003500,0
750,13121003500,0
751,13121003500,0
752,13121003500,0
753,13121003500,0
754,13121003500,0
755,13121003500,0
756,13121003500,0
757,13121003500,0
758,13121003500,0
759,13121003500,0
760,13121003500,0
761,13121003500,0
762,13121003500,0
763,13121003500,0
764,13121003500,0
765,13121003500,0
766,13121003500,0
767,13121003500,0
768,13121003500,0
769,13121003500,0
770,13121003500,0
771,13121003500,0
772,13121003500,0
773,13121003500,0
774,13121003500,0
775,13121003500,0
776,13121003500,0
777,13121003500,0
778,13121003500,0
779,13121003500,0
780,13121003500,0
781,13121003500,0
782,13121004900,0
783,13121004900,0
784,13121004900,0
785,13121004900,0
786,13121004900,0
787,13121004900,0
788,13121004800,0
789,13121004800,0
790,13121012000,5
791,13121012000,5
792,13121012000,5
793,13121012000,5
794,13121012000,5
795,13121012000,5
796,13121012000,5
797,13121012000,5
798,13121012000,5
799,13121012000,5
800,13121012000,5
801,13121012000,5
802,13121012000,5
803,13121012000,5
804,13121012000,5
805,13121012000,5
806,13121012000,5
807,13121012000,5
808,13121012000,5
809,13121005700,5
810,13121005700,5
811,13121005700,5
812,13121004400,5
813,13121004400,5
814,13121004400,5
815,13121004400,5
816,13121004400,5
817,13121004400,5
818,13121004400,5
819,13121005800,5
820,13121005800,5
821,13121005800,5
822,13121005800,5
823,13121006300,5
824,13121006300,5
825,13121006300,5
826,13121006300,5
827,13121006300,5
828,13121006300,5
829,13121005501,5
830,13121005501,5
831,13121005501,5
832,13121005501,5
833,13121005300,0
834,13121005300,0
835,13121005300,0
836,13121005300,0
837,13121005300,0
838,13121005300,0
839,13121005300,0
840,13121005300,0
841,13121005300,0
842,13121005000,0
843,13121005000,0
844,13121005000,0
845,13121005000,0
846,13121005000,0
847,13121005000,0
848,13121005200,4
849,13121005200,4
850,13121005200,4
851,13121005200,4
852,13121005200,4
853,13121005200,4
854,13121006900,4
855,13121006900,4
856,13121006900,4
857,13121006900,4
858,13121006801,4
859,13121006400,4
860,13121006400,4
861,13121006400,4
862,13121005502,0
863,13121005502,0
864,13121005502,0
865,13121005502,0
866,13121006700,4
867,13121006700,4
868,13121006700,4
869,13121006700,4
870,13121006700,4
871,13121006700,4
872,13121006700,4
873,13121007001,4
874,13121007001,4
875,13121007001,4
876,13121007001,4
877,13121007001,4
878,13121007002,4
879,13121007002,4
880,13121007002,4
881,13121007002,4
882,13121007002,4
883,13121007002,4
884,13121007002,4
885,13121007002,4
886,13121006802,4
887,13121007100,4
888,13121007100,4
889,13121007100,4
890,13121007100,4
891,13121007100,4
892,13121007200,4
893,13121007200,4
894,13121007200,4
895,13121007200,4
896,13121007200,4
897,13121007200,4
898,13121007200,4
899,13121007200,4
900,13121007200,4
901,13121007200,4
902,13121007200,4
903,13121007200,4
904,13121007200,4
905,13121007200,4
906,13121007300,4
907,13121007300,4
908,13121007300,4
909,13121007300,4
910,13121007300,4
911,13121007300,4
912,13121007300,4
913,13121007300,4
914,13121007300,4
915,13121007300,4
916,13121007300,4
917,13121007400,4
918,13121007400,4
919,13121007400,4
920,13121007400,4
921,13121007400,4
922,13121007400,4
923,13121007500,4
924,13121007500,4
925,13121007500,4
926,13121007500,4
927,13121007500,4
928,13121007500,4
929,13121007500,4
930,13121007500,4
931,13121007500,4
932,13121007500,4
933,13121006500,0
934,13121006500,0
935,13121006500,0
936,13121006500,0
937,13121006601,7
938,13121006601,7
939,13121006601,7
940,13121006601,7
941,13121006601,7
942,13121006601,7
943,13121006602,7
944,13121006602,7
945,13121006200,7
946,13121006200,7
947,13121006200,7
948,13121004200,0
949,13121004200,0
950,13121004200,0
951,13121004200,0
952,13121004200,0
953,13121004200,0
954,13121004200,0
955,13121004200,0
956,13121004200,0
957,13121004200,0
958,13121004300,0
959,13121004300,0
960,13121004300,0
961,13121004300,0
962,13121004300,0
963,13121004300,0
964,13121003600,0
965,13121003600,0
966,13121003600,0
967,13121003600,0
968,13121003700,0
969,13121003700,0
970,13121003800,0
971,13121003800,0
972,13121003800,0
973,13121003800,0
974,13121003800,0
975,13121003800,0
976,13121003800,0
977,13121003800,0
978,13121003900,0
979,13121003900,0
980,13121003900,0
981,13121004100,7
982,13121004100,7
983,13121004100,7
984,13121004100,7
985,13121004100,7
986,13121004100,7
987,13121004000,0
988,13121004000,0
989,13121004000,0
990,13121004000,0
991,13121004000,0
992,13121006000,7
993,13121006000,7
994,13121006000,7
995,13121006000,7
996,13121006100,7
997,13121006100,7
998,13121008000,7
999,13121008000,7
1000,13121008000,7
1001,13121008000,7
1002,13121008000,7
1003,13121008000,7
1004,13121008000,7
1005,13121008101,7
1006,13121008102,1
1007,13121008102,1
1008,13121008102,1
1009,13121008102,1
1010,13121008102,1
1011,13121008102,1
1012,13121008102,1
1013,13121008102,1
1014,13121007900,0
1015,13121007900,0
1016,13121007900,0
1017,13121007900,0
1018,13121007900,0
1019,13121007900,0
1020,13121007900,0
1021,13121007900,0
1022,13121007900,0
1023,13121007808,1
1024,13121007808,1
1025,13121007808,1
1026,13121007807,1
1027,13121007807,1
1028,13121007807,1
1029,13121007807,1
1030,13121007807,1
1031,13121007807,1
1032,13121007806,1
1033,13121007806,1
1034,13121007806,1
1035,13121007806,1
1036,13121007805,1
1037,13121007805,1
1038,13121007805,1
1039,13121007805,1
1040,13121007805,1
1041,13121007805,1
1042,13121007805,1
1043,13121007805,1
1044,13121007805,1
1045,13121007805,1
1046,13121007802,0
1047,13121007802,0
1048,13121007802,0
1049,13121007802,0
1050,13121007802,0
1051,13121007703,7
1052,13121007703,7
1053,13121007703,7
1054,13121007706,7
1055,13121007706,7
1056,13121007706,7
1057,13121007706,7
1058,13121007706,7
1059,13121007706,7
1060,13121007706,7
1061,13121007706,7
1062,13121007706,7
1063,13121007706,7
1064,13121007706,7
1065,13121007705,7
1066,13121007705,7
1067,13121007705,7
1068,13121007705,7
1069,13121007705,7
1070,13121007705,7
1071,13121007705,7
1072,13121007704,7
1073,13121007704,7
1074,13121007704,7
1075,13121007704,7
1076,13121007704,7
1077,13121007704,7
1078,13121007602,7
1079,13121007602,7
1080,13121007604,7
1081,13121007603,7
1082,13121007603,7
1083,13121007603,7
1084,13121007603,7
1085,13121011201,0
1086,13121011201,0
1087,13121011201,0
1088,13121011201,0
1089,13121011201,0
1090,13121011201,0
1091,13121011301,0
1092,13121011301,0
1093,13121011301,0
1094,13121011301,0
1095,13121011301,0
1096,13121011301,0
1097,13121011301,0
1098,13121011303,0
1099,13121011303,0
1100,13121011303,0
1101,13121011303,0
1102,13121011303,0
1103,13121011303,0
1104,13121011303,0
1105,13121011303,0
1106,13121011303,0
1107,13121011303,0
1108,13121011202,0
1109,13121011202,0
1110,13121011202,0
1111,13121011202,0
1112,13121011202,0
1113,13121011202,0
1114,13121011202,0
1115,13121011202,0
1116,13121011100,0
1117,13121011100,0
1118,13121011100,0
1119,13121011100,0
1120,13121011100,0
1121,13121011000,0
1122,13121011000,0
1123,13121011000,0
1124,13121011000,0
1125,13121011000,0
1126,13121010800,0
1127,13121010800,0
1128,13121010800,0
1129,13121010800,0
1130,13121010800,0
1131,13121010800,0
1132,13121010800,0
1133,13121980000,0
1134,13121980000,0
1135,13121012300,0
1136,13121012300,0
1137,13121012300,0
1138,13121012300,0
1139,13121012300,0
1140,13121012300,0
1141,13121012300,0
1142,13121010601,0
1143,13121010601,0
1144,13121010601,0
1145,13121010601,0
1146,13121010603,6
1147,13121010603,6
1148,13121010603,6
1149,13121010603,6
1150,13121010603,6
1151,13121010603,6
1152,13121010603,6
1153,13121010604,6
1154,13121010604,6
1155,13121010604,6
1156,13121010604,6
1157,13121010604,6
1158,13121011305,6
1159,13121011305,6
1160,13121011305,6
1161,13121011305,6
1162,13121011306,6
1163,13121011306,6
1164,13121011306,6
1165,13121010511,0
1166,13121010511,0
1167,13121010511,0
1168,13121010511,0
1169,13121010511,0
1170,13121010511,0
1171,13121010511,0
1172,13121010511,0
1173,13121010507,6
1174,13121010507,6
1175,13121010507,6
1176,13121010508,0
1177,13121010508,0
1178,13121010516,0
1179,13121010516,0
1180,13121010515,0
1181,13121010515,0
1182,13121010515,0
1183,13121010510,0
1184,13121010510,0
1185,13121010510,0
1186,13121010510,0
1187,13121010510,0
1188,13121010510,0
1189,13121010510,0
1190,13121010510,0
1191,13121010510,0
1192,13121010510,0
1193,13121010510,0
1194,13121010510,0
1195,13121010510,0
1196,13121010510,0
1197,13121010512,0
1198,13121010512,0
1199,13121010512,0
1200,13121010513,0
1201,13121010513,0
1202,13121010513,0
1203,13121010513,0
1204,13121010513,0
1205,13121010513,0
1206,13121010513,0
1207,13121010513,0
1208,13121010513,0
1209,13121010514,0
1210,13121010514,0
1211,13121010514,0
1212,13121010514,0
1213,13121010514,0
1214,13121010514,0
1215,13121010514,0
1216,13121010514,0
1217,13121010514,0
1218,13121010514,0
1219,13121010514,0
1220,13121010514,0
1221,13121010514,0
1222,13121010514,0
1223,13121010514,0
1224,13121010514,0
1225,13121010304,0
1226,13121010304,0
1227,13121010304,0
1228,13121010304,0
1229,13121010304,0
1230,13121010304,0
1231,13121010304,0
1232,13121010304,0
1233,13121010304,0
1234,13121010304,0
1235,13121010304,0
1236,13121010304,0
1237,13121010303,0
1238,13121010303,0
1239,13121010303,0
1240,13121010303,0
1241,13121010303,0
1242,13121010303,0
1243,13121010303,0
1244,13121010303,0
1245,13121010303,0
1246,13121010301,0
1247,13121010301,0
1248,13121010301,0
1249,13121010301,0
1250,13121010301,0
1251,13121010301,0
1252,13121010301,0
1253,13121010301,0
1254,13121010301,0
1255,13121010301,0
1256,13121010301,0
1257,13121010301,0
1258,13121010301,0
1259,13121010301,0
1260,13121010301,0
1261,13121010301,0
1262,13121010400,0
1263,13121010400,0
1264,13121010400,0
1265,13121010400,0
1266,13121010400,0
1267,13121010400,0
1268,13121010400,0
1269,13121010400,0
1270,13121010400,0
1271,13121010400,0
1272,13121010400,0
1273,13121010400,0
1274,13121010400,0
1275,13121010400,0
1276,13121010400,0
1277,13121010400,0
1278,13121010400,0
1279,13121010400,0
1280,13121010400,0
1281,13121010400,0
1282,13121010400,0
1283,13121010400,0
1284,13121010400,0
1285,13121010400,0
1286,13121010400,0
1287,13121010400,0
1288,13121010400,0
1289,13121010400,0
1290,13121010400,0
1291,13121010400,0
1292,13121010400,0
1293,13121010400,0
1294,13121010400,0
1295,13121010400,0
1296,13121010400,0
1297,13089021213,0
1298,13089021213,0
1299,13089021214,0
1300,13089021214,0
1301,13089021210,0
1302,13089021210,0
1303,13089021210,0
1304,13089021210,0
1305,13089021210,0
1306,13089021211,0
1307,13089021211,0
1308,13089021211,0
1309,13089021211,0
1310,13089021305,0
1311,13089021217,0
1312,13089021218,0
1313,13089021218,0
1314,13089021218,0
1315,13089021218,0
1316,13089021216,0
1317,13089021216,0
1318,13089021215,0
1319,13089021215,0
1320,13089021215,0
1321,13089021215,0
1322,13089021215,0
1323,13089021215,0
1324,13089021215,0
1325,13089021202,0
1326,13089021202,0
1327,13089021202,0
1328,13089021202,0
1329,13089021202,0
1330,13089021202,0
1331,13089021202,0
1332,13089021202,0
1333,13089021301,0
1334,13089021301,0
1335,13089021301,0
1336,13089021301,0
1337,13089021301,0
1338,13089021301,0
1339,13089021301,0
1340,13089021301,0
1341,13089021208,0
1342,13089021208,0
1343,13089021208,0
1344,13089021208,0
1345,13089021208,0
1346,13089021208,0
1347,13089021208,0
1348,13089021208,0
1349,13089021209,0
1350,13089021209,0
1351,13089021209,0
1352,13089021209,0
1353,13089021101,0
1354,13089021102,0
1355,13089021102,0
1356,13089021102,0
1357,13089021102,0
1358,13089021102,0
1359,13089021102,0
1360,13089021411,0
1361,13089021412,0
1362,13089021412,0
1363,13089021412,0
1364,13089021405,0
1365,13089021405,0
1366,13089021405,0
1367,13089021405,0
1368,13089021415,0
1369,13089021415,0
1370,13089021415,0
1371,13089021415,0
1372,13089021415,0
1373,13089021417,8
1374,13089021417,8
1375,13089021417,8
1376,13089021417,8
1377,13089021416,8
1378,13089021413,8
1379,13089021414,8
1380,13089021410,0
1381,13089021410,0
1382,13089021409,14
1383,13089021409,14
1384,13089021308,14
1385,13089021308,14
1386,13089021308,14
1387,13089021308,14
1388,13089021204,14
1389,13089021204,14
1390,13089021204,14
1391,13089021204,14
1392,13089021204,14
1393,13089021204,14
1394,13089021204,14
1395,13089021307,0
1396,13089021307,0
1397,13089021307,0
1398,13089021307,0
1399,13089021306,0
1400,13089021306,0
1401,13089021306,0
1402,13089021306,0
1403,13089021306,0
1404,13089021306,0
1405,13089021306,0
1406,13089021306,0
1407,13089021306,0
1408,13089021303,0
1409,13089021303,0
1410,13089021303,0
1411,13089021303,0
1412,13089021303,0
1413,13089021813,0
1414,13089021813,0
1415,13089021814,0
1416,13089021814,0
1417,13089021814,0
1418,13089021814,0
1419,13089021812,0
1420,13089021812,0
1421,13089021812,0
1422,13089021812,0
1423,13089021705,0
1424,13089021705,0
1425,13089021705,0
1426,13089021705,0
1427,13089021705,0
1428,13089021808,0
1429,13089021808,0
1430,13089021808,0
1431,13089021706,14
1432,13089021706,14
1433,13089021706,14
1434,13089021706,14
1435,13089021703,0
1436,13089021703,0
1437,13089021703,0
1438,13089021704,0
1439,13089021704,0
1440,13089021704,0
1441,13089021704,0
1442,13089021704,0
1443,13089021704,0
1444,13089021704,0
1445,13089021704,0
1446,13089021704,0
1447,13089022001,0
1448,13089022001,0
1449,13089022001,0
1450,13089022001,0
1451,13089021805,10
1452,13089021805,10
1453,13089021805,10
1454,13089021805,10
1455,13089021805,10
1456,13089021810,0
1457,13089021810,0
1458,13089021810,0
1459,13089021810,0
1460,13089021810,0
1461,13089021810,0
1462,13089021810,0
1463,13089021810,0
1464,13089021810,0
1465,13089021809,0
1466,13089021809,0
1467,13089021809,0
1468,13089021809,0
1469,13089021809,0
1470,13089021809,0
1471,13089021809,0
1472,13089021809,0
1473,13089021806,15
1474,13089021806,15
1475,13089021806,15
1476,13089021806,15
1477,13089021806,15
1478,13089021806,15
1479,13089021806,15
1480,13089021912,0
1481,13089021912,0
1482,13089021912,0
1483,13089021912,0
1484,13089021907,0
1485,13089021907,0
1486,13089021907,0
1487,13089021907,0
1488,13089021907,0
1489,13089021907,0
1490,13089021907,0
1491,13089021907,0
1492,13089021907,0
1493,13089021907,0
1494,13089021907,0
1495,13089021906,0
1496,13089021906,0
1497,13089021908,15
