TAZ,UNIV,ACRES
2081,0,108
2082,0,237
2083,0,132
2084,0,514
2085,0,667
2086,0,251
2087,0,991
2088,0,263
2089,0,239
2090,0,1410
2091,0,985
2092,0,576
2093,0,998
2094,0,568
2095,0,486
2096,0,393
2097,0,869
2098,0,635
2099,0,405
2100,0,163
2101,0,405
2102,0,88
2103,0,156
2104,0,139
2105,0,222
2106,0,442
2107,0,209
2108,0,460
2109,0,451
2110,0,340
2111,0,117
2112,0,502
2113,0,452
2114,0,97
2115,0,483
2116,0,394
2117,0,354
2118,0,52
2119,0,699
2120,0,379
2121,0,298
2122,0,521
2123,0,607
2124,0,521
2125,0,841
2126,0,1121
2127,0,1574
2128,0,647
2129,0,1163
2130,0,498
2131,0,490
2132,0,661
2133,0,868
2134,0,303
2135,0,1011
2136,0,971
2137,0,592
2138,0,535
2139,0,245
2140,0,472
2141,0,506
2142,0,1405
2143,0,1243
2144,0,640
2145,0,575
2146,0,298
2147,0,844
2148,0,786
2149,0,8
2150,0,7
2151,0,13
2152,0,285
2153,0,25
2154,0,55
2155,5653,80
2156,0,296
2157,0,224
2158,0,228
2159,0,92
2160,0,327
2161,0,327
2162,0,252
2163,0,241
2164,0,2739
2165,0,194
2166,0,101
2167,10051,400
2168,0,92
2169,0,145
2170,0,61
2171,0,206
2172,0,392
2173,0,272
2174,0,56
2175,0,25
2176,0,29
2177,0,118
2178,0,51
2179,0,164
2180,0,47
2181,0,112
2182,0,190
2183,0,49
2184,0,73
2185,0,108
2186,0,215
2187,0,44
2188,0,211
2189,0,15
2190,0,36
2191,0,9
2192,0,11
2193,0,6
2194,0,3
2195,0,16
2196,0,247
2197,0,975
2198,0,1932
2199,0,329
2200,0,476
2201,0,637
2202,157,161
2203,0,715
2204,0,210
2205,0,471
2206,0,639
2207,0,292
2208,0,79
2209,0,260
2210,0,36
2211,0,667
2212,0,518
2213,0,191
2214,0,154
2215,0,316
2216,0,284
2217,0,259
2218,0,449
2219,0,841
2220,0,580
2221,0,26
2222,1117,492
2223,0,881
2224,0,686
2225,0,119
2226,0,495
2227,0,104
2228,0,45
2229,0,681
2230,0,298
2231,0,216
2232,0,401
2233,0,276
2234,0,406
2235,0,333
2236,0,134
2237,0,367
2238,0,178
2239,0,517
2240,0,923
2241,0,1584
2242,0,116
2243,0,74
2244,0,685
2245,0,501
2246,0,277
2247,0,476
2248,0,388
2249,0,649
2250,0,229
2251,0,658
2252,0,132
2253,0,265
2254,0,331
2255,0,604
2256,0,575
2257,0,739
2258,0,264
2259,0,341
2260,0,964
2261,0,377
2262,0,802
2263,0,715
2264,0,902
2265,0,129
2266,0,296
2267,0,72
2268,0,460
2269,0,540
2270,0,601
2271,0,455
2272,0,1129
2273,0,623
2274,0,373
2275,0,256
2276,0,214
2277,0,243
2278,0,1182
2279,0,490
2280,0,57
2281,0,33
2282,0,129
2283,0,43
2284,0,60
2285,73,493
2286,0,109
2287,0,458
2288,0,496
2289,0,291
2290,0,616
2291,0,693
2292,0,432
2293,0,786
2294,0,918
2295,0,67
2296,0,1156
2297,0,1007
2298,0,858
2299,0,1092
2300,0,374
2301,0,673
2302,0,761
2303,0,24
2304,0,480
2305,0,588
2306,0,114
2307,0,212
2308,0,352
2309,0,312
2310,217,311
2311,247,184
2312,0,496
2313,0,155
2314,325,456
2315,0,196
2316,0,160
2317,0,45
2318,0,542
2319,0,1080
2320,0,103
2321,0,1092
2322,934,612
2323,0,41
2324,0,39
2325,0,163
2326,0,23
2327,0,55
2328,0,55
2329,151,138
2330,0,158
2331,0,87
2332,579,239
2333,0,62
2334,0,39
2335,0,215
2336,0,262
2337,0,315
2338,297,262
2339,0,277
2340,0,134
2341,0,177
2342,0,177
2343,0,342
2344,659,152
2345,0,512
2346,0,34
2347,0,31
2348,0,10
2349,0,184
2350,0,552
2351,0,16
2352,0,106
2353,0,41
2354,0,322
2355,0,93
2356,0,39
2357,0,20
2358,0,184
2359,0,209
2360,0,309
2361,0,518
2362,0,269
2363,0,58
2364,0,45
2365,0,186
2366,0,118
2367,0,97
2368,0,335
2369,0,68
2370,0,62
2371,0,242
2372,0,113
2373,0,406
2374,0,242
2375,0,113
2376,0,231
2377,0,641
2378,0,172
2379,0,378
2380,0,111
2381,0,84
2382,0,95
2383,0,35
2384,0,42
2385,0,144
2386,0,96
2387,0,24
2388,0,45
2389,0,62
2390,0,55
2391,0,207
2392,0,42
2393,0,540
2394,0,1009
2395,0,411
2396,0,72
2397,0,295
2398,0,373
2399,0,497
2400,0,326
2401,0,32
2402,0,60
2403,0,380
2404,0,205
2405,0,94
2406,0,300
2407,0,252
2408,0,262
2409,0,478
2410,0,115
2411,0,219
2412,0,218
2413,0,143
2414,0,360
2415,0,105
2416,0,50
2417,0,335
2418,0,260
2419,0,961
2420,0,698
2421,0,258
2422,0,390
2423,0,202
2424,0,561
2425,0,49
2426,0,86
2427,0,123
2428,0,181
2429,0,250
2430,0,85
2431,0,62
2432,0,142
2433,0,406
2434,0,180
2435,0,168
2436,0,421
2437,0,547
2438,0,117
2439,0,337
2440,0,43
2441,0,155
2442,0,115
2443,0,157
2444,0,231
2445,0,299
2446,0,164
2447,0,522
2448,0,418
2449,0,117
2450,0,355
2451,0,67
2452,0,451
2453,0,642
2454,0,670
2455,0,156
2456,0,429
2457,0,168
2458,0,777
2459,0,786
2460,0,524
2461,0,301
2462,0,27
2463,0,459
2464,0,56
2465,0,53
2466,0,340
2467,370,467
2468,0,278
2469,0,129
2470,0,166
2471,0,625
2472,0,388
2473,0,104
2474,0,453
2475,0,555
2476,0,859
2477,0,68
2478,0,85
2479,0,214
2480,0,129
2481,0,234
2482,0,671
2483,0,243
2484,0,500
2485,0,330
2486,0,372
2487,0,84
2488,0,62
2489,0,694
2490,0,333
2491,0,263
2492,0,392
2493,0,123
2494,0,181
2495,0,107
2496,0,168
2497,0,813
2498,0,726
2499,0,784
2500,0,263
2501,0,304
2502,0,848
2503,0,938
2504,0,637
2505,0,366
2506,0,438
2507,0,497
2508,0,139
2509,0,513
2510,0,184
2511,0,225
2512,0,97
2513,0,138
2514,0,73
2515,0,226
2516,201,306
2517,0,639
2518,0,656
2519,0,226
2520,0,1070
2521,0,1285
2522,0,999
2523,0,106
2524,0,301
2525,0,1259
2526,0,516
2527,0,325
2528,0,121
2529,0,142
2530,0,660
2531,0,49
2532,0,761
2533,0,281
2534,0,270
2535,0,189
2536,0,1368
2537,0,391
2538,0,762
2539,0,96
2540,0,134
2541,0,787
2542,0,39
2543,0,38
2544,0,52
2545,0,114
2546,0,313
2547,0,82
2548,425,577
2549,0,153
2550,0,263
2551,0,155
2552,0,56
2553,0,604
2554,0,811
2555,0,468
2556,0,599
2557,0,406
2558,0,85
2559,0,170
2560,0,393
2561,0,148
2562,0,102
2563,0,511
2564,0,310
2565,0,79
2566,0,501
2567,0,441
2568,0,207
2569,0,59
2570,0,275
2571,0,132
2572,0,70
2573,0,585
2574,0,243
2575,0,277
2576,0,814
2577,0,189
2578,0,431
2579,0,555
2580,0,216
2581,0,1048
2582,0,118
2583,605,317
2584,0,473
2585,0,573
2586,0,252
2587,0,142
2588,0,254
2589,0,27
2590,0,391
2591,0,316
2592,350,358
2593,0,693
2594,0,614
2595,0,46
2596,0,62
2597,0,107
2598,0,508
2599,0,193
2600,0,17
2601,0,390
2602,0,289
2603,0,743
2604,0,369
2605,0,44
2606,0,517
2607,0,202
2608,0,210
2609,0,488
2610,0,592
2611,0,266
2612,0,297
2613,0,457
2614,0,946
2615,0,815
2616,0,1241
2617,0,341
2618,0,288
2619,0,649
2620,0,187
2621,0,997
2622,0,385
2623,0,301
2624,0,694
2625,0,838
2626,0,576
2627,0,139
2628,0,47
2629,0,785
2630,0,67
2631,0,1301
2632,0,196
2633,0,614
2634,0,342
2635,0,1093
2636,0,2097
2637,0,848
2638,0,2083
2639,0,745
2640,0,905
2641,0,672
2642,0,420
2643,0,246
2644,0,618
2645,0,1419
2646,0,405
2647,0,532
2648,0,815
2649,0,305
2650,0,416
2651,0,502
2652,0,97
2653,0,413
2654,0,21
2655,0,420
2656,0,199
2657,0,317
2658,0,899
2659,0,1002
2660,0,1313
2661,0,897
2662,0,775
2663,0,614
2664,0,585
2665,0,216
2666,0,1495
2667,0,457
2668,0,995
2669,0,577
2670,0,517
2671,0,167
2672,0,354
2673,0,1329
2674,0,277
2675,0,1103
2676,0,1187
2677,0,201
2678,0,744
2679,0,336
2680,0,120
2681,0,218
2682,0,1226
2683,0,41
2684,0,25
2685,0,705
2686,0,635
2687,0,342
2688,202,916
2689,0,112
2690,0,976
2691,0,913
2692,0,1048
2693,0,214
2694,0,862
2695,0,568
2696,0,277
2697,0,670
2698,0,169
2699,0,390
2700,0,563
2701,0,212
2702,0,287
2703,0,382
2704,0,752
2705,0,73
2706,0,79
2707,0,57
2708,0,224
2709,0,256
2710,0,151
2711,0,536
2712,0,263
2713,0,198
2714,0,600
2715,0,475
2716,0,55
2717,0,570
2718,0,118
2719,0,118
2720,0,346
2721,0,909
2722,0,749
2723,0,430
2724,0,85
2725,0,635
2726,0,84
2727,0,10
2728,0,9
2729,0,94
2730,0,25
2731,0,88
2732,0,65
2733,0,133
2734,0,870
2735,0,702
2736,0,22
2737,0,130
2738,0,21
2739,0,31
2740,0,32
2741,0,112
2742,0,231
2743,0,101
2744,0,76
2745,0,94
2746,0,90
2747,0,118
2748,0,252
2749,0,380
2750,0,884
2751,0,1161
2752,0,38
2753,0,412
2754,0,228
2755,0,299
2756,0,596
2757,0,585
2758,0,534
2759,0,500
2760,140,616
2761,0,65
2762,0,56
2763,0,39
2764,101,157
2765,0,66
2766,0,145
2767,424,450
2768,0,518
2769,0,331
2770,0,158
2771,0,158
2772,0,577
2773,0,425
2774,0,314
2775,202,141
2776,0,281
2777,0,240
2778,6740,263
2779,0,90
2780,0,267
2781,479,167
2782,0,432
2783,0,508
2784,0,377
2785,0,397
2786,0,166
2787,0,277
2788,83,35
2789,0,387
2790,0,385
2791,0,295
2792,0,696
2793,0,730
2794,0,533
2795,0,679
2796,0,40
2797,0,161
2798,0,767
2799,131,584
2800,0,171
2801,0,254
2802,0,176
2803,0,488
2804,0,1570
2805,0,425
2806,0,362
2807,0,872
2808,0,1767
2809,0,403
2810,0,163
2811,212,83
2812,0,104
2813,0,233
2814,0,147
2815,0,489
2816,0,314
2817,0,86
2818,126,233
2819,0,117
2820,0,167
2821,563,195
2822,0,396
2823,0,95
2824,0,15
2825,0,450
2826,0,211
2827,0,516
2828,0,168
2829,0,180
2830,0,239
2831,0,843
2832,0,634
2833,0,77
2834,0,171
2835,0,229
2836,0,729
2837,0,52
2838,0,641
2839,0,587
2840,0,520
2841,0,243
2842,0,555
2843,0,350
2844,0,321
2845,0,704
2846,0,639
2847,0,2059
2848,0,928
2849,0,565
2850,0,147
2851,0,132
2852,0,391
2853,0,389
2854,0,189
2855,0,861
2856,0,477
2857,0,246
2858,0,334
2859,0,221
2860,0,421
2861,0,746
2862,0,1549
2863,0,1379
2864,0,455
2865,0,1718
2866,0,641
2867,0,1076
2868,0,1113
2869,0,116
2870,0,315
2871,0,514
2872,0,351
2873,0,896
2874,0,920
2875,0,1090
2876,0,1127
2877,0,1447
2878,0,1729
2879,0,1187
2880,0,799
2881,0,861
2882,0,1283
2883,0,1456
2884,0,973
2885,0,863
2886,0,834
2887,0,692
2888,0,310
2889,0,963
2890,0,607
2891,0,514
2892,0,285
2893,0,223
2894,0,908
2895,0,538
2896,0,1287
2897,0,916
2898,0,433
2899,0,1190
2900,0,363
2901,0,861
2902,0,1425
2903,0,1687
2904,0,459
2905,0,813
2906,0,1605
2907,0,2378
2908,0,115
2909,0,1020
2910,0,367
2911,0,222
2912,0,403
2913,0,1041
2914,0,511
2915,0,985
2916,0,1936
2917,0,1153
2918,0,1783
2919,0,760
2920,0,1531
2921,0,746
2922,0,989
2923,0,1054
2924,0,823
2925,0,588
2926,0,491
2927,0,692
2928,0,750
2929,0,613
2930,0,122
2931,0,1185
2932,0,638
2933,0,258
2934,0,892
2935,0,591
2936,9479,608
2937,0,354
2938,0,119
2939,0,828
2940,0,1050
2941,0,865
2942,0,133
2943,0,537
2944,0,1411
2945,0,850
2946,0,1451
2947,0,153
2948,0,530
2949,0,571
2950,0,827
2951,0,1070
2952,0,1146
2953,0,225
2954,0,1550
2955,0,2089
2956,0,1219
2957,0,1369
2958,0,541
2959,0,1210
2960,0,313
2961,0,307
2962,0,562
2963,0,913
2964,0,627
2965,0,1980
2966,0,1099
2967,0,894
2968,0,1441
2969,0,928
2970,0,1422
2971,0,1910
2972,0,1072
2973,0,2149
2974,0,1354
2975,0,491
2976,0,974
2977,0,604
2978,0,610
2979,0,362
2980,0,276
2981,0,11
2982,0,55
2983,0,390
2984,0,639
2985,0,729
2986,0,982
2987,0,1051
2988,0,91
2989,0,411
2990,0,789
2991,0,792
2992,0,1510
2993,0,1861
2994,0,565
2995,0,1006
2996,0,218
2997,0,110
2998,0,1095
2999,0,615
3000,0,121
3001,0,1999
3002,0,750
3003,0,1111
3004,0,1397
3005,0,2030
3006,0,3318
3007,0,294
3008,0,264
3009,0,1732
3010,0,1360
3011,0,324
3012,0,450
3013,0,697
3014,0,3322
3015,0,842
3016,0,139
3017,0,295
3018,0,845
3019,0,324
3020,0,372
3021,0,598
3022,0,1295
3023,0,1432
3024,0,1735
3025,0,474
3026,0,596
3027,0,1115
3028,0,494
3029,0,598
3030,0,662
3031,0,342
3032,0,706
3033,0,1642
3034,0,1060
3035,0,432
3036,0,563
3037,0,557
3038,0,212
3039,0,686
3040,0,60
3041,0,490
3042,0,1027
3043,0,486
3044,0,32
3045,0,260
3046,0,104
3047,0,123
3048,0,164
3049,0,36
3050,0,66
3051,0,307
3052,0,210
3053,0,372
3054,0,128
3055,0,263
3056,0,375
3057,0,412
3058,0,347
3059,0,415
3060,0,280
3061,0,71
3062,0,114
3063,0,312
3064,0,690
3065,0,76
3066,0,265
3067,0,641
3068,0,488
3069,0,91
3070,0,574
3071,0,2116
3072,0,1848
3073,0,168
3074,0,81
3075,0,175
3076,0,100
3077,0,307
3078,0,941
3079,0,248
3080,0,415
3081,0,564
3082,0,487
3083,645,1026
3084,0,864
3085,0,43
3086,0,742
3087,0,749
3088,0,1008
3089,0,993
3090,0,699
3091,0,550
3092,0,245
3093,0,507
3094,0,188
3095,0,616
3096,0,712
3097,0,643
3098,0,385
3099,0,461
3100,0,979
3101,0,40
3102,0,146
3103,0,244
3104,0,2405
3105,0,1829
3106,0,483
3107,0,133
3108,0,670
3109,0,1066
3110,0,621
3111,0,1237
3112,0,1100
3113,0,963
3114,0,1165
3115,0,1358
3116,0,1726
3117,0,1078
3118,0,492
3119,0,977
3120,0,788
3121,0,407
3122,0,237
3123,0,380
3124,0,259
3125,0,944
3126,0,548
3127,0,339
3128,0,793
3129,0,1164
3130,0,787
3131,0,675
3132,0,563
3133,0,533
3134,0,489
3135,0,193
3136,0,82
3137,0,137
3138,0,113
3139,0,862
3140,0,652
3141,0,1253
3142,0,456
3143,0,222
3144,0,22
3145,0,95
3146,403,739
3147,0,846
3148,0,309
3149,0,965
3150,0,270
3151,0,676
3152,0,533
3153,0,582
3154,0,301
3155,0,503
3156,0,169
3157,0,839
3158,0,72
3159,0,1292
3160,0,152
3161,0,487
3162,0,131
3163,0,975
3164,0,663
3165,0,537
3166,0,444
3167,0,694
3168,0,119
3169,0,1194
3170,0,362
3171,0,963
3172,0,216
3173,0,633
3174,0,611
3175,0,1439
3176,0,691
3177,0,405
3178,0,54
3179,0,475
3180,0,326
3181,0,402
3182,0,716
3183,0,115
3184,0,653
3185,0,239
3186,0,1394
3187,0,697
3188,0,115
3189,0,915
3190,0,526
3191,0,722
3192,0,814
3193,0,837
3194,0,846
3195,0,265
3196,0,484
3197,0,684
3198,0,426
3199,0,1464
3200,0,127
3201,0,95
3202,0,1416
3203,0,278
3204,0,1227
3205,0,326
3206,0,556
3207,0,537
3208,0,1177
3209,0,1842
3210,0,173
3211,0,55
3212,0,1241
3213,0,284
3214,0,1011
3215,0,1078
3216,0,636
3217,0,2088
3218,0,121
3219,0,324
3220,0,508
3221,0,1434
3222,0,195
3223,0,1206
3224,0,1761
3225,0,819
3226,0,1389
3227,0,964
3228,0,747
3229,0,402
3230,0,1142
3231,0,656
3232,0,1515
3233,0,616
3234,0,353
3235,0,1056
3236,0,1122
3237,0,3632
3238,0,3969
3239,0,910
3240,0,766
3241,0,1292
3242,0,1537
3243,0,1158
3244,0,1665
3245,0,979
3246,0,859
3247,0,506
3248,0,853
3249,0,981
3250,0,1208
3251,0,1786
3252,0,501
3253,0,1526
3254,0,1647
3255,0,706
3256,0,1012
3257,0,509
3258,0,1248
3259,0,3742
3260,0,2090
3261,0,1209
3262,0,1253
3263,0,1586
3264,0,2076
3265,0,1615
3266,0,1041
3267,0,1027
3268,0,1740
3269,0,1209
3270,0,861
3271,0,2294
3272,0,2242
3273,0,684
3274,0,2121
3275,0,939
3276,0,1003
3277,0,1429
3278,0,2207
3279,0,411
3280,0,202
3281,0,425
3282,0,568
3283,0,441
3284,0,4544
3285,0,1041
3286,0,658
3287,0,831
3288,0,1850
3289,0,1463
3290,0,200
3291,0,224
3292,0,2279
3293,1531,1046
3294,0,1388
3295,0,947
3296,0,801
3297,0,1186
3298,0,833
3299,0,196
3300,0,546
3301,0,428
3302,0,481
3303,0,255
3304,0,41
3305,0,197
3306,0,500
3307,0,667
3308,0,151
3309,757,383
3310,0,531
3311,0,1399
3312,0,1631
3313,0,271
3314,0,90
3315,0,628
3316,101,509
3317,0,390
3318,0,30
3319,0,7
3320,0,307
3321,0,58
3322,0,94
3323,0,31
3324,0,201
3325,0,71
3326,0,9
3327,0,7
3328,0,9
3329,0,3
3330,0,3
3331,0,5
3332,0,37
3333,0,1214
3334,0,937
3335,0,19
3336,0,214
3337,0,394
3338,0,294
3339,0,616
3340,0,537
3341,0,465
3342,0,1078
3343,0,131
3344,0,553
3345,0,183
3346,0,53
3347,0,2005
3348,0,732
3349,0,512
3350,0,673
3351,0,265
3352,0,746
3353,0,966
3354,0,889
3355,0,527
3356,0,1527
3357,0,993
3358,0,2262
3359,0,472
3360,0,1643
3361,0,659
3362,0,1181
3363,0,372
3364,0,1093
3365,0,737
3366,0,83
3367,0,217
3368,0,70
3369,0,242
3370,0,1260
3371,0,1313
3372,0,783
3373,0,1075
3374,0,4429
3375,0,2064
3376,0,2792
3377,0,260
3378,0,3498
3379,0,127
3380,0,407
3381,0,647
3382,0,2652
3383,0,2916
3384,0,735
3385,0,1276
3386,0,785
3387,0,84
3388,0,3265
3389,0,76
3390,0,225
3391,0,79
3392,0,641
3393,0,437
3394,0,175
3395,101,66
3396,0,471
3397,0,359
3398,0,223
3399,0,288
3400,546,1155
3401,0,130
3402,0,87
3403,0,321
3404,0,393
3405,0,161
3406,0,281
3407,0,311
3408,0,259
3409,0,101
3410,0,198
3411,0,121
3412,0,166
3413,0,444
3414,0,242
3415,0,204
3416,0,564
3417,0,39
3418,0,51
3419,0,18
3420,0,24
3421,0,34
3422,0,572
3423,0,565
3424,0,139
3425,0,396
3426,0,572
3427,0,506
3428,0,127
3429,0,275
3430,0,1210
3431,0,126
3432,0,247
3433,0,880
3434,0,578
3435,0,874
3436,0,355
3437,0,740
3438,0,349
3439,0,456
3440,0,528
3441,0,476
3442,0,66
3443,0,126
3444,0,14
3445,0,635
3446,0,413
3447,0,826
3448,0,240
3449,415,136
3450,0,582
3451,0,43
3452,0,114
3453,0,74
3454,0,236
3455,0,94
3456,0,196
3457,0,462
3458,0,199
3459,0,225
3460,0,470
3461,0,86
3462,0,53
3463,0,110
3464,0,187
3465,0,67
3466,0,513
3467,0,242
3468,0,178
3469,0,190
3470,0,190
3471,0,102
3472,0,217
3473,0,615
3474,0,489
3475,0,44
3476,0,219
3477,0,24
3478,0,103
3479,0,251
3480,0,535
3481,0,67
3482,0,105
3483,0,88
3484,0,13
3485,61,32
3486,0,253
3487,0,122
3488,0,197
3489,0,83
3490,0,174
3491,0,38
3492,0,84
3493,0,265
3494,0,726
3495,0,302
3496,0,1395
3497,0,336
3498,0,58
3499,0,87
3500,0,305
3501,0,111
3502,0,339
3503,0,101
3504,0,442
3505,0,131
3506,0,267
3507,0,268
3508,0,14
3509,0,656
3510,0,1014
3511,0,431
3512,0,490
3513,0,439
3514,0,274
3515,0,335
3516,0,186
3517,0,498
3518,0,576
3519,0,729
3520,0,369
3521,0,157
3522,0,265
3523,0,250
3524,0,410
3525,0,486
3526,6975,472
3527,0,57
3528,0,149
3529,0,477
3530,0,468
3531,0,298
3532,479,472
3533,0,234
3534,0,243
3535,0,466
3536,0,750
3537,0,65
3538,0,260
3539,0,479
3540,1154,124
3541,568,77
3542,45,808
3543,0,232
3544,0,473
3545,0,544
3546,0,342
3547,0,207
3548,0,61
3549,0,48
3550,0,890
3551,0,694
3552,0,73
3553,0,741
3554,0,605
3555,0,1047
3556,0,96
3557,0,299
3558,0,268
3559,0,746
3560,0,389
3561,0,1482
3562,0,904
3563,0,436
3564,0,285
3565,0,269
3566,0,409
3567,0,351
3568,0,73
3569,0,148
3570,0,836
3571,0,324
3572,0,109
3573,0,67
3574,0,147
3575,0,345
3576,0,66
3577,0,38
3578,0,73
3579,0,309
3580,0,371
3581,0,103
3582,0,74
3583,0,565
3584,0,15
3585,0,59
3586,0,80
3587,0,63
3588,0,46
3589,0,84
3590,0,118
3591,0,276
3592,0,447
3593,0,918
3594,0,773
3595,0,565
3596,0,803
3597,151,124
3598,0,1215
3599,0,852
3600,0,260
3601,0,926
3602,0,798
3603,0,1654
3604,0,265
3605,0,2007
3606,0,641
3607,0,1087
3608,0,512
3609,0,544
3610,0,367
3611,0,656
3612,0,666
3613,0,698
3614,0,410
3615,0,756
3616,0,1002
3617,0,876
3618,0,197
3619,0,894
3620,0,725
3621,0,905
3622,0,1085
3623,0,1139
3624,0,213
3625,0,235
3626,0,300
3627,0,418
3628,0,1559
3629,0,74
3630,0,372
3631,0,892
3632,0,590
3633,0,63
3634,0,331
3635,0,18
3636,0,587
3637,0,437
3638,0,560
3639,0,219
3640,0,1602
3641,0,358
3642,0,1587
3643,0,107
3644,0,123
3645,0,521
3646,0,933
3647,0,337
3648,0,54
3649,0,117
3650,0,253
3651,0,163
3652,0,159
3653,0,490
3654,0,435
3655,0,78
3656,0,25
3657,0,51
3658,0,51
3659,0,1826
3660,0,56
3661,0,89
3662,0,105
3663,0,176
3664,0,249
3665,0,139
3666,0,470
3667,0,733
3668,0,538
3669,0,119
3670,0,698
3671,0,597
3672,0,785
3673,0,746
3674,0,780
3675,0,91
3676,0,285
3677,0,413
3678,0,741
3679,0,451
3680,0,732
3681,0,1045
3682,0,321
3683,0,1108
3684,0,1280
3685,0,826
3686,0,1154
3687,0,996
3688,0,1087
3689,0,525
3690,0,837
3691,0,195
3692,0,960
3693,0,891
3694,0,179
3695,0,383
3696,76,946
3697,0,359
3698,0,143
3699,0,590
3700,0,415
3701,0,605
3702,0,283
3703,0,290
3704,0,390
3705,0,1083
3706,0,890
3707,0,1518
3708,0,1760
3709,0,372
3710,0,861
3711,0,808
3712,0,625
3713,0,255
3714,0,65
3715,0,30
3716,0,910
3717,0,648
3718,0,914
3719,0,781
3720,0,1183
3721,0,1262
3722,0,405
3723,0,588
3724,0,853
3725,0,1239
3726,0,206
3727,0,562
3728,0,264
3729,0,232
3730,0,637
3731,0,1096
3732,0,470
3733,0,422
3734,0,648
3735,0,190
3736,0,92
3737,0,488
3738,0,358
3739,0,837
3740,0,627
3741,0,93
3742,0,249
3743,0,1026
3744,0,1136
3745,0,392
3746,0,484
3747,0,308
3748,0,333
3749,0,589
3750,202,568
3751,0,17
3752,0,111
3753,0,101
3754,0,135
3755,0,853
3756,0,420
3757,0,1196
3758,0,643
3759,0,868
3760,0,826
3761,0,595
3762,0,949
3763,0,1833
3764,0,195
3765,0,252
3766,0,17
3767,0,176
3768,36,677
3769,0,266
3770,0,436
3771,0,396
3772,0,94
3773,0,33
3774,0,1425
3775,0,223
3776,0,505
3777,0,193
3778,0,1108
3779,0,539
3780,0,154
3781,0,997
3782,0,658
3783,0,416
3784,0,258
3785,0,298
3786,0,1649
3787,0,1162
3788,0,814
3789,0,1327
3790,0,2391
3791,0,124
3792,0,193
3793,0,572
3794,0,483
3795,0,96
3796,0,765
3797,0,840
3798,0,577
3799,0,1206
3800,0,390
3801,0,470
3802,0,607
3803,0,712
3804,0,1992
3805,0,1173
3806,0,170
3807,0,951
3808,0,1598
3809,0,1472
3810,0,677
3811,0,1114
3812,0,835
3813,0,879
3814,0,538
3815,0,169
3816,0,859
3817,0,1148
3818,0,561
3819,0,1125
3820,0,864
3821,0,1818
3822,0,583
3823,0,1151
3824,0,1000
3825,0,1042
3826,0,740
3827,0,665
3828,0,511
3829,0,599
3830,0,983
3831,0,1144
3832,0,2212
3833,0,2858
3834,0,1611
3835,0,3022
3836,0,978
3837,0,2946
3838,0,1419
3839,0,334
3840,0,125
3841,0,74
3842,0,1113
3843,0,529
3844,0,1246
3845,0,1461
3846,0,450
3847,0,662
3848,0,1402
3849,0,588
3850,0,1065
3851,0,145
3852,0,1501
3853,202,311
3854,0,308
3855,0,184
3856,0,1150
3857,0,568
3858,0,920
3859,0,595
3860,0,851
3861,0,458
3862,0,1116
3863,0,802
3864,0,1940
3865,0,1153
3866,0,970
3867,0,1176
3868,0,1788
3869,0,2108
3870,0,1798
3871,0,1808
3872,0,1050
3873,0,2452
3874,0,1556
3875,0,1918
3876,0,806
3877,0,2308
3878,0,3025
3879,0,1489
3880,0,661
3881,0,1479
3882,0,602
3883,0,440
3884,0,634
3885,0,342
3886,0,630
3887,0,1415
3888,0,1083
3889,0,1816
3890,0,399
3891,0,1284
3892,0,1966
3893,0,427
3894,0,2209
3895,0,571
3896,0,898
3897,0,1214
3898,0,600
3899,0,424
3900,0,278
3901,0,389
3902,0,1105
3903,0,376
3904,0,447
3905,0,642
3906,0,513
3907,0,432
3908,0,486
3909,0,657
3910,0,186
3911,0,114
3912,0,44
3913,0,231
3914,0,321
3915,0,73
3916,934,771
3917,0,1138
3918,0,517
3919,0,477
3920,1412,222
3921,0,260
3922,0,142
3923,0,449
3924,0,552
3925,0,142
3926,0,138
3927,0,253
3928,0,407
3929,0,1002
3930,0,83
3931,0,842
3932,0,884
3933,0,239
3934,0,597
3935,0,469
3936,0,770
3937,0,76
3938,0,1607
3939,0,379
3940,0,105
3941,0,701
3942,0,699
3943,0,603
3944,0,533
3945,0,394
3946,0,344
3947,0,554
3948,0,222
3949,0,670
3950,0,380
3951,0,563
3952,0,304
3953,0,317
3954,0,246
3955,0,579
3956,0,130
3957,0,194
3958,0,624
3959,0,367
3960,0,253
3961,0,97
3962,0,53
3963,0,653
3964,0,467
3965,0,171
3966,0,438
3967,0,925
3968,0,217
3969,605,598
3970,0,144
3971,0,148
3972,0,264
3973,0,2530
3974,0,230
3975,0,108
3976,0,601
3977,0,1424
3978,0,2360
3979,0,955
3980,0,1184
3981,0,84
3982,0,799
3983,0,822
3984,0,730
3985,0,877
3986,0,1976
3987,0,1587
3988,0,120
3989,0,12126
3990,0,340
3991,0,2053
3992,0,2063
3993,0,4575
3994,0,4926
3995,0,3621
3996,0,5927
3997,0,14462
3998,0,2685
3999,0,846
4000,0,2268
4001,0,1078
4002,0,2067
4003,0,1681
4004,0,1280
4005,1329,554
4006,0,1216
4007,0,1056
4008,0,2177
4009,0,5930
4010,0,1810
4011,0,1823
4012,0,3547
4013,0,4474
4014,0,2220
4015,0,1237
4016,0,1251
4017,0,1282
4018,0,1454
4019,0,2102
4020,0,1192
4021,0,389
4022,0,1929
4023,0,2033
4024,0,3540
4025,0,1123
4026,0,153
4027,0,648
4028,0,324
4029,0,5593
