1	5	1	0	0	0	0	14	12	2	1	1	0	9	20	13	13	5	2	7	39	35	28	10	4	221	622
2	11	2	0	2	1	0	26	28	5	4	1	1	17	51	32	37	11	4	12	97	92	84	27	12	557	1628
3	40	7	0	3	1	0	85	79	14	11	3	2	57	145	78	81	32	13	41	275	220	185	75	27	1474	4112
4	40	1	0	0	0	0	0	12	28	11	3	1	15	59	16	61	25	7	1	133	160	156	60	23	812	2622
5	0	9	0	0	0	0	0	1	14	12	3	1	0	0	46	32	12	3	35	89	94	179	63	17	610	2109
6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	7
7	15	0	0	9	2	1	42	55	13	0	0	0	62	153	9	15	5	1	12	114	65	62	21	10	666	1600
8	48	0	26	4	1	1	7	46	10	19	4	2	21	15	10	9	2	1	1	61	18	42	9	3	360	933
9	14	0	14	2	1	0	2	21	8	8	5	1	0	7	7	3	1	0	0	21	11	18	8	2	154	453
10	3	0	0	0	0	0	0	0	0	0	0	0	3	8	5	1	1	0	0	9	8	3	1	1	43	111
11	8	1	0	0	0	0	0	1	0	0	0	0	6	25	5	6	2	1	0	30	10	18	5	1	119	318
12	3	0	0	0	0	0	0	0	0	0	0	0	3	4	2	3	1	0	0	7	4	9	2	1	39	115
13	24	0	0	0	0	0	5	45	28	0	0	0	37	83	23	23	5	5	2	51	57	169	57	41	655	2104
14	4	0	0	0	0	0	0	1	0	0	0	0	4	1	0	0	0	0	0	0	1	0	1	0	12	20
15	0	2	0	0	0	0	5	4	0	0	0	0	0	1	1	1	3	0	0	5	2	1	1	1	27	73
16	0	16	15	0	0	0	24	24	0	5	2	1	0	11	5	13	7	4	1	37	15	11	4	4	199	546
17	30	7	0	0	0	0	0	3	0	13	3	1	0	12	1	40	12	3	0	85	72	66	17	6	371	1162
18	13	18	0	1	1	0	9	1	0	1	0	0	0	1	0	14	5	1	0	45	36	36	12	5	199	596
19	1	1	9	13	9	0	0	1	0	0	0	0	13	31	25	28	15	0	9	45	15	4	4	0	223	646
20	0	1	0	0	0	0	1	25	0	0	0	0	0	3	0	0	0	0	0	6	14	10	0	3	63	172
21	15	0	0	1	0	0	1	9	1	1	0	0	0	10	15	20	11	5	7	21	15	15	8	3	158	492
22	14	1	1	1	0	0	1	10	1	1	1	0	0	14	25	20	10	5	5	31	21	15	8	5	190	581
23	0	0	0	0	0	0	0	1	7	0	0	0	0	1	6	2	0	0	0	2	5	1	1	0	26	79
24	0	0	0	0	0	0	1	0	0	0	0	0	15	1	0	2	0	0	6	2	1	1	1	0	30	48
25	0	30	1	1	0	0	1	1	8	1	0	0	11	3	7	9	8	1	2	7	5	4	3	1	104	288
26	41	4	0	0	0	0	0	11	1	16	4	0	0	26	44	37	17	1	1	55	50	110	53	16	487	1651
27	2	0	2	2	0	0	34	2	2	2	0	0	0	7	15	14	9	3	2	49	49	46	26	12	278	888
28	0	1	0	1	0	0	12	1	0	1	0	0	0	12	4	11	1	1	0	58	14	37	5	4	163	471
29	0	0	0	0	0	0	11	0	0	0	0	0	0	0	1	0	0	0	0	3	3	1	1	1	21	45
30	35	0	0	0	0	0	28	41	20	17	9	2	0	29	29	10	5	1	1	101	26	89	52	12	507	1518
31	0	3	0	1	0	0	10	6	1	1	0	0	0	13	39	24	4	4	15	25	2	24	5	4	181	544
32	1	13	1	2	0	0	23	20	2	1	0	0	0	44	94	46	16	4	34	83	3	45	14	4	450	1256
33	0	1	0	3	2	0	5	25	3	0	0	0	11	23	26	8	8	0	3	10	7	2	2	0	139	357
34	14	0	0	0	0	0	7	9	0	0	0	0	0	19	9	9	6	1	14	65	28	29	20	8	238	671
35	10	0	0	0	0	0	5	10	0	0	0	0	0	19	13	9	7	1	12	73	38	33	23	8	261	759
36	29	8	0	0	0	0	0	16	0	0	0	0	0	16	25	25	9	8	0	60	37	40	11	7	291	871
37	0	0	0	0	0	0	0	2	0	0	0	0	0	1	3	1	1	0	0	6	6	3	1	1	25	78
38	12	0	0	0	0	0	4	13	0	0	0	0	0	26	23	26	13	5	11	98	65	92	44	17	449	1456
39	1	1	1	2	1	0	25	0	0	0	0	0	10	24	9	17	5	2	11	103	116	81	26	14	449	1356
40	1	1	1	0	0	0	14	1	42	0	0	0	28	30	5	17	3	5	40	43	26	23	7	7	294	742
41	8	8	0	0	0	0	119	125	63	69	21	14	63	63	63	14	0	0	28	28	14	14	8	8	730	1752
42	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	5	24
43	0	0	0	0	0	0	3	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	9	44
44	2	3	0	0	0	0	10	0	0	0	0	0	8	2	3	2	0	0	4	7	10	2	0	0	53	103
45	12	21	0	0	0	0	74	7	0	1	1	1	45	35	28	29	10	9	34	81	74	41	14	12	529	1318
46	8	0	0	0	0	0	16	2	0	0	0	0	27	3	0	1	0	0	13	5	1	1	1	3	81	122
47	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	3	5
48	58	0	0	0	0	0	100	36	16	4	1	1	50	72	61	46	10	10	23	107	111	90	19	21	836	2137
49	4	0	0	0	0	0	8	3	1	0	0	1	2	3	4	4	2	2	2	5	11	8	2	2	64	191
50	1	1	1	1	0	0	8	13	8	4	1	1	10	52	29	14	4	2	72	1	21	32	9	7	292	742
51	1	1	1	0	0	0	2	4	3	1	0	1	2	15	11	2	0	1	26	1	9	3	1	2	87	201
52	64	4	1	1	0	0	45	47	25	13	4	2	27	44	75	61	21	9	3	124	78	146	53	20	867	2585
53	42	24	13	24	11	2	201	78	53	1	0	0	80	183	89	71	28	12	3	93	30	84	32	14	1168	2900
54	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	9
55	7	12	5	8	0	1	80	95	13	16	1	1	56	115	61	56	3	7	19	46	45	20	8	2	677	1599
56	7	3	2	3	4	1	81	27	5	3	10	2	59	33	21	14	29	8	17	14	17	5	7	2	374	887
57	1	0	0	0	0	0	10	1	0	0	0	0	6	3	1	1	0	0	0	0	0	0	0	1	24	39
58	15	1	0	5	1	1	152	98	26	0	0	0	25	32	37	13	1	3	1	1	0	5	1	1	419	789
59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6
61	0	57	0	16	3	3	139	0	0	39	21	7	0	89	116	26	14	7	30	0	0	0	0	0	567	1437
62	21	21	3	3	0	0	43	49	3	3	0	0	28	107	100	64	18	21	0	3	0	0	0	0	487	1275
63	26	9	0	0	0	0	47	17	0	0	0	0	30	39	30	17	4	13	0	0	0	0	0	0	232	494
64	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10
65	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10
66	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4
67	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4
68	28	2	1	1	0	0	42	31	1	5	2	0	53	45	31	9	3	1	1	11	0	1	0	0	268	497
69	1	0	0	1	0	0	1	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	7	14
70	11	1	0	4	1	1	46	10	4	0	0	0	20	27	7	2	3	1	3	7	1	4	4	1	158	307
71	46	5	0	3	1	1	213	46	19	0	0	0	91	131	27	7	0	0	18	33	8	13	3	1	666	1084
72	5	1	1	0	0	0	19	4	2	0	0	0	12	7	4	1	0	0	3	3	2	2	1	1	68	120
73	28	2	0	0	0	0	212	120	81	13	4	1	34	104	2	32	12	1	4	4	1	1	0	0	656	1266
74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
75	12	18	19	0	0	0	232	34	48	36	12	4	124	161	56	31	11	4	26	76	1	11	3	1	920	1847
76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77	100	33	8	5	2	1	257	144	39	12	2	2	188	172	94	63	20	12	62	98	81	39	11	7	1452	2953
78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79	0	0	0	0	0	0	14	0	0	0	0	0	7	62	20	0	3	0	0	17	0	0	0	0	123	254
80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81	0	0	0	0	0	0	195	0	0	0	0	0	93	147	51	29	3	0	10	48	3	7	0	0	586	1009
82	90	15	12	0	0	0	417	90	54	42	3	3	240	263	110	47	4	5	186	128	21	13	1	1	1745	3027
83	7	4	4	7	1	1	191	0	0	0	0	0	35	49	31	49	12	10	24	73	111	47	10	8	674	1589
84	0	0	0	0	0	0	146	146	146	0	0	0	146	146	146	0	0	0	718	0	0	0	0	0	1594	2470
85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	4
86	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	10
87	18	4	1	1	0	0	73	11	4	1	0	0	55	17	4	2	1	0	34	63	34	15	5	2	345	619
88	23	10	4	5	2	0	90	21	8	12	2	1	67	35	12	14	5	3	42	126	93	116	45	14	750	1929
89	21	21	9	9	8	0	80	49	18	21	7	4	60	78	26	27	12	5	36	286	201	209	109	34	1330	3838
90	13	20	5	3	1	7	65	35	27	32	16	8	96	149	99	89	35	13	36	226	127	160	63	23	1348	3880
91	41	58	12	0	0	0	79	12	45	17	4	1	68	108	76	109	27	8	34	142	68	40	11	2	962	2413
92	17	15	0	9	2	1	5	17	2	40	14	3	56	145	56	128	44	13	18	79	140	139	47	14	1004	3197
93	0	8	15	17	8	2	16	25	7	12	4	1	29	18	88	111	48	13	11	155	175	334	152	41	1290	4645
94	14	15	33	20	5	1	14	66	82	26	9	1	168	141	182	283	90	30	56	294	299	371	111	39	2350	7397
95	7	7	5	0	0	1	7	32	15	1	0	0	75	67	29	15	4	4	25	141	49	21	7	5	517	1173
96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	21
97	0	0	1	8	3	1	39	25	1	11	3	1	49	26	98	154	55	20	11	185	174	192	71	28	1156	3823
98	0	0	0	8	1	0	17	13	1	10	3	0	21	17	58	114	44	14	4	117	103	144	55	17	761	2647
99	0	0	0	0	0	0	0	0	0	0	0	0	0	2	13	0	0	0	7	7	9	19	10	12	79	301
100	0	13	0	1	0	0	0	16	44	35	10	3	56	66	64	82	26	10	25	96	130	209	67	25	978	3239
101	3	0	36	0	0	0	55	32	0	30	17	5	30	112	27	32	16	5	42	361	226	270	133	44	1476	4508
102	4	0	7	0	0	0	43	2	0	4	0	0	24	4	2	2	2	0	34	15	21	30	24	2	220	525
103	2	2	0	15	2	2	206	23	0	20	3	2	164	198	115	67	15	8	29	160	97	133	31	13	1307	3160
104	1	9	14	1	0	0	99	34	44	16	4	2	73	128	156	144	47	15	23	154	113	183	56	16	1332	3944
105	0	4	5	0	0	0	26	11	11	4	4	0	31	72	41	46	15	5	7	83	58	109	39	13	584	1791
106	52	1	13	0	0	0	17	4	2	14	3	1	0	90	51	20	7	1	23	120	168	252	72	28	939	2966
107	27	27	0	15	5	2	91	57	12	0	0	0	55	140	106	61	30	8	106	189	136	177	87	23	1354	3702
108	10	10	3	2	1	0	33	28	16	4	1	1	55	36	14	2	1	0	9	51	15	19	4	2	317	663
109	33	15	13	0	0	0	0	34	1	9	2	1	11	50	23	16	5	2	11	113	57	69	19	12	496	1360
110	0	0	0	11	3	1	0	14	13	19	7	2	36	24	25	16	5	2	13	91	50	56	19	11	418	1248
111	24	1	33	4	1	0	48	108	15	25	11	2	51	79	69	78	32	10	20	100	83	143	58	15	1010	3002
112	0	8	0	3	1	0	34	27	12	17	9	3	61	42	78	73	31	12	12	73	60	57	25	9	647	1945
113	0	12	0	3	1	0	37	40	10	17	8	3	66	62	70	73	27	10	13	117	54	57	20	9	709	1997
114	1	18	1	1	0	0	121	58	70	4	0	0	73	144	86	84	26	11	88	73	58	81	23	11	1032	2575
115	2	20	11	0	0	0	3	11	7	12	7	2	29	61	72	109	45	15	36	81	121	138	56	19	857	2860
116	0	0	1	5	3	1	0	0	5	10	5	2	10	1	14	8	4	2	0	7	81	94	51	24	328	1286
117	3	3	2	10	0	2	5	10	9	16	3	3	143	27	21	13	3	3	3	210	133	161	37	36	856	2452
118	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7
119	24	0	0	0	0	0	24	0	0	0	0	0	2	0	0	0	0	0	9	1	0	1	1	2	64	83
120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	4
121	170	0	0	3	1	0	179	61	1	9	8	1	15	144	41	36	15	5	64	201	209	257	89	40	1549	4063
122	9	0	0	0	0	0	14	13	0	27	2	2	0	14	33	23	5	3	3	8	63	65	19	14	317	1089
123	33	15	11	0	0	0	103	74	16	0	0	0	65	111	34	49	19	5	13	66	27	65	26	8	740	1771
124	133	30	37	0	0	0	404	155	52	1	0	0	259	235	119	89	28	8	54	144	92	117	37	12	2006	4174
125	5	1	1	0	0	0	19	4	2	0	0	0	12	7	4	1	0	0	3	3	2	2	1	1	68	120
126	102	30	20	28	0	24	275	162	109	75	60	57	56	140	65	51	50	50	11	40	34	37	32	24	1532	4378
127	30	13	12	16	0	20	83	68	62	43	39	48	17	58	37	29	31	44	3	16	18	20	20	23	750	2709
128	24	12	9	7	30	0	74	51	28	16	9	19	18	72	45	36	19	24	2	14	9	12	3	15	548	1679
129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
130	52	18	1	0	1	2	66	37	11	1	1	2	43	50	8	2	1	4	8	3	1	2	0	3	317	560
131	59	30	5	19	8	2	74	59	62	23	12	9	49	77	37	45	21	17	8	4	14	25	15	11	685	1885
132	14	4	2	0	3	0	41	19	7	3	1	3	10	27	10	8	2	3	1	4	3	2	0	3	170	379
133	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	14
134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135	16	10	0	0	0	0	42	13	3	9	3	1	44	40	37	21	9	2	7	53	56	57	23	5	451	1201
136	2	1	0	0	0	0	0	5	2	1	0	0	4	9	4	8	1	2	4	12	7	9	4	2	77	224
137	26	19	0	0	0	0	0	50	27	14	4	2	36	83	49	61	23	10	37	109	73	80	27	13	743	2116
138	41	5	0	0	0	0	59	67	24	4	1	0	117	193	57	73	16	9	33	100	73	25	5	2	904	2027
139	5	4	0	0	0	0	13	23	12	0	0	0	26	48	9	16	9	2	8	48	26	37	18	7	311	841
140	2	1	0	0	0	0	7	5	2	0	0	0	13	9	4	5	4	0	4	9	9	9	7	2	92	244
141	12	8	0	0	0	0	28	39	21	1	0	0	60	82	18	25	0	2	17	83	53	52	1	7	509	1190
142	25	28	0	0	0	0	25	31	5	11	3	1	12	50	24	12	3	2	4	112	53	42	14	5	462	1169
143	114	27	0	0	0	0	116	31	2	9	2	1	59	50	10	10	3	2	18	115	23	37	13	7	649	1233
144	31	0	0	0	0	0	31	0	0	0	0	0	15	0	0	0	0	0	4	0	3	0	0	0	84	90
145	60	0	0	0	0	0	117	51	26	28	10	5	50	99	3	23	8	4	7	53	65	23	9	4	645	1437
146	45	3	0	26	9	4	69	62	21	16	5	2	136	73	72	12	4	2	82	125	44	25	9	4	850	1796
147	122	0	0	0	0	0	61	50	44	25	9	5	11	14	28	50	17	11	28	202	130	138	44	33	1022	2897
148	7	5	0	0	0	0	68	23	0	2	1	1	2	45	33	36	15	11	12	56	41	21	8	7	394	1046
149	13	2	1	0	0	0	16	19	2	7	2	1	8	35	27	13	4	3	9	55	37	27	9	7	297	806
150	138	8	3	0	0	0	161	99	7	29	11	4	74	186	109	55	21	7	89	287	154	122	47	16	1627	3836
151	0	0	0	0	0	0	2	1	0	0	0	0	1	2	0	0	0	0	1	4	0	0	0	0	11	18
152	14	26	0	7	3	1	42	51	20	24	11	3	27	124	47	58	26	5	19	147	151	93	40	11	950	2700
153	21	10	0	1	0	0	68	18	8	5	0	1	44	46	17	14	0	1	32	53	59	25	1	3	427	890
154	20	13	0	4	1	0	64	27	11	16	3	2	43	63	24	41	10	4	30	74	76	65	16	8	615	1590
155	0	0	0	14	3	1	0	9	8	1	0	0	18	7	15	11	3	1	21	116	74	89	23	9	423	1266
156	97	9	27	0	0	0	147	145	41	26	5	2	121	137	71	35	8	2	104	163	14	32	8	2	1196	2352
157	3	10	0	0	0	0	21	21	0	0	0	0	17	24	23	1	1	1	11	37	14	0	3	4	191	406
158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
159	2	9	0	0	0	0	18	19	0	0	0	0	13	19	24	21	5	4	11	32	13	32	7	4	233	637
160	15	5	3	2	0	0	8	16	13	6	3	4	4	8	4	10	3	4	1	8	0	2	1	2	122	350
161	47	14	5	4	3	2	27	37	31	13	7	2	15	20	11	15	9	7	1	23	0	4	2	2	301	747
162	52	10	8	7	7	8	29	29	40	23	16	23	17	15	12	27	20	28	2	18	0	8	7	7	413	1415
163	27	11	2	2	3	2	15	31	11	3	4	11	9	17	3	5	7	12	1	19	0	1	2	2	200	544
164	13	4	3	0	0	2	7	10	17	1	3	6	5	6	6	2	3	6	1	6	0	1	1	2	105	309
165	19	9	4	8	2	2	58	43	12	12	4	2	44	61	27	12	3	3	3	37	16	8	3	2	394	879
166	67	19	9	14	7	5	201	101	29	24	12	10	158	145	65	23	11	10	13	91	39	14	8	5	1080	2259
167	1	1	11	3	2	2	4	8	9	23	9	9	3	24	59	46	17	18	0	15	23	19	8	8	322	1209
168	61	21	24	9	6	3	190	84	19	54	31	21	121	287	133	104	61	39	15	178	51	42	23	16	1593	4172
169	11	17	1	1	0	0	61	29	33	14	7	1	90	140	73	32	15	4	27	274	169	159	73	19	1250	3390
170	103	33	8	14	3	1	324	124	109	69	21	13	192	339	120	67	21	13	70	227	235	274	86	47	2513	6386
171	59	13	1	0	0	0	197	89	30	19	4	4	68	197	109	93	30	15	17	93	79	65	24	10	1216	2973
172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
173	40	8	0	1	0	0	130	56	21	10	4	0	74	176	74	68	21	3	44	185	105	97	31	7	1155	2789
174	30	11	14	1	0	0	211	67	50	37	12	3	141	275	141	155	50	14	71	227	207	211	67	17	2012	5334
175	12	5	1	1	0	0	61	39	20	25	10	4	16	48	63	94	41	20	10	71	80	104	41	25	791	2596
176	18	25	17	0	0	0	66	21	33	27	12	5	62	36	27	49	25	11	58	202	149	270	142	62	1317	4230
177	7	4	1	0	0	0	12	19	0	1	0	0	30	46	13	18	9	3	37	316	188	258	89	34	1085	3285
178	65	7	2	0	0	0	64	29	1	0	0	0	213	161	26	23	7	2	44	153	72	48	12	8	937	1834
179	37	0	0	0	0	0	24	17	2	8	0	0	50	50	17	15	0	1	24	69	53	34	1	1	403	868
180	23	0	0	0	0	0	13	44	4	23	11	2	30	128	34	51	25	8	14	179	113	112	52	12	878	2556
181	0	0	0	0	0	0	36	18	5	32	14	4	0	32	64	57	25	9	0	186	161	299	125	33	1100	3871
182	122	48	50	25	6	4	507	219	89	58	17	11	213	313	95	86	23	17	69	87	48	20	5	4	2136	4333
