TAZ,FIPS,Emp,N11,N21,N22,N23,N313233,N42,N4445,N4849,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N92,Cons,Manu,TCU,Whol,Retail,FIRE,Serv,Govt
36,121,19,0,0,0,8,0,1,3,0,0,0,0,5,0,1,0,0,0,0,1,0,8,0,0,1,3,0,7,0
37,121,11,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,1,0,0,0,0,0,0,0,11,0
38,121,92,0,0,0,5,0,19,1,0,0,0,2,14,0,11,0,0,0,37,3,0,5,0,0,19,38,2,28,0
39,121,752,0,0,0,0,27,14,47,0,0,9,4,76,4,50,6,179,10,324,2,0,0,27,0,14,371,13,327,0
40,121,30,0,0,0,5,0,3,1,0,0,0,0,14,0,1,0,0,0,0,6,0,5,0,0,3,1,0,21,0
41,121,829,0,0,0,6,6,0,80,0,0,17,0,370,0,74,127,31,0,112,6,0,6,6,0,0,192,17,608,0
42,121,536,0,0,0,12,0,1,19,0,0,24,0,265,0,55,12,10,0,137,1,0,12,0,0,1,156,24,343,0
43,121,332,0,0,0,0,0,24,131,0,0,12,0,0,0,54,0,72,0,38,1,0,0,0,0,24,169,12,127,0
44,121,252,0,0,0,4,6,47,27,0,0,4,9,0,0,19,76,10,0,36,6,8,4,6,0,47,63,13,111,8
45,121,390,0,0,0,27,0,15,156,0,4,6,0,33,0,20,86,1,0,36,6,0,27,0,4,15,192,6,146,0
46,121,283,0,0,0,3,9,116,33,0,4,37,0,31,0,21,1,28,0,0,0,0,3,9,4,116,33,37,81,0
47,121,233,0,0,0,2,9,37,19,0,20,30,0,27,0,12,0,55,0,0,22,0,2,9,20,37,19,30,116,0
48,121,78,0,0,0,1,0,1,0,0,3,0,0,16,0,10,1,36,0,0,10,0,1,0,3,1,0,0,73,0
49,121,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0
50,121,29,0,0,0,5,2,0,0,0,0,0,0,13,0,3,0,4,0,0,0,2,5,2,0,0,0,0,20,2
51,121,33,0,0,0,28,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,28,2,0,0,0,0,1,2
52,121,473,0,0,0,6,1,1,0,0,0,5,1,34,0,37,329,18,0,41,0,0,6,1,0,1,41,6,418,0
53,121,537,0,0,0,28,0,4,56,0,4,6,2,96,10,31,1,136,1,115,47,0,28,0,4,4,171,8,322,0
54,121,1238,0,0,0,41,0,39,101,1,30,19,7,81,31,74,193,143,6,292,172,8,41,0,31,39,393,26,700,8
55,121,865,0,0,0,2,7,19,184,33,9,19,3,160,27,50,5,275,0,60,12,0,2,7,42,19,244,22,529,0
56,121,1003,0,0,0,19,7,75,92,33,9,37,0,49,151,58,3,395,0,40,35,0,19,7,42,75,132,37,691,0
57,121,497,0,0,0,0,0,2,360,33,30,5,0,15,0,26,0,2,0,3,21,0,0,0,63,2,363,5,64,0
58,121,4797,0,0,0,463,198,675,329,889,135,58,7,362,460,238,2,829,0,61,89,2,463,198,1024,675,390,65,1980,2
59,121,3512,0,0,71,34,40,87,58,0,3,194,0,279,0,183,0,2412,0,65,84,2,34,40,74,87,123,194,2958,2
60,121,536,0,0,0,0,2,0,124,0,154,0,0,5,1,57,0,0,0,23,91,79,0,2,154,0,147,0,154,79
61,121,7066,0,0,0,131,9,589,206,61,2938,613,275,1166,362,331,66,177,0,52,77,13,131,9,2999,589,258,888,2179,13
62,121,652,0,0,0,4,45,35,28,7,164,26,0,146,0,73,1,72,0,3,0,48,4,45,171,35,31,26,292,48
63,121,1354,0,0,0,0,0,314,9,210,2,489,5,224,0,100,1,0,0,0,0,0,0,0,212,314,9,494,325,0
64,121,290,0,0,0,0,0,0,12,0,0,0,0,0,0,24,0,0,42,199,0,13,0,0,0,0,211,0,66,13
65,121,87,0,0,0,0,0,0,71,0,0,0,0,0,0,3,0,0,0,0,0,13,0,0,0,0,71,0,3,13
66,121,466,0,0,0,0,0,5,1,0,0,12,0,13,0,61,0,10,1,361,0,2,0,0,0,5,362,12,85,2
67,121,1003,0,0,0,0,0,0,480,0,3,23,0,5,0,86,0,4,1,394,5,2,0,0,3,0,874,23,101,2
68,121,1986,0,0,0,0,0,14,1179,0,40,23,7,10,0,110,0,5,1,419,176,2,0,0,40,14,1598,30,302,2
69,121,6908,0,0,0,0,266,106,2969,0,161,574,16,835,238,433,0,23,1,1078,206,2,0,266,161,106,4047,590,1736,2
70,121,2404,0,0,0,37,0,264,268,0,441,200,1,402,24,178,0,509,0,60,20,0,37,0,441,264,328,201,1133,0
71,121,2159,0,0,0,0,0,147,0,71,30,289,28,1055,18,112,9,191,6,122,12,69,0,0,101,147,122,317,1403,69
72,121,83,0,0,0,0,0,6,2,3,0,39,0,20,0,11,0,0,0,1,1,0,0,0,3,6,3,39,32,0
73,121,98,0,0,0,4,0,3,0,49,0,16,5,3,0,11,0,4,0,0,3,0,4,0,49,3,0,21,21,0
74,121,692,0,0,0,0,0,0,150,0,0,5,6,0,0,32,0,0,0,4,0,495,0,0,0,0,154,11,32,495
75,121,338,0,0,0,0,0,0,0,0,0,39,1,30,0,22,193,2,0,0,0,51,0,0,0,0,0,40,247,51
76,121,2067,0,0,0,0,144,1295,0,0,1,95,8,156,0,126,0,0,0,57,185,0,0,144,1,1295,57,103,467,0
77,121,2164,0,0,0,7,5,0,507,1,676,35,10,40,0,126,0,58,0,504,9,186,7,5,677,0,1011,45,233,186
78,121,1069,0,0,0,12,12,59,71,0,91,148,67,0,56,107,3,19,131,285,8,0,12,12,91,59,356,215,324,0
79,121,2744,0,0,0,1,0,10,68,3,2150,16,21,131,17,269,3,53,0,0,2,0,1,0,2153,10,68,37,475,0
80,121,2313,0,0,0,0,47,0,606,0,25,86,44,337,198,249,3,43,0,386,144,145,0,47,25,0,992,130,974,145
81,121,49,0,0,0,0,0,0,0,0,0,12,13,1,0,4,3,0,0,16,0,0,0,0,0,0,16,25,8,0
82,121,446,0,0,0,9,12,0,0,0,265,0,14,77,0,11,0,4,0,53,1,0,9,12,265,0,53,14,93,0
83,121,209,0,0,0,44,1,0,113,7,0,3,1,10,1,14,2,0,0,0,13,0,44,1,7,0,113,4,40,0
84,121,538,0,0,0,0,0,0,0,0,465,9,19,0,0,36,0,0,0,3,6,0,0,0,465,0,3,28,42,0
85,121,5898,0,0,0,380,14,255,55,23,633,1109,388,2465,0,368,0,35,0,164,9,0,380,14,656,255,219,1497,2877,0
86,121,2485,0,0,0,0,0,337,67,989,11,62,0,19,0,98,0,29,825,48,0,0,0,0,1000,337,115,62,971,0
87,121,8275,0,0,0,492,219,404,33,23,3680,887,36,492,326,908,0,350,0,384,24,17,492,219,3703,404,417,923,2100,17
88,121,1335,0,0,0,0,9,85,3,23,8,217,23,49,166,701,0,0,35,9,7,0,0,9,31,85,12,240,958,0
89,121,500,0,0,0,9,1,113,0,23,0,12,15,7,0,26,1,1,194,12,86,0,9,1,23,113,12,27,315,0
90,121,927,0,0,0,18,0,340,19,23,0,6,7,33,0,35,211,4,186,38,7,0,18,0,23,340,57,13,476,0
91,121,825,1,0,0,1,1,8,114,0,2,28,1,109,1,52,11,53,2,316,125,0,1,1,2,8,430,29,354,0
92,121,383,0,0,0,0,0,10,120,1,0,6,0,52,1,30,15,19,0,115,14,0,0,0,1,10,235,6,131,0
93,121,173,0,0,0,5,2,22,9,7,1,6,1,41,1,10,9,13,1,28,17,0,5,2,8,22,37,7,92,0
94,121,563,0,0,0,12,4,16,24,0,8,14,42,62,34,42,225,1,0,78,1,0,12,4,8,16,102,56,365,0
95,121,1527,0,0,0,2,0,0,318,0,0,0,0,78,0,203,32,107,160,510,117,0,2,0,0,0,828,0,697,0
96,121,2162,0,0,0,0,164,187,6,271,49,661,93,220,61,178,79,83,0,107,1,2,0,164,320,187,113,754,622,2
97,121,3996,0,0,0,35,1149,314,6,1,1,1477,0,208,426,280,2,25,50,20,0,2,35,1149,2,314,26,1477,991,2
98,121,310,0,0,0,0,0,3,0,0,0,0,0,37,0,25,241,1,0,1,0,2,0,0,0,3,1,0,304,2
99,121,110,0,0,8,4,0,0,0,0,0,3,3,0,0,11,79,0,0,0,2,0,4,0,8,0,0,6,92,0
100,121,165,0,0,0,10,6,18,13,0,3,7,12,35,0,11,9,18,0,4,19,0,10,6,3,18,17,19,92,0
101,121,3953,0,0,0,36,15,15,1262,4,0,42,19,1431,1,293,550,47,83,118,37,0,36,15,4,15,1380,61,2442,0
102,121,342,0,0,0,0,0,0,24,0,0,0,0,0,0,28,217,0,0,73,0,0,0,0,0,0,97,0,245,0
103,121,317,0,0,0,4,0,8,28,1,0,12,43,30,0,20,3,17,84,65,2,0,4,0,1,8,93,55,156,0
104,121,805,0,0,0,5,0,7,150,0,0,9,0,41,1,76,369,75,0,62,10,0,5,0,0,7,212,9,572,0
105,121,25,0,0,0,0,0,3,1,1,0,0,0,14,1,2,0,0,3,0,0,0,0,0,1,3,1,0,20,0
106,121,1047,0,0,0,8,0,8,68,0,4,44,10,114,17,55,5,356,33,68,17,240,8,0,4,8,136,54,597,240
107,121,617,0,0,0,4,0,2,41,0,58,39,12,57,0,42,111,131,1,65,54,0,4,0,58,2,106,51,396,0
108,121,1191,0,0,0,1,18,0,563,0,15,1,14,2,1,70,2,24,267,166,47,0,1,18,15,0,729,15,413,0
109,121,47,0,0,0,2,2,5,0,0,1,7,3,14,0,4,0,4,2,0,3,0,2,2,1,5,0,10,27,0
110,121,131,0,0,0,5,1,90,3,0,0,0,0,12,0,8,0,12,0,0,0,0,5,1,0,90,3,0,32,0
111,121,290,1,0,0,0,0,5,55,0,2,5,15,35,0,20,66,28,0,28,30,0,0,0,2,5,83,20,180,0
112,121,44,0,0,0,4,0,0,15,0,0,0,1,16,0,2,0,1,0,0,5,0,4,0,0,0,15,1,24,0
113,121,244,0,0,0,0,0,4,58,0,0,6,1,0,0,15,1,37,0,122,0,0,0,0,0,4,180,7,53,0
114,121,1142,0,0,0,32,0,8,249,1,0,21,11,52,0,66,289,42,0,302,69,0,32,0,1,8,551,32,518,0
115,121,39,0,0,0,0,0,0,0,0,0,0,0,25,0,2,0,10,1,0,1,0,0,0,0,0,0,0,39,0
116,121,15,0,0,0,0,1,0,0,0,10,0,0,2,0,2,0,0,0,0,0,0,0,1,10,0,0,0,4,0
117,121,1618,0,0,0,5,29,75,1,0,35,119,39,777,0,164,112,43,6,213,0,0,5,29,35,75,214,158,1102,0
118,121,2265,0,0,0,8,4,32,332,0,553,90,0,282,55,227,0,58,0,538,0,86,8,4,553,32,870,90,622,86
119,121,4059,0,0,0,0,6,1528,0,0,46,792,28,703,20,430,0,443,1,60,0,2,0,6,46,1528,60,820,1597,2
120,121,2178,0,0,0,6,39,498,1,43,34,756,9,304,0,242,9,228,1,6,0,2,6,39,77,498,7,765,784,2
121,121,152,0,0,0,0,1,34,1,0,2,6,16,72,0,12,0,2,1,0,3,2,0,1,2,34,1,22,90,2
122,121,4603,0,0,0,30,637,581,672,36,91,598,157,708,18,458,8,242,1,199,165,2,30,637,127,581,871,755,1600,2
123,121,917,0,0,0,52,0,27,10,169,9,19,5,61,0,94,199,99,2,112,59,0,52,0,178,27,122,24,514,0
124,121,1057,0,0,0,63,0,85,6,0,0,9,23,51,0,81,360,231,0,86,57,5,63,0,0,85,92,32,780,5
125,121,2895,0,0,0,0,135,108,9,0,344,514,129,768,478,147,28,175,0,57,3,0,0,135,344,108,66,643,1599,0
126,121,524,0,0,0,0,0,73,31,10,2,12,21,86,0,35,0,93,31,117,13,0,0,0,12,73,148,33,258,0
127,121,168,0,0,0,8,0,0,0,1,0,1,0,6,0,10,0,25,0,114,3,0,8,0,1,0,114,1,44,0
128,121,443,0,0,0,5,23,0,302,0,0,1,3,29,0,22,0,42,0,16,0,0,5,23,0,0,318,4,93,0
129,121,162,0,0,0,0,0,0,116,0,0,1,0,5,0,19,0,0,0,21,0,0,0,0,0,0,137,1,24,0
130,121,3108,0,0,0,18,0,234,654,356,305,686,67,99,0,262,32,77,9,213,96,0,18,0,661,234,867,753,575,0
131,121,3498,0,0,0,207,187,287,164,529,26,387,51,351,660,223,61,61,83,169,52,0,207,187,555,287,333,438,1491,0
132,121,946,0,0,0,18,0,19,99,4,28,1,5,102,72,49,174,52,23,264,36,0,18,0,32,19,363,6,508,0
133,121,428,0,0,0,66,0,16,110,12,0,12,5,25,0,28,0,46,0,81,27,0,66,0,12,16,191,17,126,0
134,121,218,0,0,0,0,0,0,24,0,0,14,9,0,0,19,0,4,0,119,29,0,0,0,0,0,143,23,52,0
135,121,2439,0,0,0,49,22,94,601,9,27,111,3,334,0,228,269,385,126,131,50,0,49,22,36,94,732,114,1392,0
136,121,20,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,5,0,11,0,0,0,0,4,0,11,0,5,0
137,121,107,0,0,0,4,0,18,1,3,1,0,0,16,0,11,0,30,0,11,12,0,4,0,4,18,12,0,69,0
138,121,90,0,0,0,1,0,0,25,0,0,0,0,7,0,8,0,46,0,0,3,0,1,0,0,0,25,0,64,0
139,121,319,0,0,0,1,2,0,18,0,0,1,0,0,0,20,144,0,4,92,37,0,1,2,0,0,110,1,205,0
140,121,1385,0,0,0,0,0,7,187,0,827,27,4,7,0,102,0,10,0,195,19,0,0,0,827,7,382,31,138,0
141,121,885,0,0,0,10,0,25,176,0,12,23,0,61,0,57,296,163,0,53,9,0,10,0,12,25,229,23,586,0
142,121,32,0,0,0,6,0,10,0,0,0,0,0,2,3,7,1,2,0,0,1,0,6,0,0,10,0,0,16,0
143,121,753,0,0,0,68,0,126,150,0,0,34,13,84,10,65,11,151,0,40,1,0,68,0,0,126,190,47,322,0
144,121,665,0,0,0,0,0,0,84,0,15,0,17,48,0,56,0,49,0,394,2,0,0,0,15,0,478,17,155,0
145,121,753,0,0,0,31,28,23,22,93,3,108,17,219,10,45,14,29,1,69,41,0,31,28,96,23,91,125,359,0
146,121,1461,0,0,0,22,0,2,210,22,15,42,105,157,13,134,368,52,25,208,47,39,22,0,37,2,418,147,796,39
147,121,635,0,0,0,4,6,2,175,0,2,21,0,8,0,35,0,202,0,150,30,0,4,6,2,2,325,21,275,0
148,121,145,0,0,0,18,0,7,27,0,0,10,2,24,0,18,0,35,1,0,3,0,18,0,0,7,27,12,81,0
149,121,5,0,0,0,0,0,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,1,0
150,121,1070,0,0,0,53,12,23,40,0,13,35,7,591,9,73,0,112,8,69,25,0,53,12,13,23,109,42,818,0
151,121,527,0,0,0,0,0,2,62,3,0,9,0,21,0,32,0,240,2,149,7,0,0,0,3,2,211,9,302,0
152,121,270,0,0,0,13,0,18,3,0,3,5,0,10,0,27,107,70,11,0,3,0,13,0,3,18,3,5,228,0
153,121,44,0,0,0,9,0,0,0,0,0,0,0,30,0,3,0,2,0,0,0,0,9,0,0,0,0,0,35,0
154,121,592,0,0,0,23,29,4,28,0,0,19,14,78,0,45,152,58,0,43,99,0,23,29,0,4,71,33,432,0
155,121,715,0,0,29,30,0,3,123,1,0,0,17,10,1,47,186,100,55,100,13,0,30,0,30,3,223,17,412,0
156,121,262,0,0,0,0,0,10,16,1,0,13,1,25,4,17,5,52,6,82,30,0,0,0,1,10,98,14,139,0
157,121,432,0,0,0,26,4,0,12,0,0,4,93,149,3,35,1,4,1,73,27,0,26,4,0,0,85,97,220,0
158,121,22,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,7,6,0,0,0,0,0,7,6,0,9,0
159,121,198,0,0,0,1,30,14,1,0,0,4,0,30,0,26,66,18,0,0,0,8,1,30,0,14,1,4,140,8
160,121,172,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,162,0,0,0,0,0,0,10,162
161,121,1187,0,0,0,55,80,0,22,0,3,1,7,41,14,73,11,81,17,28,32,722,55,80,3,0,50,8,269,722
162,121,461,0,0,0,0,0,8,203,0,0,17,13,10,122,26,0,6,0,28,28,0,0,0,0,8,231,30,192,0
163,121,914,0,0,0,31,15,23,145,0,6,127,1,187,0,63,22,96,0,65,106,27,31,15,6,23,210,128,474,27
164,121,426,0,0,0,1,53,33,41,0,4,9,93,19,0,36,0,16,0,115,6,0,1,53,4,33,156,102,77,0
165,121,382,0,0,0,0,0,43,0,10,0,72,82,25,0,11,48,2,0,89,0,0,0,0,10,43,89,154,86,0
166,121,889,0,0,0,39,0,43,175,10,16,72,0,3,0,66,0,0,64,382,19,0,39,0,26,43,557,72,152,0
167,121,608,0,0,0,0,0,0,156,0,1,16,0,2,1,82,0,0,1,341,8,0,0,0,1,0,497,16,94,0
168,121,662,0,0,0,109,0,66,1,6,1,10,32,48,1,139,143,43,1,60,2,0,109,0,7,66,61,42,377,0
169,121,174,0,0,0,2,0,8,1,91,0,3,3,23,0,11,0,2,1,0,29,0,2,0,91,8,1,6,66,0
170,121,3764,0,0,0,21,16,78,1410,0,201,124,145,154,38,415,242,204,8,424,284,0,21,16,201,78,1834,269,1345,0
171,121,5007,0,0,0,47,189,1528,78,45,1024,228,48,251,0,1156,127,112,15,127,32,0,47,189,1069,1528,205,276,1693,0
172,121,1892,0,0,0,18,0,231,114,25,4,522,20,733,3,149,0,29,0,38,6,0,18,0,29,231,152,542,920,0
173,121,1285,0,0,0,34,6,91,293,7,0,161,76,72,0,95,8,167,121,141,13,0,34,6,7,91,434,237,476,0
174,121,1184,0,0,0,19,71,10,350,0,2,21,20,139,8,79,210,52,1,73,129,0,19,71,2,10,423,41,618,0
175,121,62,0,0,0,0,0,1,0,10,0,0,0,13,0,4,0,34,0,0,0,0,0,0,10,1,0,0,51,0
176,121,836,0,0,0,12,2,7,1,1,350,6,8,31,4,89,155,28,134,0,8,0,12,2,351,7,1,14,449,0
177,121,747,0,0,0,1,0,15,40,0,2,9,6,371,10,55,117,22,4,65,30,0,1,0,2,15,105,15,609,0
178,121,368,0,0,0,5,0,3,194,0,2,8,6,14,0,21,4,1,0,78,32,0,5,0,2,3,272,14,72,0
179,121,15,0,0,0,9,0,0,0,1,0,0,0,1,0,1,1,0,0,0,2,0,9,0,1,0,0,0,5,0
180,121,186,0,0,0,6,0,8,16,1,4,7,0,21,0,11,1,1,73,0,37,0,6,0,5,8,16,7,144,0
181,121,89,0,0,0,4,4,14,1,0,2,9,3,29,0,10,0,12,0,1,0,0,4,4,2,14,2,12,51,0
182,121,529,0,0,0,8,0,7,12,0,9,7,10,95,0,58,12,189,0,115,7,0,8,0,9,7,127,17,361,0
183,121,127,0,0,0,1,0,41,1,0,0,0,16,39,1,10,0,2,0,0,3,13,1,0,0,41,1,16,55,13
184,121,995,0,0,0,8,0,53,275,0,4,24,53,71,1,78,224,40,0,115,49,0,8,0,4,53,390,77,463,0
185,121,780,0,0,0,6,1,3,105,0,3,24,22,19,1,56,30,34,54,370,39,13,6,1,3,3,475,46,233,13
186,121,915,0,0,0,55,0,179,159,4,67,77,5,174,1,64,26,0,0,90,12,2,55,0,71,179,249,82,277,2
187,121,14,0,0,0,0,0,0,0,4,0,0,0,7,1,0,0,0,0,0,0,2,0,0,4,0,0,0,8,2
188,121,312,0,0,0,0,0,4,12,4,3,0,18,22,1,36,89,61,0,28,32,2,0,0,7,4,40,18,241,2
189,121,95,0,0,0,0,0,7,0,4,3,3,0,36,1,11,0,18,0,0,10,2,0,0,7,7,0,3,76,2
190,121,518,0,0,0,4,0,5,12,0,8,5,10,17,0,49,48,2,169,169,20,0,4,0,8,5,181,15,305,0
191,121,42,0,0,0,0,0,15,3,0,1,8,3,5,0,5,0,2,0,0,0,0,0,0,1,15,3,11,12,0
192,121,187,0,0,0,0,0,5,6,0,0,1,2,0,0,11,158,1,0,2,1,0,0,0,0,5,8,3,171,0
193,121,81,0,0,0,0,0,2,1,7,0,0,7,13,47,4,0,0,0,0,0,0,0,0,7,2,1,7,64,0
194,121,100,0,0,0,0,0,3,9,0,2,0,17,26,26,5,1,0,1,0,8,2,0,0,2,3,9,17,67,2
195,121,3205,0,0,0,88,868,748,55,0,6,368,66,231,228,272,133,34,1,60,45,2,88,868,6,748,115,434,944,2
196,121,4308,0,0,0,150,83,500,259,72,180,256,350,1277,197,304,2,100,2,411,136,29,150,83,252,500,670,606,2018,29
197,121,2524,0,0,0,157,25,74,62,0,0,297,183,671,0,202,41,240,133,361,78,0,157,25,0,74,423,480,1365,0
198,121,2995,0,0,0,47,0,67,477,109,20,825,229,231,4,359,0,126,11,32,43,415,47,0,129,67,509,1054,774,415
199,121,1005,0,0,0,0,0,1,171,4,0,1,58,0,0,61,175,18,0,48,203,265,0,0,4,1,219,59,457,265
200,121,132,0,0,0,9,0,0,12,0,0,3,25,0,0,11,0,22,0,26,24,0,9,0,0,0,38,28,57,0
201,121,164,0,0,0,5,0,22,12,0,4,6,9,27,26,26,0,0,1,9,17,0,5,0,4,22,21,15,97,0
202,121,1288,0,0,0,292,0,7,0,0,0,1,4,19,0,79,841,2,0,0,0,43,292,0,0,7,0,5,941,43
203,121,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,2,7
204,121,411,0,0,0,0,0,3,393,0,0,0,11,3,0,1,0,0,0,0,0,0,0,0,0,3,393,11,4,0
205,121,11,0,0,0,0,0,1,0,0,0,0,3,5,0,1,0,1,0,0,0,0,0,0,0,1,0,3,7,0
206,121,4173,0,0,0,23,0,86,0,4,847,887,38,1034,17,442,201,317,0,0,17,260,23,0,851,86,0,925,2028,260
207,121,24,0,0,0,0,0,0,0,0,0,0,14,8,0,2,0,0,0,0,0,0,0,0,0,0,0,14,10,0
208,121,3160,0,0,0,177,84,32,68,0,632,435,42,675,3,483,470,16,22,21,0,0,177,84,632,32,89,477,1669,0
209,121,110,0,0,0,1,0,0,24,0,0,59,2,0,0,7,0,0,0,17,0,0,1,0,0,0,41,61,7,0
210,121,4635,0,14,0,14,0,823,0,2514,13,451,24,19,141,556,0,13,0,52,1,0,14,0,2527,823,52,475,744,0
211,121,2209,0,0,0,5,0,77,0,52,0,754,260,420,268,135,0,225,0,11,2,0,5,0,52,77,11,1014,1050,0
212,121,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0
213,121,35,0,0,0,0,0,2,10,0,0,0,14,3,0,3,0,1,0,2,0,0,0,0,0,2,12,14,7,0
214,121,234,0,0,0,17,0,0,0,13,0,0,29,10,0,11,117,0,3,0,10,24,17,0,13,0,0,29,151,24
215,121,395,0,0,0,5,35,3,16,14,0,0,67,36,0,21,114,4,1,70,9,0,5,35,14,3,86,67,185,0
216,121,197,0,0,0,0,35,7,15,0,1,1,0,5,0,16,0,107,0,0,10,0,0,35,1,7,15,1,138,0
217,121,49,0,0,0,2,0,0,1,0,1,6,10,16,0,3,0,0,0,4,6,0,2,0,1,0,5,16,25,0
218,121,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
219,121,54,0,0,0,0,0,0,1,0,1,0,9,8,9,3,0,2,0,0,19,2,0,0,1,0,1,9,41,2
220,121,3538,0,0,0,68,29,1270,0,30,178,661,192,668,9,265,0,28,0,0,3,137,68,29,208,1270,0,853,973,137
221,121,1920,0,0,0,1,0,62,279,0,0,294,329,575,9,108,256,0,0,0,7,0,1,0,0,62,279,623,955,0
222,121,14,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,1,0,0,3,0,0,0,0,0,0,1,13,0
223,121,50,0,0,0,0,0,0,1,0,1,4,18,10,9,4,0,0,0,0,3,0,0,0,1,0,1,22,26,0
224,121,319,0,0,0,1,0,90,45,0,0,42,6,3,0,31,0,12,0,86,3,0,1,0,0,90,131,48,49,0
225,121,618,0,0,0,4,67,0,187,0,0,147,17,14,0,31,0,17,0,105,29,0,4,67,0,0,292,164,91,0
226,121,242,0,0,0,0,20,0,58,0,0,44,0,4,0,19,0,13,0,52,32,0,0,20,0,0,110,44,68,0
227,121,75,0,0,0,0,0,0,3,0,0,5,0,0,0,4,0,0,0,24,39,0,0,0,0,0,27,5,43,0
228,121,626,0,0,0,0,0,0,28,0,3,14,51,8,0,37,224,2,0,73,143,43,0,0,3,0,101,65,414,43
229,121,16,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0
230,121,9,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,6,1,0
231,121,85,0,0,0,2,0,11,0,0,1,7,9,16,0,7,0,2,0,1,29,0,2,0,1,11,1,16,54,0
232,121,739,0,0,0,2,0,11,43,0,9,62,14,316,0,44,0,236,0,0,2,0,2,0,9,11,43,76,598,0
233,121,167,0,0,0,1,0,22,13,0,0,7,18,44,0,10,2,16,0,31,3,0,1,0,0,22,44,25,75,0
234,121,116,0,0,0,0,0,0,0,0,0,0,0,0,0,8,108,0,0,0,0,0,0,0,0,0,0,0,116,0
235,121,6,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,3,2,0
236,121,174,0,0,0,5,0,0,0,0,0,6,8,55,0,10,0,0,0,46,44,0,5,0,0,0,46,14,109,0
237,121,214,0,0,0,9,4,10,76,0,20,4,3,21,0,19,0,19,0,12,17,0,9,4,20,10,88,7,76,0
238,121,635,0,0,0,1,40,2,308,0,30,14,3,41,0,44,1,24,4,110,13,0,1,40,30,2,418,17,127,0
239,121,1050,0,0,0,9,5,29,307,0,0,15,11,208,0,70,0,22,2,316,51,5,9,5,0,29,623,26,353,5
240,121,1994,0,0,0,63,16,115,912,0,0,86,0,237,1,83,2,40,12,285,142,0,63,16,0,115,1197,86,517,0
241,121,754,0,0,0,322,0,13,1,3,0,17,7,20,1,36,54,249,0,29,2,0,322,0,3,13,30,24,362,0
242,121,16,0,0,0,0,0,0,1,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,1,0,15,0
243,121,2591,0,0,0,112,4,309,452,0,65,145,25,406,71,206,289,10,0,497,0,0,112,4,65,309,949,170,982,0
244,121,2775,0,0,438,0,4,155,101,0,123,352,72,647,88,168,2,17,0,586,22,0,0,4,561,155,687,424,944,0
245,121,650,0,0,0,1,0,0,214,4,51,12,3,0,0,39,2,17,139,161,7,0,1,0,55,0,375,15,204,0
246,121,6800,0,0,0,18,30,155,129,0,3742,633,100,682,4,304,129,266,1,150,24,433,18,30,3742,155,279,733,1410,433
247,121,2714,0,0,0,266,0,230,0,0,683,421,82,452,69,279,0,160,0,69,3,0,266,0,683,230,69,503,963,0
248,121,7166,36,0,0,23,4,725,76,62,769,1188,286,1590,506,1300,20,24,184,216,1,156,23,4,831,725,292,1474,3661,156
249,121,1523,0,0,0,57,23,960,0,0,27,6,0,185,0,83,51,46,1,66,10,8,57,23,27,960,66,6,376,8
250,121,523,0,0,0,2,0,1,1,0,0,29,7,164,0,34,0,114,0,146,17,8,2,0,0,1,147,36,329,8
251,121,276,0,0,0,0,0,0,0,0,0,0,0,0,0,29,179,24,0,0,44,0,0,0,0,0,0,0,276,0
252,121,64,0,0,0,1,7,1,3,0,0,8,0,19,0,9,4,12,0,0,0,0,1,7,0,1,3,8,44,0
253,121,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0
254,121,1106,0,0,0,8,2,2,117,78,103,127,22,102,58,155,12,65,47,127,81,0,8,2,181,2,244,149,520,0
255,121,2218,0,0,0,18,0,88,189,6,16,472,84,49,1,146,0,66,0,894,7,182,18,0,22,88,1083,556,269,182
256,121,1910,0,0,0,54,48,56,28,1,193,355,246,514,26,128,9,228,1,0,17,6,54,48,194,56,28,601,923,6
