MTAZ10,CTAZ10,TRACT10,TAD10,SD10,FIPS,COUNTY,County_Renum,SD_NAME,SD_Renum,ACTCTR,ACTCTRNUM,ETAFLAG,ATYPE
1,13121018,13121011506,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,5
2,13121018,13121011506,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,5
3,13121019,13121011506,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,5
4,13121020,13121011505,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,5
5,13121021,13121011505,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,5
6,13121021,13121011505,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,4
7,13121014,13121011503,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,3
8,13121013,13121011503,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,5
9,13121013,13121011503,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,5
10,13121013,13121011503,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,6
11,13121013,13121011503,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,6
12,13121013,13121011503,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,6
13,13121015,13121011503,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,5
14,13121015,13121011503,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,4
15,13121017,13121011503,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,4
16,13121017,13121011503,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,6
17,13121017,13121011503,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,6
18,13121016,13121011503,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,6
19,13121016,13121011503,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,6
20,13121016,13121011503,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,6
21,13121001,13121011504,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,6
22,13121001,13121011504,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,7
23,13121001,13121011504,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,7
24,13121001,13121011504,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,6
25,13121002,13121011504,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,6
26,13121002,13121011504,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,6
27,13121002,13121011504,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,6
28,13121003,13121011504,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,6
29,13121003,13121011504,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,6
30,13121003,13121011504,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,6
31,13121004,13121011504,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,6
32,13121004,13121011504,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,6
33,13121007,13121011504,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,7
34,13121007,13121011504,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,6
35,13121007,13121011504,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,5
36,13121005,13121011504,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,6
37,13121006,13121011504,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,6
38,13121006,13121011504,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,5
39,13121008,13121011615,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,5
40,13121008,13121011615,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,6
41,13121009,13121011615,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,5
42,13121009,13121011615,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,3
43,13121009,13121011615,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,3
44,13121010,13121011615,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,5
45,13121010,13121011615,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,5
46,13121010,13121011615,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,3
47,13121010,13121011615,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,2
48,13121011,13121011615,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,5
49,13121011,13121011615,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,6
50,13121012,13121011615,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,6
51,13121012,13121011615,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,6
52,13121025,13121011610,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,5
53,13121026,13121011610,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,5
54,13121027,13121011611,13121064,1,13121,Fulton,1,N Fulton,1,North Point,10,0,4
55,13121027,13121011611,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,4
56,13121028,13121011611,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,3
57,13121028,13121011611,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,3
58,13121029,13121011611,13121064,1,13121,Fulton,1,N Fulton,1,North Point,10,0,3
59,13121029,13121011611,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,3
60,13121029,13121011611,13121064,1,13121,Fulton,1,N Fulton,1,North Point,10,0,4
61,13121029,13121011611,13121064,1,13121,Fulton,1,N Fulton,1,North Point,10,0,3
62,13121030,13121011611,13121064,1,13121,Fulton,1,N Fulton,1,North Point,10,0,4
63,13121031,13121011611,13121064,1,13121,Fulton,1,N Fulton,1,North Point,10,0,2
64,13121031,13121011611,13121064,1,13121,Fulton,1,N Fulton,1,North Point,10,0,3
65,13121031,13121011611,13121064,1,13121,Fulton,1,N Fulton,1,North Point,10,0,2
66,13121031,13121011611,13121064,1,13121,Fulton,1,N Fulton,1,North Point,10,0,3
67,13121031,13121011611,13121064,1,13121,Fulton,1,N Fulton,1,North Point,10,0,2
68,13121031,13121011611,13121064,1,13121,Fulton,1,N Fulton,1,North Point,10,0,1
69,13121031,13121011611,13121064,1,13121,Fulton,1,N Fulton,1,North Point,10,0,2
70,13121039,13121011616,13121064,1,13121,Fulton,1,N Fulton,1,North Point,10,0,4
71,13121039,13121011616,13121064,1,13121,Fulton,1,N Fulton,1,North Point,10,0,4
72,13121038,13121011616,13121064,1,13121,Fulton,1,N Fulton,1,North Point,10,0,5
73,13121038,13121011616,13121064,1,13121,Fulton,1,N Fulton,1,North Point,10,0,4
74,13121038,13121011616,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,4
75,13121037,13121011616,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,4
76,13121037,13121011616,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,3
77,13121032,13121011614,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,3
78,13121033,13121011614,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,3
79,13121033,13121011614,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,2
80,13121033,13121011614,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,2
81,13121033,13121011614,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,3
82,13121035,13121011614,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,4
83,13121036,13121011614,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,5
84,13121034,13121011614,13121064,1,13121,Fulton,1,N Fulton,1,,0,0,4
85,13121040,13121011621,13121065,1,13121,Fulton,1,N Fulton,1,,0,0,4
86,13121040,13121011621,13121065,1,13121,Fulton,1,N Fulton,1,,0,0,4
87,13121040,13121011621,13121065,1,13121,Fulton,1,N Fulton,1,,0,0,4
88,13121040,13121011621,13121065,1,13121,Fulton,1,N Fulton,1,,0,0,5
89,13121041,13121011621,13121065,1,13121,Fulton,1,N Fulton,1,,0,0,5
90,13121047,13121011620,13121065,1,13121,Fulton,1,N Fulton,1,,0,0,5
91,13121046,13121011620,13121065,1,13121,Fulton,1,N Fulton,1,,0,0,4
92,13121048,13121011620,13121065,1,13121,Fulton,1,N Fulton,1,,0,0,5
93,13121049,13121011624,13121065,1,13121,Fulton,1,N Fulton,1,,0,0,5
94,13121050,13121011626,13121065,1,13121,Fulton,1,N Fulton,1,,0,0,5
95,13121051,13121011626,13121065,1,13121,Fulton,1,N Fulton,1,,0,0,4
96,13121052,13121011622,13121065,1,13121,Fulton,1,N Fulton,1,,0,0,4
97,13121052,13121011622,13121065,1,13121,Fulton,1,N Fulton,1,,0,0,5
98,13121054,13121011622,13121065,1,13121,Fulton,1,N Fulton,1,,0,0,5
99,13121054,13121011622,13121065,1,13121,Fulton,1,N Fulton,1,,0,0,5
100,13121053,13121011622,13121065,1,13121,Fulton,1,N Fulton,1,,0,0,5
101,13121055,13121011623,13121065,1,13121,Fulton,1,N Fulton,1,,0,0,4
102,13121055,13121011623,13121065,1,13121,Fulton,1,N Fulton,1,,0,0,5
103,13121056,13121011623,13121065,1,13121,Fulton,1,N Fulton,1,,0,0,5
104,13121057,13121011623,13121065,1,13121,Fulton,1,N Fulton,1,,0,0,4
105,13121058,13121011625,13121065,1,13121,Fulton,1,N Fulton,1,,0,0,5
106,13121059,13121011625,13121065,1,13121,Fulton,1,N Fulton,1,,0,0,5
107,13121060,13121011625,13121065,1,13121,Fulton,1,N Fulton,1,,0,0,4
108,13121119,13121011612,13121065,1,13121,Fulton,1,N Fulton,1,,0,0,5
109,13121118,13121011612,13121065,1,13121,Fulton,1,N Fulton,1,,0,0,5
110,13121118,13121011612,13121065,1,13121,Fulton,1,N Fulton,1,,0,0,5
111,13121063,13121011613,13121065,1,13121,Fulton,1,N Fulton,1,,0,0,5
112,13121062,13121011613,13121065,1,13121,Fulton,1,N Fulton,1,,0,0,5
113,13121061,13121011613,13121065,1,13121,Fulton,1,N Fulton,1,,0,0,4
114,13121064,13121011617,13121065,1,13121,Fulton,1,N Fulton,1,,0,0,4
115,13121065,13121011617,13121065,1,13121,Fulton,1,N Fulton,1,North Point,10,0,5
116,13121066,13121011617,13121065,1,13121,Fulton,1,N Fulton,1,North Point,10,0,5
117,13121066,13121011617,13121065,1,13121,Fulton,1,N Fulton,1,North Point,10,0,4
118,13121066,13121011617,13121065,1,13121,Fulton,1,N Fulton,1,North Point,10,0,3
119,13121045,13121011618,13121065,1,13121,Fulton,1,N Fulton,1,North Point,10,0,4
120,13121045,13121011618,13121065,1,13121,Fulton,1,N Fulton,1,North Point,10,0,5
121,13121045,13121011618,13121065,1,13121,Fulton,1,N Fulton,1,North Point,10,0,4
122,13121044,13121011619,13121065,1,13121,Fulton,1,N Fulton,1,North Point,10,0,4
123,13121043,13121011619,13121065,1,13121,Fulton,1,N Fulton,1,,0,0,4
124,13121042,13121011619,13121065,1,13121,Fulton,1,N Fulton,1,North Point,10,0,5
125,13121042,13121011619,13121065,1,13121,Fulton,1,N Fulton,1,North Point,10,0,4
126,13121075,13121011420,13121066,2,13121,Fulton,1,Roswell,2,North Point,10,1,2
127,13121074,13121011420,13121066,2,13121,Fulton,1,Roswell,2,,0,1,2
128,13121072,13121011421,13121066,2,13121,Fulton,1,Roswell,2,,0,0,2
129,13121072,13121011421,13121066,2,13121,Fulton,1,Roswell,2,North Point,10,0,3
130,13121073,13121011421,13121066,2,13121,Fulton,1,Roswell,2,,0,0,3
131,13121073,13121011421,13121066,2,13121,Fulton,1,Roswell,2,,0,0,2
132,13121073,13121011421,13121066,2,13121,Fulton,1,Roswell,2,,0,0,2
133,13121073,13121011421,13121066,2,13121,Fulton,1,Roswell,2,,0,0,2
134,13121024,13121011416,13121066,2,13121,Fulton,1,Roswell,2,,0,0,2
135,13121024,13121011416,13121066,2,13121,Fulton,1,Roswell,2,,0,0,3
136,13121023,13121011416,13121066,2,13121,Fulton,1,Roswell,2,,0,0,4
137,13121023,13121011416,13121066,2,13121,Fulton,1,Roswell,2,,0,0,5
138,13121022,13121011416,13121066,2,13121,Fulton,1,Roswell,2,,0,0,5
139,13121078,13121011417,13121066,2,13121,Fulton,1,Roswell,2,,0,0,5
140,13121079,13121011417,13121066,2,13121,Fulton,1,Roswell,2,,0,0,5
141,13121079,13121011417,13121066,2,13121,Fulton,1,Roswell,2,,0,0,5
142,13121077,13121011417,13121066,2,13121,Fulton,1,Roswell,2,,0,0,5
143,13121076,13121011417,13121066,2,13121,Fulton,1,Roswell,2,,0,0,4
144,13121076,13121011417,13121066,2,13121,Fulton,1,Roswell,2,,0,0,3
145,13121082,13121011419,13121066,2,13121,Fulton,1,Roswell,2,,0,0,3
146,13121081,13121011419,13121066,2,13121,Fulton,1,Roswell,2,,0,0,4
147,13121080,13121011419,13121066,2,13121,Fulton,1,Roswell,2,,0,0,5
148,13121085,13121011418,13121066,2,13121,Fulton,1,Roswell,2,,0,0,5
149,13121084,13121011418,13121066,2,13121,Fulton,1,Roswell,2,,0,0,5
150,13121083,13121011418,13121066,2,13121,Fulton,1,Roswell,2,,0,0,5
151,13121083,13121011418,13121066,2,13121,Fulton,1,Roswell,2,,0,0,4
152,13121086,13121011423,13121066,2,13121,Fulton,1,Roswell,2,,0,0,5
153,13121087,13121011423,13121066,2,13121,Fulton,1,Roswell,2,,0,0,5
154,13121087,13121011423,13121066,2,13121,Fulton,1,Roswell,2,,0,0,5
155,13121088,13121011422,13121066,2,13121,Fulton,1,Roswell,2,,0,0,5
156,13121089,13121011422,13121066,2,13121,Fulton,1,Roswell,2,,0,0,5
157,13121093,13121011405,13121066,2,13121,Fulton,1,Roswell,2,,0,0,5
158,13121093,13121011405,13121066,2,13121,Fulton,1,Roswell,2,,0,0,5
159,13121093,13121011405,13121066,2,13121,Fulton,1,Roswell,2,,0,0,5
160,13121093,13121011405,13121066,2,13121,Fulton,1,Roswell,2,,0,0,4
161,13121093,13121011405,13121066,2,13121,Fulton,1,Roswell,2,,0,0,3
162,13121090,13121011405,13121066,2,13121,Fulton,1,Roswell,2,,0,0,4
163,13121090,13121011405,13121066,2,13121,Fulton,1,Roswell,2,,0,0,3
164,13121090,13121011405,13121066,2,13121,Fulton,1,Roswell,2,,0,0,3
165,13121091,13121011405,13121066,2,13121,Fulton,1,Roswell,2,,0,0,4
166,13121092,13121011405,13121066,2,13121,Fulton,1,Roswell,2,,0,0,4
167,13121105,13121011411,13121067,2,13121,Fulton,1,Roswell,2,,0,0,3
168,13121106,13121011411,13121067,2,13121,Fulton,1,Roswell,2,,0,0,4
169,13121107,13121011411,13121067,2,13121,Fulton,1,Roswell,2,,0,0,5
170,13121071,13121011412,13121067,2,13121,Fulton,1,Roswell,2,,0,0,4
171,13121070,13121011412,13121067,2,13121,Fulton,1,Roswell,2,North Point,10,0,5
172,13121070,13121011412,13121067,2,13121,Fulton,1,Roswell,2,North Point,10,0,1
173,13121069,13121011427,13121067,2,13121,Fulton,1,Roswell,2,,0,0,5
174,13121068,13121011427,13121067,2,13121,Fulton,1,Roswell,2,North Point,10,0,5
175,13121067,13121011426,13121067,2,13121,Fulton,1,Roswell,2,,0,0,5
176,13121117,13121011425,13121067,2,13121,Fulton,1,Roswell,2,,0,0,5
177,13121116,13121011425,13121067,2,13121,Fulton,1,Roswell,2,,0,0,5
178,13121115,13121011424,13121067,2,13121,Fulton,1,Roswell,2,,0,0,5
179,13121113,13121011424,13121067,2,13121,Fulton,1,Roswell,2,,0,0,4
180,13121114,13121011424,13121067,2,13121,Fulton,1,Roswell,2,,0,0,5
181,13121112,13121011414,13121067,2,13121,Fulton,1,Roswell,2,,0,0,5
182,13121111,13121011414,13121067,2,13121,Fulton,1,Roswell,2,,0,0,4
183,13121108,13121011410,13121067,2,13121,Fulton,1,Roswell,2,,0,0,5
184,13121109,13121011410,13121067,2,13121,Fulton,1,Roswell,2,,0,0,4
185,13121110,13121011410,13121067,2,13121,Fulton,1,Roswell,2,,0,0,5
186,13121120,13121010108,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,5
187,13121120,13121010108,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,5
188,13121120,13121010108,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,5
189,13121121,13121010108,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,5
190,13121122,13121010107,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,5
191,13121102,13121010106,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,5
192,13121103,13121010106,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,5
193,13121104,13121010106,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,5
194,13121094,13121010120,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,5
195,13121097,13121010119,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,1,4
196,13121096,13121010119,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,1,2
197,13121095,13121010208,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,5
198,13121098,13121010209,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,4
199,13121099,13121010117,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,4
200,13121100,13121010118,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,4
201,13121101,13121010118,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,4
202,13121101,13121010118,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,4
203,13121123,13121010122,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,4
204,13121123,13121010122,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,4
205,13121123,13121010122,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,4
206,13121124,13121010122,13121068,3,13121,Fulton,1,Sandy Springs,3,Perimeter,11,0,4
207,13121125,13121010122,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,3
208,13121125,13121010122,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,2
209,13121125,13121010122,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,2
210,13121126,13121010123,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,3
211,13121126,13121010123,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,3
212,13121126,13121010123,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,4
213,13121126,13121010123,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,4
214,13121127,13121010123,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,4
215,13121128,13121010210,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,5
216,13121129,13121010210,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,5
217,13121130,13121010204,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,5
218,13121130,13121010204,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,5
219,13121132,13121010204,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,5
220,13121132,13121010204,13121068,3,13121,Fulton,1,Sandy Springs,3,Cumberland,3,0,4
221,13121132,13121010204,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,4
222,13121132,13121010204,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,5
223,13121131,13121010204,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,5
224,13121133,13121010205,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,5
225,13121134,13121010205,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,3
226,13121134,13121010205,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,2
227,13121135,13121010205,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,2
228,13121135,13121010205,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,5
229,13121135,13121010205,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,5
230,13121136,13121010205,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,5
231,13121136,13121010205,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,3
232,13121136,13121010205,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,3
233,13121136,13121010205,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,3
234,13121136,13121010205,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,2
235,13121136,13121010205,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,2
236,13121136,13121010205,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,2
237,13121136,13121010205,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,2
238,13121136,13121010205,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,2
239,13121136,13121010205,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,2
240,13121137,13121010121,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,3
241,13121137,13121010121,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,2
242,13121137,13121010121,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,2
243,13121140,13121010110,13121068,3,13121,Fulton,1,Sandy Springs,3,Perimeter,11,0,1
244,13121140,13121010110,13121068,3,13121,Fulton,1,Sandy Springs,3,Perimeter,11,0,1
245,13121140,13121010110,13121068,3,13121,Fulton,1,Sandy Springs,3,Perimeter,11,0,1
246,13121140,13121010110,13121068,3,13121,Fulton,1,Sandy Springs,3,Perimeter,11,0,1
247,13121140,13121010110,13121068,3,13121,Fulton,1,Sandy Springs,3,Perimeter,11,0,1
248,13121140,13121010110,13121068,3,13121,Fulton,1,Sandy Springs,3,Perimeter,11,0,1
249,13121138,13121010110,13121068,3,13121,Fulton,1,Sandy Springs,3,Perimeter,11,0,2
250,13121138,13121010110,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,2
251,13121138,13121010110,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,3
252,13121138,13121010110,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,2
253,13121138,13121010110,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,2
254,13121138,13121010110,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,2
255,13121139,13121010110,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,3
256,13121139,13121010110,13121068,3,13121,Fulton,1,Sandy Springs,3,Perimeter,11,0,1
257,13121142,13121010113,13121068,3,13121,Fulton,1,Sandy Springs,3,Perimeter,11,1,1
258,13121142,13121010113,13121068,3,13121,Fulton,1,Sandy Springs,3,Perimeter,11,1,2
259,13121142,13121010113,13121068,3,13121,Fulton,1,Sandy Springs,3,Perimeter,11,1,4
260,13121142,13121010113,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,1,3
261,13121143,13121010113,13121068,3,13121,Fulton,1,Sandy Springs,3,Perimeter,11,1,3
262,13121146,13121010212,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,3
263,13121147,13121010212,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,3
264,13121147,13121010212,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,4
265,13121148,13121010212,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,5
266,13121148,13121010212,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,5
267,13121149,13121010206,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,5
268,13121149,13121010206,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,5
269,13121149,13121010206,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,5
270,13121149,13121010206,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,5
271,13121150,13121010206,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,5
272,13121150,13121010206,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,5
273,13121150,13121010206,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,6
274,13121151,13121010206,13121068,3,13121,Fulton,1,Sandy Springs,3,Cumberland,3,0,5
275,13121151,13121010206,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,6
276,13121154,13121010211,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,5
277,13121155,13121010211,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,5
278,13121155,13121010211,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,5
279,13121155,13121010211,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,4
280,13121155,13121010211,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,4
281,13121144,13121010114,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,4
282,13121145,13121010114,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,5
283,13121145,13121010114,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,5
284,13121141,13121010115,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,5
285,13121141,13121010115,13121068,3,13121,Fulton,1,Sandy Springs,3,,0,0,5
286,13121141,13121010115,13121068,3,13121,Fulton,1,Sandy Springs,3,Perimeter,11,0,1
287,13121141,13121010115,13121068,3,13121,Fulton,1,Sandy Springs,3,Perimeter,11,0,1
288,13121141,13121010115,13121068,3,13121,Fulton,1,Sandy Springs,3,Perimeter,11,0,1
289,13121141,13121010115,13121068,3,13121,Fulton,1,Sandy Springs,3,Perimeter,11,0,1
290,13121141,13121010115,13121068,3,13121,Fulton,1,Sandy Springs,3,Perimeter,11,0,4
291,13121162,13121010002,13121069,4,13121,Fulton,1,Buckhead,4,,0,0,5
292,13121162,13121010002,13121069,4,13121,Fulton,1,Buckhead,4,,0,0,5
293,13121162,13121010002,13121069,4,13121,Fulton,1,Buckhead,4,,0,0,2
294,13121163,13121010002,13121069,4,13121,Fulton,1,Buckhead,4,,0,0,5
295,13121163,13121010002,13121069,4,13121,Fulton,1,Buckhead,4,Buckhead,2,0,5
296,13121164,13121010002,13121069,4,13121,Fulton,1,Buckhead,4,Buckhead,2,0,1
297,13121164,13121010002,13121069,4,13121,Fulton,1,Buckhead,4,Buckhead,2,0,1
298,13121164,13121010002,13121069,4,13121,Fulton,1,Buckhead,4,Buckhead,2,0,1
299,13121164,13121010002,13121069,4,13121,Fulton,1,Buckhead,4,,0,0,2
300,13121159,13121010001,13121069,4,13121,Fulton,1,Buckhead,4,,0,0,4
301,13121160,13121010001,13121069,4,13121,Fulton,1,Buckhead,4,Buckhead,2,0,3
302,13121161,13121010001,13121069,4,13121,Fulton,1,Buckhead,4,Buckhead,2,0,1
303,13121161,13121010001,13121069,4,13121,Fulton,1,Buckhead,4,Buckhead,2,0,1
304,13121168,13121009601,13121069,4,13121,Fulton,1,Buckhead,4,Buckhead,2,0,1
305,13121156,13121009900,13121069,4,13121,Fulton,1,Buckhead,4,,0,0,3
306,13121156,13121009900,13121069,4,13121,Fulton,1,Buckhead,4,,0,0,5
307,13121158,13121009900,13121069,4,13121,Fulton,1,Buckhead,4,,0,0,5
308,13121157,13121009900,13121069,4,13121,Fulton,1,Buckhead,4,,0,0,5
309,13121157,13121009900,13121069,4,13121,Fulton,1,Buckhead,4,,0,0,5
310,13121153,13121009802,13121069,4,13121,Fulton,1,Buckhead,4,,0,0,5
311,13121153,13121009802,13121069,4,13121,Fulton,1,Buckhead,4,,0,0,5
312,13121152,13121009802,13121069,4,13121,Fulton,1,Buckhead,4,,0,0,5
313,13121152,13121009802,13121069,4,13121,Fulton,1,Buckhead,4,,0,0,6
314,13121152,13121009802,13121069,4,13121,Fulton,1,Buckhead,4,,0,0,4
315,13121190,13121009700,13121069,4,13121,Fulton,1,Buckhead,4,,0,0,5
316,13121190,13121009700,13121069,4,13121,Fulton,1,Buckhead,4,,0,0,6
317,13121189,13121009700,13121069,4,13121,Fulton,1,Buckhead,4,,0,0,5
318,13121189,13121009700,13121069,4,13121,Fulton,1,Buckhead,4,,0,0,5
319,13121189,13121009700,13121069,4,13121,Fulton,1,Buckhead,4,,0,0,5
320,13121189,13121009700,13121069,4,13121,Fulton,1,Buckhead,4,,0,0,5
321,13121189,13121009700,13121069,4,13121,Fulton,1,Buckhead,4,,0,0,5
322,13121189,13121009700,13121069,4,13121,Fulton,1,Buckhead,4,,0,0,5
